N	2gram	Bakhtin_Pr_1	Morfolog
1	может быть	26	52
2	и т	14	49
3	т д	1	47
4	и пр	2	40
5	таким образом	10	20
6	не может	27	17
7	в этих	2	16
8	могут быть	5	15
9	и в	38	13
10	в этом	15	13
11	и др	8	12
12	связи с	2	11
13	то же	5	9
14	мы имеем	2	9
15	так и	5	9
16	не всегда	6	9
17	прежде всего	13	9
18	а не	5	9
19	в связи	2	9
20	и не	42	9
21	что и	2	8
22	с другой	7	8
23	по существу	2	8
24	в результате	1	8
25	вопрос о	1	7
26	и этим	6	7
27	или же	1	7
28	в тех	3	7
29	все же	6	7
30	но если	1	7
31	но не	12	6
32	это не	5	6
33	подобно тому	1	6
34	не могут	2	6
35	и здесь	2	6
36	а также	1	6
37	в форме	4	6
38	в том	8	6
39	а в	6	6
40	во всех	11	5
41	не все	2	5
42	тому как	1	5
43	то что	8	5
44	далеко не	5	5
45	не менее	4	5
46	или в	2	5
47	иногда в	1	5
48	этот момент	2	5
49	мы увидим	3	5
50	как бы	22	5
51	и другие	2	5
52	также и	3	4
53	тех же	1	4
54	показать что	2	4
55	если в	1	4
56	как в	4	4
57	хотя и	3	4
58	и как	8	4
59	ни одна	2	4
60	не только	9	4
61	на этом	2	4
62	его в	9	4
63	было бы	8	4
64	вовсе не	2	4
65	как и	7	4
66	несмотря на	3	4
67	точки зрения	8	4
68	с точки	6	4
69	тем не	3	4
70	ничего не	6	4
71	тем что	2	4
72	очень часто	1	4
73	в других	4	4
74	как мы	7	4
75	могла бы	1	4
76	подобных случаях	1	4
77	по отношению	21	4
78	случае не	2	4
79	в некоторых	2	4
80	другой стороны	4	4
81	там где	6	4
82	так же	1	4
83	в иных	3	4
84	оно может	2	4
85	отношению к	19	4
86	что в	7	4
87	самом деле	6	3
88	на самом	4	3
89	в первом	1	3
90	и для	11	3
91	как таковые	1	3
92	вступают в	1	3
93	независимо от	13	3
94	целый ряд	1	3
95	как таковое	1	3
96	но в	4	3
97	к чему	2	3
98	в целом	3	3
99	в нашем	4	3
100	в пределах	6	3
101	он должен	2	3
102	входит в	8	3
103	из них	1	3
104	ни в	11	3
105	и вне	1	3
106	в один	1	3
107	том что	3	3
108	в то	4	3
109	на него	3	3
110	того чтобы	2	3
111	здесь же	2	3
112	на нем	1	3
113	если бы	3	3
114	но и	9	3
115	он не	3	3
116	во втором	1	3
117	к нему	10	3
118	в какой	2	3
119	очень многих	1	3
120	и ее	2	3
121	не происходит	1	3
122	в начале	2	3
123	связывается с	1	3
124	друг друга	1	3
125	мы можем	6	3
126	не является	3	3
127	из которых	2	3
128	форма в	1	3
129	но это	3	3
130	кроме того	3	3
131	это уже	1	3
132	мы должны	2	3
133	только что	1	3
134	первом случае	1	3
135	смысле слова	2	2
136	как это	2	2
137	время как	1	2
138	как таковая	1	2
139	как уже	1	2
140	и к	3	2
141	то в	1	2
142	из его	1	2
143	которое может	1	2
144	в нее	1	2
145	можно было	4	2
146	и за	1	2
147	бы они	1	2
148	в другом	2	2
149	мы уже	1	2
150	где оно	2	2
151	большинстве случаев	5	2
152	это было	1	2
153	и иных	1	2
154	оно как	1	2
155	ни одной	1	2
156	этом явлении	1	2
157	этого не	1	2
158	с тем	1	2
159	точное определение	1	2
160	на первый	2	2
161	для него	1	2
162	и при	2	2
163	имеется в	1	2
164	таких случаях	1	2
165	настоящее время	1	2
166	и более	2	2
167	однако в	1	2
168	же может	1	2
169	все эти	5	2
170	в таких	2	2
171	что эта	2	2
172	всего следует	1	2
173	не имеет	9	2
174	одна из	2	2
175	и его	16	2
176	так например	1	2
177	к себе	2	2
178	для того	2	2
179	оно не	3	2
180	здесь не	4	2
181	в в	1	2
182	можно показать	1	2
183	можно сделать	2	2
184	то время	1	2
185	и что	2	2
186	не с	4	2
187	ясно что	3	2
188	особый вид	1	2
189	но здесь	3	2
190	во избежание	1	2
191	о том	4	2
192	нашей работы	1	2
193	с одной	3	2
194	можно сказать	2	2
195	ни к	2	2
196	и только	4	2
197	того что	2	2
198	иных случаях	3	2
199	как например	1	2
200	быть и	1	2
201	хотя бы	4	2
202	на другие	1	2
203	этот вопрос	1	2
204	что он	2	2
205	только в	13	2
206	себя в	2	2
207	уже не	1	2
208	вопроса о	3	2
209	в большинстве	5	2
210	в виде	2	2
211	или просто	1	2
212	его и	1	2
213	момент в	1	2
214	чему не	1	2
215	без всякой	2	2
216	а эта	1	2
217	материала а	3	2
218	себя и	3	2
219	а на	1	2
220	не знает	3	2
221	сказать что	4	2
222	быть определен	1	2
223	что мы	1	2
224	в частности	2	2
225	одной стороны	3	2
226	есть и	1	2
227	благодаря этому	1	2
228	получает от	2	2
229	но для	1	2
230	не существует	1	2
231	в настоящее	1	2
232	от него	3	2
233	чтобы его	2	2
234	одной из	3	2
235	или непосредственно	1	2
236	или другими	1	2
237	в свое	1	2
238	но эти	1	2
239	к этому	2	2
240	он получает	1	1
241	например в	3	1
242	он может	2	1
243	применении к	3	1
244	дело обстоит	1	1
245	и должны	2	1
246	как такового	3	1
247	который можно	1	1
248	от самого	1	1
249	она все	1	1
250	противном случае	3	1
251	это дало	1	1
252	приходит к	1	1
253	их и	2	1
254	есть не	2	1
255	быть объяснено	1	1
256	что далеко	1	1
257	обходится без	1	1
258	установить что	1	1
259	так чтобы	1	1
260	но она	2	1
261	что это	2	1
262	что иное	1	1
263	не вполне	2	1
264	конечно и	4	1
265	не совсем	1	1
266	в виду	4	1
267	него он	1	1
268	к целому	1	1
269	тем как	5	1
270	мы еще	1	1
271	другой более	1	1
272	что никаких	1	1
273	коем случае	2	1
274	мы будем	3	1
275	но как	2	1
276	не входит	10	1
277	с трудом	1	1
278	значение и	1	1
279	задача может	1	1
280	определено и	1	1
281	отношение к	10	1
282	отличие от	5	1
283	оно является	1	1
284	она есть	1	1
285	или иное	2	1
286	в главе	1	1
287	которые не	1	1
288	во что	1	1
289	его не	2	1
290	дает нам	2	1
291	нашу задачу	1	1
292	для всех	1	1
293	более и	1	1
294	в противном	3	1
295	в полном	1	1
296	может получить	1	1
297	вопросом о	1	1
298	и наконец	6	1
299	но эта	1	1
300	имеет в	1	1
301	это определение	1	1
302	другом случае	1	1
303	следует остановиться	1	1
304	в которой	1	1
305	к другому	1	1
306	формы в	1	1
307	что так	1	1
308	не в	7	1
309	в этой	1	1
310	нами в	2	1
311	но ведь	1	1
312	на то	2	1
313	не нужны	1	1
314	а вовсе	1	1
315	вообще не	7	1
316	что каждая	1	1
317	быть поняты	2	1
318	было сделано	1	1
319	и третьим	1	1
320	всех этих	1	1
321	момента в	2	1
322	и вот	1	1
323	в россии	2	1
324	необходимо для	1	1
325	ни были	1	1
326	моментов то	1	1
327	предложения и	2	1
328	и независимо	1	1
329	его можно	1	1
330	в каждом	2	1
331	здесь мы	2	1
332	то ни	3	1
333	и может	1	1
334	они должны	1	1
335	в совершенно	1	1
336	форма есть	6	1
337	может возникнуть	1	1
338	бы возможность	1	1
339	ощущается как	1	1
340	с другими	3	1
341	материала к	1	1
342	от одного	1	1
343	и отдельные	1	1
344	и тем	3	1
345	нет в	1	1
346	о которых	2	1
347	на что	1	1
348	переходим к	2	1
349	чем в	2	1
350	вторым и	1	1
351	как таковой	2	1
352	нисколько не	1	1
353	формы но	1	1
354	и становится	7	1
355	переносится в	1	1
356	нужно только	1	1
357	в наши	1	1
358	том как	2	1
359	при изучении	1	1
360	или точнее	2	1
361	лежат в	1	1
362	в их	10	1
363	но которые	2	1
364	их значения	2	1
365	бы мы	1	1
366	значение для	3	1
367	которые в	1	1
368	третьей задачи	1	1
369	при этом	5	1
370	но он	1	1
371	силу и	1	1
372	все это	3	1
373	не должно	1	1
374	бы быть	1	1
375	или если	1	1
376	для нее	8	1
377	видит в	1	1
378	тому что	1	1
379	она не	2	1
