N	3gram	Propp_Isto_7	Myslijsy
1	в том что	4	16
2	по отношению к	1	5
3	а в том	2	5
4	вместе с тем	1	4
5	с другой стороны	8	4
6	но и в	2	4
7	в то время	2	4
8	не только в	5	4
9	то же что	2	4
10	более или менее	1	3
11	по мере того	1	3
12	до сих пор	2	3
13	что он не	1	3
14	с одной стороны	4	3
15	мере того как	1	3
16	и т д	16	3
17	только в том	1	3
18	тем не менее	4	3
19	не может быть	3	3
20	что и в	2	3
21	и может быть	1	2
22	только потому что	1	2
23	и т п	1	2
24	но тем не	2	2
25	в том чтобы	2	2
26	мы не можем	2	2
27	так и в	2	2
28	как и в	2	2
29	с этой стороны	3	2
30	с тем и	1	2
31	к тому что	1	2
32	сама по себе	1	2
33	таким образом что	1	1
34	в сказке о	1	1
35	а потом уже	1	1
36	потому что эти	1	1
37	если не сделает	2	1
38	отсюда видно что	3	1
39	а не в	1	1
40	по одной из	1	1
41	в самом деле	1	1
42	то же самое	1	1
43	нам кажется что	1	1
44	потому что я	1	1
45	и как он	1	1
46	и в других	2	1
47	и та же	1	1
48	но все это	1	1
49	или в том	1	1
50	и в каждом	1	1
51	то и другое	1	1
52	все это в	1	1
53	то время как	2	1
54	в таких случаях	1	1
55	для первобытного человека	1	1
56	в данном случае	3	1
57	в первый раз	1	1
58	и тот же	1	1
59	и что в	1	1
60	одна и та	1	1
61	может быть названо	1	1
62	мы видели при	1	1
63	по тому что	1	1
64	что мы видим	1	1
65	один и тот	1	1
66	очевидно что здесь	1	1
67	нечто отличное от	1	1
68	на свое место	2	1
69	о том что	5	1
70	это значит что	1	1
71	заключается не только	1	1
72	еще один пример	1	1
73	как мы уже	1	1
74	и то и	1	1
75	после того как	2	1
76	не прямо а	1	1
77	таким образом и	1	1
78	легко может быть	1	1
79	для нас не	1	1
80	на первый взгляд	4	1
81	уже не в	1	1
82	как мы видели	1	1
