N	3gram	Potebnia_M_4	Problemy
1	с точки зрения	3	9
2	до сих пор	4	8
3	не может быть	5	8
4	в большинстве случаев	2	8
5	и не может	1	7
6	по отношению к	8	5
7	то же время	3	5
8	в то же	3	5
9	в том числе	1	4
10	то есть в	2	4
11	в одном слове	1	3
12	том числе и	1	3
13	сам по себе	4	3
14	с другой стороны	1	3
15	слова то есть	3	3
16	как и в	1	3
17	а следовательно и	1	2
18	нет и не	1	2
19	хотя и не	1	2
20	то есть я	1	2
21	дело в том	1	2
22	и до сих	2	2
23	сами по себе	2	2
24	но и в	1	2
25	того и другого	1	2
26	на этот вопрос	2	2
27	в том что	7	2
28	о том что	5	2
29	то есть от	2	2
30	в свое время	1	2
31	сих пор не	1	2
32	можно сказать что	4	2
33	в одном из	1	2
34	в этих случаях	2	2
35	конечно не в	1	2
36	и не в	1	2
37	сплошь да рядом	1	1
38	представим себе что	1	1
39	иметь в виду	1	1
40	в сущности есть	1	1
41	одним и тем	1	1
42	случаев вовсе не	1	1
43	и к нему	1	1
44	по мере того	4	1
45	а между тем	4	1
46	в том же	2	1
47	в этом случае	5	1
48	в его прямом	1	1
49	то что делает	1	1
50	и во многих	1	1
51	не было и	2	1
52	очень сложное и	1	1
53	уже в силу	1	1
54	если же он	1	1
55	хотя бы и	2	1
56	в той же	1	1
57	таким образом как	1	1
58	так как мы	1	1
59	лишь тогда когда	3	1
60	между тем как	2	1
61	а может быть	1	1
62	и все что	1	1
63	в одном направлении	1	1
64	и в речи	1	1
65	рано или поздно	2	1
66	мысли и слова	1	1
67	здесь следовательно происходит	1	1
68	уже после того	1	1
69	по себе он	1	1
70	может быть и	1	1
71	смотрит на нее	1	1
72	к другому и	1	1
73	на предмет в	1	1
74	в данном случае	2	1
75	не в его	1	1
76	и тем же	1	1
77	таковы что их	1	1
78	могут быть очень	1	1
79	мы не знаем	1	1
80	с одной стороны	1	1
81	как один из	1	1
82	но при этом	1	1
83	между собою и	2	1
84	не знает но	1	1
85	никогда не может	1	1
86	большинстве случаев вовсе	1	1
87	так или иначе	2	1
88	это последнее может	1	1
89	в связи с	1	1
90	а не как	1	1
91	не только к	1	1
92	в виду что	1	1
93	во всяком случае	3	1
94	до настоящего времени	1	1
95	сюда относятся все	1	1
96	принимают в себя	1	1
97	слова в том	1	1
98	пор не может	1	1
99	что совершается в	1	1
100	то есть из	1	1
101	точки зрения этого	1	1
102	и вместе с	1	1
103	мере того как	4	1
104	с самого начала	1	1
105	что в нем	1	1
106	что может быть	1	1
107	так как слово	1	1
108	отношению к ним	1	1
109	человеческой мысли не	1	1
110	друг от друга	1	1
111	если бы не	2	1
112	и ту же	1	1
113	после того как	2	1
114	к тому что	1	1
115	дело не в	1	1
116	этого слова с	1	1
117	этом мы можем	1	1
118	одну и ту	1	1
119	лицом к лицу	1	1
120	бы не было	2	1
121	в процессе его	1	1
122	это есть лишь	1	1
123	но так что	1	1
