1	по отношению к	5	9
2	в то же	5	5
3	то же время	5	5
4	в самом деле	1	5
5	в том что	16	4
6	как мы уже	1	4
7	как мы видели	1	4
8	до сих пор	3	3
9	не могут быть	2	3
10	далеко не всегда	1	3
11	не может быть	3	3
12	можно сказать что	2	3
13	что все эти	1	3
14	в данном случае	1	3
15	но вместе с	2	2
16	а потому и	1	2
17	его жизни и	1	2
18	так и в	2	2
19	тем не менее	3	2
20	его отношение к	1	2
21	том что он	2	2
22	и может быть	2	2
23	в чем не	1	2
24	один и тот	1	2
25	и тот же	1	2
26	в этом отношении	2	2
27	все то что	1	2
28	в таких случаях	1	2
29	на самом деле	1	2
30	в таком случае	2	2
31	не в силах	1	2
32	сам по себе	5	2
33	только то что	1	2
34	ответ на это	2	1
35	но и по	2	1
36	в сознание с	1	1
37	связанное с ним	1	1
38	еще не знает	1	1
39	но и в	4	1
40	то что мы	2	1
41	или по крайней	1	1
42	могут быть объяснены	1	1
43	приходит в голову	1	1
44	сводится к тому	1	1
45	главным образом из	1	1
46	было для него	1	1
47	нам кажется что	1	1
48	на первый взгляд	1	1
49	в голову по	1	1
50	и со стороны	1	1
51	таким образом что	1	1
52	мы можем выразить	1	1
53	и связанное с	1	1
54	что мы называем	1	1
55	вместе с этим	2	1
56	того и другого	1	1
57	что он не	3	1
58	и таким образом	1	1
59	внутреннюю и внешнюю	1	1
60	каждое из этих	1	1
61	стороны душевной жизни	1	1
62	голову по поводу	1	1
63	в чем же	1	1
64	большого числа отдельных	1	1
65	говорит нам о	1	1
66	в сознание и	1	1
67	в искусстве а	1	1
68	упускать из виду	2	1
69	им так как	1	1
70	который однако в	1	1
71	не только из	1	1
72	то время когда	1	1
73	а между тем	2	1
74	того что мы	2	1
75	и т д	3	1
76	в свое время	1	1
77	о том что	1	1
78	каждого из этих	1	1
79	мы не можем	2	1
80	по крайней мере	5	1
81	ничего общего с	1	1
82	для того чтобы	3	1
83	таким образом и	1	1
84	из того что	1	1
85	человека и все	1	1
86	одной и той	2	1
87	быть не может	1	1
88	потому что по	1	1
89	в собственном смысле	2	1
90	равно как и	1	1
91	но не только	1	1
92	а может быть	1	1
93	в себе самом	1	1
94	со стороны формы	2	1
95	вместе с ним	1	1
96	со всех сторон	1	1
97	от того насколько	2	1
98	это было бы	1	1
99	и той же	2	1
100	одно и то	5	1
101	связь с другими	1	1
102	с одной стороны	3	1
103	все содержание его	1	1
104	в свою очередь	3	1
105	в то время	4	1
106	в такой форме	1	1
107	же время служит	1	1
108	только в таком	1	1
109	возможно только в	2	1
110	следует заметить что	1	1
111	потому что оно	2	1
112	мы не знаем	2	1
113	таким образом в	1	1
114	зависит от того	2	1
115	при таких условиях	1	1
116	в связь с	1	1
117	форма и содержание	1	1
118	в своей совокупности	1	1
119	мы можем не	1	1
120	ребенок еще не	1	1
121	в этой работе	1	1
122	отношению к тому	1	1
123	только потому что	2	1
124	сильно действуют на	1	1
125	бы для него	1	1
126	и совсем не	1	1
127	не знает другого	1	1
128	мы знаем только	1	1
129	и то же	5	1
130	том что это	1	1
