N	3gram	Voloshinov_1	Myslijsy
1	в том что	1	16
2	смысле этого слова	2	7
3	только тогда когда	1	7
4	и то же	3	5
5	заключает в себе	4	5
6	по крайней мере	1	5
7	одно и то	3	5
8	то же время	7	5
9	в то же	9	5
10	вместе с тем	2	4
11	с другой стороны	1	4
12	но и в	3	4
13	не только в	3	4
14	более или менее	1	3
15	до сих пор	1	3
16	и тем же	1	3
17	в свою очередь	4	3
18	само по себе	1	3
19	тем не менее	1	3
20	для того чтобы	7	3
21	не может быть	2	3
22	то есть к	1	3
23	дает нам возможность	1	2
24	только потому что	2	2
25	мы должны будем	1	2
26	в этом отношении	2	2
27	в собственном смысле	1	2
28	что мы не	1	2
29	мы не знаем	2	2
30	но вместе с	1	2
31	и той же	2	2
32	то же слово	2	2
33	мы не можем	1	2
34	то что мы	4	2
35	как и в	1	2
36	не только не	1	2
37	можно сказать что	2	2
38	с тем и	2	2
39	к тому что	2	2
40	одной и той	2	2
41	то все же	1	1
42	точки зрения и	1	1
43	если бы даже	1	1
44	представим себе что	1	1
45	если б мы	1	1
46	не в мысли	1	1
47	к одной и	1	1
48	мы можем не	2	1
49	равно как и	2	1
50	не говоря уже	1	1
51	на самом деле	3	1
52	в самом деле	1	1
53	же время и	1	1
54	то же самое	4	1
55	между тем слово	1	1
56	это дает нам	1	1
57	не имеем права	1	1
58	на это не	1	1
59	должно было быть	1	1
60	себе не может	1	1
61	по самой своей	1	1
62	мы очутимся в	1	1
63	и та же	1	1
64	но каким образом	1	1
65	несмотря на свою	1	1
66	же время служит	1	1
67	и тем что	1	1
68	к миру и	2	1
69	можно заметить что	1	1
70	развития языка мы	1	1
71	по себе не	1	1
72	бы не существовало	1	1
73	что мы называем	3	1
74	между тем в	1	1
75	притом так что	1	1
76	с нашей точки	1	1
77	один из этих	1	1
78	одна и та	1	1
79	заключать в себе	1	1
80	в себе все	1	1
81	уже не к	1	1
82	бросается в глаза	1	1
83	и тем самым	3	1
84	о том что	2	1
85	впечатлений производимых на	1	1
86	не существует и	1	1
87	как мы уже	2	1
88	с течением времени	1	1
89	тем самым мы	1	1
90	в разговоре с	1	1
91	важную роль играет	1	1
92	но не только	1	1
93	именно потому что	1	1
94	все то что	2	1
95	на первый взгляд	1	1
96	на наш взгляд	1	1
97	как мы видели	3	1
98	и слово это	1	1
