N	4gram	Medvedev_F_3	Myshleni
1	в том числе и	1	3
2	в собственном смысле слова	1	3
3	не потому что он	1	2
4	дело в том что	1	1
5	мы имеем в виду	1	1
6	в самом деле что	1	1
7	вовсе не следует что	1	1
8	оно не может быть	1	1
9	в коем случае не	1	1
10	но мы видели что	1	1
11	один и тот же	1	1
12	по мере того как	1	1
13	бы то ни было	4	1
14	в зависимости от того	1	1
15	ни в коем случае	1	1
16	сводится к тому чтобы	1	1
17	какого бы то ни	1	1
18	так и со стороны	2	1
19	все более и более	1	1
20	на самом же деле	2	1
