N	2gram	Tiupa_Teor_1	Psycholo
1	то что	3	37
2	и в	18	30
3	в том	16	27
4	что в	9	24
5	и что	3	23
6	потому что	3	23
7	том что	9	21
8	того чтобы	1	20
9	таким образом	3	20
10	для того	1	20
11	как бы	5	19
12	на то	1	17
13	что он	1	17
14	не только	16	16
15	если мы	2	16
16	в этом	8	14
17	в самом	4	14
18	то есть	12	13
19	как раз	2	13
20	так же	2	13
21	в сущности	1	12
22	с одной	2	12
23	одной стороны	2	12
24	вместе с	2	12
25	может быть	17	11
26	если бы	3	11
27	о том	1	10
28	и то	2	9
29	никогда не	4	9
30	так как	1	9
31	с другой	7	9
32	для этого	1	9
33	не может	4	9
34	сказать что	3	9
35	мы имеем	7	8
36	на деле	2	8
37	что это	1	8
38	он должен	2	8
39	при этом	12	8
40	заключается в	2	8
41	с тем	1	8
42	не в	7	8
43	к тому	2	8
44	и это	2	8
45	тому что	2	8
46	того что	4	8
47	мы видим	1	8
48	а не	9	8
49	могут быть	4	8
50	то же	7	7
51	но не	9	7
52	и как	2	7
53	в нем	4	7
54	точки зрения	9	7
55	по себе	1	7
56	в основе	3	7
57	этих двух	2	7
58	действующих лиц	1	7
59	героя и	5	7
60	как это	8	7
61	в своем	4	6
62	говорит что	2	6
63	что она	2	6
64	на этом	1	6
65	что все	1	6
66	как и	4	6
67	никак не	1	6
68	и его	8	6
69	как будто	2	6
70	произведение искусства	5	6
71	или в	3	6
72	и здесь	2	6
73	о котором	1	6
74	и тем	3	6
75	эстетическая реакция	1	6
76	тем что	1	6
77	но и	9	6
78	именно в	3	6
79	же точно	1	6
80	и не	13	6
81	и для	2	6
82	совершенно не	1	6
83	в искусстве	6	6
84	еще не	4	5
85	по этому	1	5
86	что они	1	5
87	в себе	9	5
88	в целом	3	5
89	в этой	3	5
90	было бы	1	5
91	рядом с	1	5
92	только не	2	5
93	же самое	1	5
94	как мы	1	5
95	но в	9	5
96	сводится к	5	5
97	искусства и	1	5
98	один из	2	5
99	в двух	1	5
100	дело с	1	5
101	только в	6	5
102	а с	3	5
103	и потому	2	5
104	художественное произведение	1	5
105	бы в	1	5
106	другой стороны	5	5
107	в своих	1	5
108	исходит из	1	4
109	в виду	5	4
110	в стихе	2	4
111	как говорит	3	4
112	могли бы	2	4
113	и к	3	4
114	и заключается	1	4
115	есть не	1	4
116	в них	2	4
117	в своей	6	4
118	не могли	1	4
119	казалось бы	2	4
120	заключает в	1	4
121	у нас	2	4
122	указывает на	1	4
123	действия и	1	4
124	на примере	1	4
125	в его	6	4
126	только на	1	4
127	в конце	2	4
128	должен был	1	4
129	говорит о	1	4
130	прежде всего	2	4
131	в частности	16	4
132	о чем	1	4
133	искусства как	2	4
134	имеет дело	1	4
135	в результате	1	4
136	а в	13	4
137	художественного произведения	4	3
138	тем же	1	3
139	в их	2	3
140	той же	1	3
141	и о	4	3
142	из того	1	3
143	в каждой	1	3
144	и на	1	3
145	в ее	5	3
146	как в	5	3
147	в которой	2	3
148	из этих	3	3
149	на его	1	3
150	к искусству	1	3
151	он не	3	3
152	состоит в	17	3
153	в силу	1	3
154	одно и	1	3
155	можно было	1	3
156	в другом	3	3
157	об этом	2	3
158	это не	2	3
159	эти два	1	3
160	ни в	2	3
161	в этих	3	3
162	вопрос о	1	3
163	но он	3	3
164	и вся	1	3
165	вовсе не	3	3
166	двоякого рода	1	3
167	иметь в	1	3
168	в каком	1	3
169	эстетический объект	3	3
170	не могут	2	3
171	образом что	1	3
172	данном случае	5	3
173	так в	4	3
174	так и	10	3
175	времени и	2	3
176	остановимся на	1	3
177	именно потому	1	3
178	в состав	6	3
179	и поэтому	1	3
180	что и	2	3
181	и только	1	3
182	аффектов и	1	3
183	чем это	2	3
184	тот же	1	3
185	так что	1	3
