N	2gram	Tiupa_Lite_2	Formalny
1	и в	19	24
2	в его	4	23
3	прежде всего	4	22
4	и не	11	20
5	так и	7	18
6	точки зрения	4	16
7	идеологического кругозора	1	16
8	не может	9	16
9	в этом	9	15
10	в нем	3	14
11	может быть	17	14
12	таким образом	1	13
13	с точки	3	13
14	и т	2	12
15	в своем	1	11
16	как и	10	11
17	в своей	1	11
18	в их	3	11
19	не менее	6	11
20	в ней	4	10
21	то же	12	10
22	вовсе не	2	10
23	и его	3	10
24	литературное произведение	1	10
25	а не	20	10
26	в то	9	9
27	и потому	1	9
28	и на	6	8
29	как в	1	8
30	и с	3	8
31	не в	4	8
32	же время	9	8
33	в ее	2	8
34	именно в	1	8
35	то что	7	8
36	в свою	1	8
37	на самом	1	7
38	должна быть	1	7
39	литературных явлений	1	7
40	с ее	2	7
41	не только	8	7
42	место в	1	7
43	жизни и	4	7
44	в единстве	1	7
45	до конца	2	7
46	и от	1	7
47	но и	10	7
48	отношения к	1	6
49	еще не	2	6
50	самом деле	1	6
51	отнюдь не	4	6
52	в целом	2	6
53	все эти	1	6
54	в этой	3	6
55	как бы	2	6
56	свою очередь	1	6
57	на основе	1	6
58	в пределах	1	6
59	в том	10	6
60	было бы	2	6
61	как это	2	6
62	и все	1	6
63	а в	3	6
64	о литературе	1	6
65	хотя бы	2	5
66	во всех	3	5
67	но в	2	5
68	и свою	1	5
69	в самом	1	5
70	при этом	6	5
71	не могло	1	5
72	и до	2	5
73	у нас	5	5
74	как мы	1	5
75	искусства и	1	5
76	в литературе	1	5
77	того что	5	5
78	только на	1	5
79	со стороны	3	5
80	с другой	8	5
81	и др	3	5
82	в искусстве	4	5
83	по отношению	4	4
84	в истории	2	4
85	и к	2	4
86	в мире	9	4
87	с другими	1	4
88	искусства в	1	4
89	друг друга	2	4
90	только и	1	4
91	как на	3	4
92	при таком	1	4
93	никогда не	3	4
94	для этого	2	4
95	с одной	7	4
96	т п	2	4
97	одной стороны	6	4
98	в частности	4	4
99	отношению к	3	4
100	стороны и	1	4
101	с этой	2	4
102	что в	4	4
103	к этой	2	4
104	так же	1	4
105	литературы а	1	3
106	культуры и	1	3
107	это и	1	3
108	мы не	4	3
109	бы то	1	3
110	но не	5	3
111	не перестает	1	3
112	со всеми	1	3
113	как к	3	3
114	все же	2	3
115	когда он	1	3
116	и как	3	3
117	и наконец	2	3
118	в себе	6	3
119	жизнь как	2	3
120	он не	5	3
121	перестает быть	3	3
122	всех этих	1	3
123	он должен	1	3
124	оно должно	1	3
125	в каждом	2	3
126	то ни	1	3
127	его в	1	3
128	в жизни	2	3
129	в них	2	3
130	кругозора и	1	3
131	со всей	1	3
132	вещей и	1	3
133	они не	1	3
134	в отношении	1	3
135	тем самым	3	3
136	в основе	2	3
137	связи с	1	3
138	сводится к	1	3
139	не по	2	3
140	всего в	1	3
141	к тому	1	3
142	здесь не	1	3
143	жизнь и	1	3
144	бы в	1	3
145	наконец в	2	3
146	один из	4	3
147	и других	4	3
148	для него	4	3
149	не для	1	3
150	в особенности	1	3
151	и даже	8	3
152	в области	4	3
153	не было	2	3
154	в россии	2	3
155	произведения искусства	2	3
156	на фоне	5	3
157	в художественном	2	3
158	в основном	1	3
159	но это	3	3
160	более того	1	3
161	же в	2	3
162	исторической поэтики	1	3
163	от всех	1	3
164	что он	3	3
165	же как	2	2
166	в году	5	2
167	его не	1	2
168	совершенно справедливо	1	2
169	эстетики и	1	2
170	но напротив	1	2
171	нет и	1	2
172	за пределы	1	2
173	идет о	3	2
174	в него	2	2
175	однако не	1	2
176	в действительности	1	2
177	от этого	1	2
178	в литературном	1	2
179	в нашем	2	2
180	с художественной	1	2
181	и те	1	2
182	этот образ	1	2
183	и вот	1	2
184	том чтобы	3	2
185	о мире	1	2
186	это не	1	2
187	всю свою	1	2
188	с тем	2	2
189	мы видели	1	2
190	не так	2	2
191	не от	1	2
192	что было	2	2
193	войти в	1	2
194	отличии от	1	2
195	только не	1	2
196	ничего не	3	2
197	одна из	5	2
198	в противовес	3	2
199	во всем	1	2
200	еще одна	1	2
201	только здесь	1	2
202	приводит к	1	2
203	на нее	1	2
204	произведение искусства	1	2
205	не с	3	2
206	каждого из	1	2
207	еще в	4	2
208	с ним	2	2
209	произведения как	1	2
210	и что	2	2
211	что и	2	2
212	во всей	1	2
213	соединении с	1	2
214	уже не	2	2
215	не можем	1	2
216	могло бы	2	2
217	в одном	2	2
218	как раз	2	2
219	даже и	2	2
220	лишь для	1	2
221	все время	1	2
222	есть лишь	1	2
223	мира в	2	2
224	художественного целого	1	2
225	все более	1	2
226	вместе с	5	2
227	в строгом	1	2
228	целом ряде	1	2
229	одновременно с	1	2
230	по существу	3	2
231	в ряду	1	2
232	мире а	1	2
233	к которому	1	2
234	могло не	1	2
235	для этой	1	2
236	в результате	2	2
237	ни было	2	2
238	в своих	2	2
239	отношении к	1	2
240	жизни в	4	2
241	одной из	2	2
242	но эта	1	2
243	только как	1	2
244	в системе	1	2
245	и судьба	2	2
246	самого художественного	1	2
247	ту же	2	1
248	к материалу	1	1
249	начинается с	1	1
250	себя как	2	1
251	в первом	1	1
252	поэтическое творчество	1	1
253	по преимуществу	2	1
254	едва ли	4	1
255	той же	2	1
256	и само	1	1
257	на первом	2	1
258	время от	1	1
259	был понят	1	1
260	а для	1	1
261	х годов	3	1
262	ему в	1	1
263	общения в	1	1
264	искусства есть	2	1
265	в каждой	2	1
266	нет а	1	1
267	говоря уже	2	1
268	в чем	1	1
269	в данном	3	1
270	тогда как	9	1
271	к осуществлению	1	1
272	и вовсе	1	1
273	общего с	1	1
274	без другого	2	1
275	как нам	1	1
276	творчества как	2	1
277	его дела	1	1
278	искусство и	1	1
279	в этот	1	1
280	то в	2	1
281	и конечно	1	1
282	словом не	1	1
283	он причастен	1	1
284	ни один	1	1
285	так в	5	1
286	особое место	1	1
287	искусства то	2	1
288	как он	2	1
289	на то	1	1
290	к рифме	1	1
291	у каждой	1	1
292	не следует	1	1
293	в статье	1	1
294	тем не	2	1
295	сам является	1	1
296	состоит в	9	1
297	этой книге	1	1
298	как одной	1	1
299	на наш	3	1
300	и по	1	1
301	на этом	2	1
302	всех своих	3	1
303	или иных	1	1
304	доверие к	2	1
305	это конечно	1	1
306	входя в	1	1
307	при которой	2	1
308	является общим	1	1
309	искусство не	2	1
310	мышления о	1	1
311	характерный для	2	1
312	должен был	1	1
313	за ней	1	1
314	в итоге	1	1
315	и каждый	2	1
316	сами эти	1	1
317	но уже	2	1
318	нет в	2	1
319	она и	1	1
320	далеко не	1	1
321	в подлинном	1	1
322	в контексте	1	1
323	но лишь	3	1
324	он и	2	1
325	как целого	1	1
326	это совершенно	1	1
327	мы с	3	1
328	такой же	3	1
329	не мог	1	1
330	в этих	1	1
331	и культуры	1	1
332	художественного творчества	2	1
333	в такой	2	1
334	собственного идеологического	1	1
335	формы так	1	1
336	не столько	3	1
337	в первый	2	1
338	в отличие	1	1
339	вяч иванова	1	1
340	своего рода	13	1
341	до последнего	1	1
342	от его	1	1
343	нас только	1	1
344	такую же	2	1
345	художественная деятельность	1	1
346	времени не	1	1
