N	2gram	Trubetskoy_1	Vvedenie
1	и в	26	32
2	в том	11	31
3	в этом	15	30
4	том что	7	26
5	может быть	10	26
6	не только	10	22
7	для того	5	21
8	того чтобы	5	20
9	таким образом	22	19
10	то что	7	16
11	потому что	7	15
12	так как	9	15
13	не может	4	14
14	в самом	4	13
15	в нем	4	13
16	о том	6	13
17	в их	1	12
18	в общем	8	12
19	представляет собой	3	12
20	в его	5	12
21	того что	3	12
22	только в	4	12
23	и не	8	12
24	как на	8	12
25	в ее	1	11
26	ясно что	3	11
27	в данном	1	11
28	что такое	1	11
29	что в	9	10
30	то же	4	9
31	и как	3	9
32	но в	7	9
33	по себе	1	9
34	между тем	2	9
35	в той	1	9
36	это не	1	8
37	не в	2	8
38	тем не	3	8
39	не менее	3	8
40	с другой	8	8
41	именно в	2	8
42	самом деле	1	7
43	но не	8	7
44	все же	6	7
45	было бы	1	7
46	точки зрения	13	7
47	дело с	1	7
48	как нечто	1	7
49	прежде всего	2	7
50	смысле этого	1	7
51	о котором	2	7
52	только как	1	7
53	смысле слова	1	6
54	и это	2	6
55	из этих	10	6
56	широком смысле	1	6
57	его в	1	6
58	с тем	18	6
59	как и	1	6
60	представить себе	1	6
61	в то	4	6
62	в качестве	3	6
63	же время	2	6
64	тем что	1	6
65	не могут	2	6
66	один из	2	6
67	этот вопрос	1	6
68	и его	1	6
69	и даже	3	6
70	до сих	5	6
71	но и	9	6
72	а именно	1	6
73	сих пор	5	6
74	все это	6	6
75	хотя бы	3	6
76	одним из	2	5
77	мере в	1	5
78	а как	1	5
79	в широком	1	5
80	или вообще	1	5
81	с их	1	5
82	так например	2	5
83	на почве	1	5
84	данном случае	1	5
85	в них	2	5
86	но если	2	5
87	в которых	4	5
88	по языку	1	5
89	сказать что	2	5
90	течением времени	3	5
91	могут быть	1	5
92	с течением	3	5
93	быть в	1	5
94	так что	3	5
95	уже в	2	5
96	не есть	1	5
97	представляют собой	1	5
98	на этот	4	5
99	а не	5	5
100	по своему	2	5
101	в течение	4	5
102	как бы	12	5
103	другой стороны	1	5
104	вместе с	15	5
105	связана с	2	4
106	в первом	1	4
107	той же	1	4
108	смотреть на	2	4
109	мы имеем	2	4
110	по отношению	1	4
111	от этого	1	4
112	уже не	3	4
113	так или	3	4
114	в себе	6	4
115	должен был	4	4
116	в своей	1	4
117	в котором	4	4
118	по сравнению	2	4
119	по крайней	5	4
120	как о	3	4
121	не имеет	5	4
122	в разных	2	4
123	только с	1	4
124	и т.д	6	4
125	и что	4	4
126	крайней мере	5	4
127	как она	1	4
128	еще не	2	4
129	что он	4	4
130	и ее	1	4
131	с одной	7	4
132	в виде	4	4
133	одно из	2	4
134	всяком случае	6	4
135	как раз	1	4
136	этом отношении	2	4
137	одной стороны	7	4
138	или иначе	3	4
139	по мере	1	4
140	еще и	1	4
141	о чем	1	4
142	сравнению с	2	4
143	с этой	3	4
144	и для	5	4
145	только что	2	4
146	а в	4	4
147	отношению к	3	4
148	во всяком	6	4
149	и есть	1	3
150	что уже	1	3
151	в сущности	1	3
152	так чтобы	2	3
153	не вполне	3	3
154	в виду	2	3
155	и на	2	3
156	и римлян	1	3
157	он сам	1	3
158	в чем	1	3
159	совсем не	1	3
160	однако не	1	3
161	и к	5	3
162	за собой	3	3
163	бы и	1	3
164	что это	3	3
165	все эти	6	3
166	в этой	4	3
167	что она	1	3
168	при этом	3	3
169	если бы	3	3
170	не как	2	3
171	на этом	1	3
172	на нее	3	3
173	на этой	1	3
174	заключается в	1	3
175	отчет в	1	3
176	в свое	1	3
177	в прямом	1	3
178	мы видели	2	3
179	чем в	1	3
180	духовной жизни	1	3
181	в этих	4	3
182	греков и	1	3
183	однако в	1	3
184	этой области	1	3
185	тогда когда	2	3
186	дело не	1	3
187	данного народа	1	3
188	связи с	9	3
189	в области	9	3
190	в каком	1	3
191	но все	7	3
192	в ней	1	3
193	прямом смысле	1	3
194	можно сказать	3	3
195	а также	2	3
196	времени в	1	3
197	что с	1	3
198	к нему	7	3
199	одной из	5	3
200	что даже	1	3
201	до нас	1	3
202	в начале	2	3
203	при помощи	1	3
204	и других	1	3
205	из них	7	3
206	в одном	3	3
207	в конце	6	3
208	что и	6	3
209	отношение к	5	3
210	в очень	1	3
211	а потому	1	3
212	зависит от	1	3
213	так называемой	2	3
214	так называемых	1	3
215	так же	5	3
216	от характера	1	3
217	в строгом	1	3
218	да и	1	3
219	в своем	3	3
220	но с	3	3
221	к тому	6	3
222	том виде	2	3
223	в результате	3	3
224	относящиеся к	1	3
225	культуры в	1	3
226	к этому	3	3
227	вряд ли	1	2
228	это однако	1	2
229	языка с	1	2
230	же как	3	2
231	и до	1	2
232	научного анализа	1	2
233	что мы	2	2
234	мы уже	1	2
235	есть не	1	2
236	мы не	1	2
237	которого мы	1	2
238	а во-вторых	1	2
239	которое в	1	2
240	так называемые	3	2
241	того же	6	2
242	в каждой	1	2
243	в создании	2	2
244	природы и	1	2
245	при жизни	4	2
246	тогда как	1	2
247	надо было	2	2
248	но пока	1	2
249	так называемая	1	2
250	его к	1	2
251	к культуре	2	2
252	данной национальной	1	2
253	в этот	1	2
254	между русскими	1	2
255	бы с	1	2
256	учение о	4	2
257	что к	1	2
258	и те	3	2
259	не следует	1	2
260	задний план	1	2
261	и совершенно	1	2
262	не к	2	2
263	в силу	5	2
264	но вместе	2	2
265	и с	10	2
266	них не	2	2
267	входит в	1	2
268	в соответствии	1	2
269	о которых	1	2
270	соответствии с	1	2
271	во внимание	1	2
272	несмотря на	6	2
273	ни с	1	2
274	должно быть	1	2
275	она была	1	2
276	и тогда	4	2
277	и при	3	2
278	и сейчас	2	2
279	с точки	6	2
280	состоит в	2	2
281	не могли	1	2
282	том же	1	2
283	ее частей	1	2
284	в отношении	6	2
285	того как	1	2
286	без остатка	2	2
287	никогда не	5	2
288	казалось бы	1	2
289	ничего не	1	2
290	котором здесь	1	2
291	невозможно но	1	2
292	его можно	2	2
293	иной раз	2	2
294	находит себе	1	2
295	явлениями в	1	2
296	у нас	1	2
297	а отсюда	1	2
298	когда мы	1	2
299	лежит в	1	2
300	как только	1	2
301	по возможности	1	2
302	той или	2	2
303	значительной мере	2	2
304	идет речь	1	2
305	славянской и	1	2
306	значение в	1	2
307	из двух	1	2
308	так и	6	2
309	не с	2	2
310	так называемую	2	2
311	не исчерпывается	2	2
312	для этого	2	2
313	же самое	2	2
314	в известных	1	2
315	и здесь	2	2
316	и должно	1	2
317	еще при	1	2
318	в значительной	3	2
319	связь между	1	2
320	во всех	2	2
321	тем или	1	2
322	и требует	1	2
323	во втором	1	2
324	своему значению	1	2
325	язык в	1	2
326	тем более	1	2
327	себе задачей	1	2
328	быть и	2	2
329	отдать себе	1	2
330	здесь не	1	2
331	целого и	1	2
332	и так	1	2
333	только на	1	2
334	чтобы он	1	2
335	к разным	1	2
336	мы можем	2	2
337	с системой	1	2
338	могло бы	1	2
339	или иной	2	2
340	по тем	1	2
341	не было	2	2
342	а так	3	2
343	должна была	2	2
344	в связи	3	2
345	виде в	2	2
346	с помощью	1	2
347	все более	1	2
348	него в	1	2
349	русскими и	1	2
350	с конца	1	2
351	из которых	4	2
352	с этим	1	2
353	этого слова	1	2
354	это есть	1	2
355	по существу	2	2
356	и прочими	1	2
357	но это	1	2
358	влечет за	2	2
359	это уже	1	2
