N	2gram	Losev_Dial_3	Komedia
1	и в	24	26
2	едва ли	1	14
3	и не	27	14
4	и его	5	12
5	к тому	4	12
6	так и	5	12
7	тому же	2	11
8	может быть	13	11
9	в том	5	11
10	в этом	8	10
11	но и	9	10
12	том что	8	9
13	если бы	6	9
14	вместе с	1	9
15	что в	7	9
16	ясно что	7	8
17	было бы	5	8
18	и на	3	7
19	не только	23	7
20	на себя	3	7
21	что и	6	7
22	из них	3	7
23	еще не	2	6
24	в своем	3	6
25	о том	6	6
26	в нем	3	6
27	iii в	1	6
28	таким образом	13	6
29	в то	5	6
30	потому что	7	6
31	и здесь	2	6
32	во время	1	6
33	то что	14	6
34	в которой	1	5
35	с его	2	5
36	что он	13	5
37	так что	8	5
38	в истории	4	5
39	независимо от	1	5
40	с этим	3	5
41	для того	3	5
42	ни в	9	5
43	на основании	2	5
44	и с	6	5
45	больше чем	1	5
46	в качестве	1	5
47	хотя и	5	4
48	в самом	7	4
49	что это	12	4
50	из этих	2	4
51	это было	3	4
52	в них	5	4
53	как и	7	4
54	в этих	1	4
55	место в	1	4
56	тому что	4	4
57	не менее	11	4
58	как мы	2	4
59	что у	2	4
60	его в	1	4
61	в его	2	4
62	только в	5	4
63	же в	2	4
64	так как	6	4
65	у него	2	4
66	что для	5	4
67	прежде всего	8	4
68	мира в	1	4
69	в частности	2	4
70	как это	5	4
71	все же	3	4
72	и для	2	4
73	и от	3	4
74	одной из	1	4
75	точки зрения	25	4
76	речь идет	1	3
77	например в	2	3
78	в котором	1	3
79	то же	6	3
80	в их	2	3
81	той же	3	3
82	надо было	1	3
83	вопрос о	5	3
84	в ней	2	3
85	что его	5	3
86	во всех	1	3
87	но не	2	3
88	но в	2	3
89	со своей	1	3
90	так или	2	3
91	друг другу	1	3
92	но все	1	3
93	при всем	4	3
94	но если	6	3
95	не имеет	11	3
96	того как	1	3
97	в самой	1	3
98	же время	3	3
99	связи с	1	3
100	что на	1	3
101	и сам	1	3
102	то время	4	3
103	и поэтому	1	3
104	к нему	3	3
105	тех пор	2	3
106	себя в	2	3
107	мы знаем	3	3
108	никто не	2	3
109	представить себе	1	3
110	друг друга	3	3
111	мы можем	1	3
112	тем что	3	3
113	даже не	6	3
114	или иначе	2	3
115	здесь в	1	3
116	не было	3	3
117	о чем	1	3
118	в связи	1	3
119	из которых	3	3
120	да и	1	3
121	с этой	5	3
122	все это	6	3
123	или в	2	3
124	для нас	2	3
125	а в	2	3
126	жизни и	5	3
127	не может	19	3
128	и т	24	2
129	а из	2	2
130	только потому	2	2
131	и есть	16	2
132	в первом	2	2
133	и за	1	2
134	мы имеем	1	2
135	мы не	5	2
136	из самых	3	2
137	время как	4	2
138	говорить о	4	2
139	не вполне	2	2
140	то это	9	2
141	в виду	7	2
142	меньше чем	2	2
143	он был	1	2
144	есть для	1	2
145	бы то	2	2
146	в ее	1	2
147	силу этого	2	2
148	тут же	1	2
149	отнюдь не	10	2
150	и я	3	2
151	идет о	1	2
152	в одной	3	2
153	что именно	3	2
154	целый ряд	2	2
155	от этого	1	2
156	то ли	1	2
157	с той	1	2
158	бы и	1	2
159	по которым	1	2
160	и если	2	2
161	что она	9	2
162	после этого	1	2
163	он не	5	2
164	в силу	3	2
165	что ни	1	2
166	на этом	2	2
167	то ни	1	2
168	об этом	6	2
169	связанных с	1	2
170	это не	4	2
171	в это	1	2
172	не всегда	1	2
173	чем в	1	2
174	не более	1	2
175	всяком случае	2	2
176	бы к	1	2
177	представление о	1	2
178	признать что	1	2
179	не в	3	2
180	опять все	1	2
181	как видим	2	2
182	вовсе не	13	2
183	даже в	1	2
184	одна из	3	2
185	в одном	1	2
186	что их	2	2
187	такая же	1	2
188	не столь	1	2
189	всего в	1	2
190	и это	4	2
191	как не	2	2
192	говоря уже	2	2
193	так в	2	2
194	и что	15	2
195	в мире	1	2
196	или на	1	2
197	на что	2	2
198	и во	2	2
199	и все	6	2
200	мы понимаем	1	2
201	в другой	1	2
202	наконец в	1	2
203	представления о	1	2
204	все время	3	2
205	в лице	1	2
206	же можно	2	2
207	и дает	1	2
208	тот же	1	2
209	и ее	3	2
210	или его	1	2
211	с одной	3	2
212	и у	2	2
213	же от	2	2
214	одно из	5	2
215	у нее	1	2
216	от того	4	2
217	в других	1	2
218	нет и	4	2
219	со стороны	2	2
220	и к	5	2
221	до сих	1	2
222	с другой	4	2
223	нового времени	2	2
224	одной стороны	3	2
225	что из	1	2
226	если не	3	2
227	мы находим	1	2
228	уже о	2	2
229	по своему	1	2
230	в течение	1	2
231	как бы	3	2
232	сих пор	1	2
233	бы в	2	2
234	хотя бы	4	2
235	ни было	1	2
236	от ее	1	2
237	не говоря	2	2
238	из этого	2	2
239	во всяком	2	2
240	за ее	1	1
241	говоря о	1	1
242	отношения к	1	1
243	самом деле	6	1
244	сил и	1	1
245	или к	2	1
246	мере в	3	1
247	как результат	1	1
248	что эти	1	1
249	и этот	1	1
250	по его	1	1
251	то для	1	1
252	еще остается	1	1
253	на первый	4	1
254	для своего	1	1
255	та же	1	1
256	в сущности	10	1
257	а для	2	1
258	и самой	2	1
259	же что	1	1
260	в каждой	1	1
261	думаю что	1	1
262	и самого	1	1
263	всем том	1	1
264	же мере	1	1
265	первый план	4	1
266	все эти	3	1
267	в чем	4	1
268	и мира	4	1
269	говоря не	1	1
270	то мы	1	1
