N	3gram	Losev_Vlad_1	VeschiIm
1	и т д	2	20
2	не может быть	3	18
3	бы то ни	1	9
4	то ни было	1	9
5	и больше ничего	1	9
6	что иное как	1	8
7	не что иное	1	8
8	в том что	7	6
9	на то что	4	6
10	одно и то	1	5
11	содержит в себе	1	5
12	и то же	1	5
13	есть не что	1	5
14	в свою очередь	1	5
15	тем не менее	2	5
16	и то что	4	4
17	не только в	2	4
18	то же время	4	4
19	в то же	4	4
20	более или менее	3	3
21	в самом деле	1	3
22	и в то	2	3
23	вместе с тем	1	3
24	но что такое	1	3
25	указывает на то	1	3
26	только то что	1	3
27	можно сказать что	2	2
28	уже не может	1	2
29	дело в том	4	2
30	но даже и	2	2
31	и что они	1	2
32	и в частности	2	2
33	и ни с	1	2
34	заключается в том	1	2
35	к тому что	1	2
36	так что в	2	2
37	так или иначе	1	2
38	и сам разум	1	1
39	но как раз	1	1
40	а за ними	1	1
41	того что в	1	1
42	даже больше того	1	1
43	мы уже сказали	2	1
44	в этом смысле	4	1
45	в себе не	1	1
46	том что он	2	1
47	да и то	1	1
48	как раз и	2	1
49	них мы не	1	1
50	на первый план	2	1
51	как это было	1	1
52	и не может	1	1
53	что он не	3	1
54	быть речи о	1	1
55	также и то	2	1
56	что не только	1	1
57	и для всех	1	1
58	может быть речи	1	1
59	о них мы	1	1
60	для него только	1	1
61	заметим что в	1	1
62	как раз в	1	1
63	то время как	1	1
64	то что для	1	1
65	не потому что	1	1
66	в результате такого	1	1
67	в том чтобы	2	1
68	но в то	1	1
69	с одной стороны	1	1
70	в конце концов	3	1
71	смысле этого слова	1	1
72	и потому что	3	1
73	и в этом	1	1
74	даже и в	1	1
75	и ничего не	1	1
76	заслуживает специального рассмотрения	1	1
77	о чем не	1	1
78	в каком случае	1	1
79	потому что она	1	1
80	еще и потому	2	1
81	с другой стороны	3	1
82	то что у	2	1
83	а в том	1	1
84	ни в каком	1	1
85	что я хочу	1	1
86	во всяком случае	2	1
87	вовсе не есть	1	1
88	в то время	2	1
89	и вместе с	1	1
90	это и есть	1	1
91	о том что	7	1
92	не только не	1	1
93	в истории философии	2	1
94	для того чтобы	2	1
95	это было в	1	1
96	чего бы то	1	1
97	свидетельствует о том	1	1
98	т д в	1	1
99	что и в	2	1
100	и только в	1	1
