N	2gram	Losev_Prob_5	Tragedij
1	и в	30	18
2	в романе	1	10
3	в году	5	9
4	в этом	17	9
5	не только	18	8
6	он сам	3	7
7	и с	5	7
8	и на	6	7
9	может быть	7	7
10	как бы	6	7
11	и не	12	7
12	но в	9	6
13	и его	6	6
14	в образе	1	6
15	же время	1	6
16	что он	7	6
17	у него	11	6
18	то же	2	5
19	все же	9	5
20	что это	1	5
21	это не	2	5
22	как и	7	5
23	несмотря на	6	5
24	в то	4	5
25	в дальнейшем	7	5
26	так и	7	5
27	не может	5	5
28	а я	1	5
29	я не	2	4
30	еще не	3	4
31	в себе	4	4
32	в этой	10	4
33	в нем	6	4
34	об этом	4	4
35	том что	17	4
36	что я	1	4
37	и что	6	4
38	но и	13	4
39	и даже	14	4
40	прежде всего	6	4
41	так же	5	4
42	но это	1	4
43	все это	1	4
44	этот образ	2	4
45	что в	5	4
46	и все	9	4
47	то что	18	4
48	к людям	4	3
49	и он	4	3
50	своего рода	1	3
51	отнюдь не	4	3
52	как в	2	3
53	в своем	11	3
54	и как	6	3
55	все эти	2	3
56	при этом	4	3
57	то есть	21	3
58	тем самым	1	3
59	о чем	1	3
60	что вы	1	3
61	с ее	1	3
62	и сам	4	3
63	iii в	4	3
64	мог бы	1	3
65	жизнь и	3	3
66	с ним	3	3
67	к нему	3	3
68	в его	12	3
69	один из	2	3
70	уже в	2	3
71	никто не	1	3
72	в конце	8	3
73	как будто	3	3
74	как это	1	3
75	если б	1	2
76	и до	2	2
77	и за	2	2
78	бледность и	1	2
79	а как	1	2
80	из своих	1	2
81	никогда не	7	2
82	и то	5	2
83	он был	2	2
84	не был	1	2
85	с его	1	2
86	отношение к	2	2
87	тут же	6	2
88	не просто	5	2
89	так что	11	2
90	это был	1	2
91	перед нами	1	2
92	в самом	5	2
93	бы и	1	2
94	то и	2	2
95	по словам	2	2
96	он не	3	2
97	что она	1	2
98	но все	4	2
99	его в	6	2
100	знает что	3	2
101	дома и	1	2
102	в это	2	2
103	ни в	4	2
104	с тем	5	2
105	не мог	4	2
106	любви и	4	2
107	вопрос о	1	2
108	не в	7	2
109	что этот	5	2
110	вместе со	1	2
111	раз и	2	2
112	не имеет	1	2
113	его дочь	1	2
114	не могут	2	2
115	его за	2	2
116	он и	5	2
117	к тому	2	2
118	и это	1	2
119	в ее	3	2
120	данном случае	2	2
121	не за	2	2
122	еще в	5	2
123	как у	1	2
124	ничего не	2	2
125	и здесь	1	2
126	о том	12	2
127	в глаза	2	2
128	времени в	1	2
129	что и	6	2
130	бросается в	2	2
131	в том	12	2
132	гораздо важнее	1	2
133	даже если	1	2
134	который в	9	2
135	по мнению	2	2
136	и ее	1	2
137	человеческой личности	1	2
138	уже не	6	2
139	в виде	10	2
140	в душе	1	2
141	не так	4	2
142	в одном	3	2
143	тем что	2	2
144	чем он	1	2
145	говорит о	7	2
146	до конца	1	2
147	ничем не	1	2
148	в рассказе	1	2
149	под влиянием	1	2
150	важная для	1	2
151	для искусства	1	2
152	в данном	2	2
153	очень важно	1	2
154	в силах	1	2
155	это уже	2	2
156	потому что	13	2
157	личности и	1	2
158	состоит из	1	2
159	в частности	4	2
160	только о	1	2
161	по поводу	2	2
162	в таком	2	2
163	точно так	3	2
164	я и	1	1
165	и т	1	1
166	он считает	2	1
167	человека и	4	1
168	сам по	1	1
169	и др	1	1
170	самом деле	2	1
171	силы и	1	1
172	к своей	1	1
173	это и	1	1
174	о нет	1	1
175	и есть	1	1
176	за все	2	1
177	поэтому он	1	1
178	мать и	1	1
179	не думает	1	1
180	xvii века	1	1
181	не вполне	1	1
182	на себя	1	1
183	ему в	1	1
184	в виду	3	1
185	начала в	1	1
186	в ней	3	1
187	в xix	1	1
188	и силе	1	1
189	или от	1	1
190	в чем	2	1
191	и немецкий	1	1
192	мысль что	1	1
193	драме в	1	1
194	на другой	1	1
195	но не	7	1
196	значение и	2	1
197	свою жизнь	1	1
198	а он	1	1
199	ее сердце	1	1
200	до небес	2	1
201	что именно	2	1
202	свои страдания	2	1
203	своей и	1	1
204	что ее	1	1
205	глаза а	1	1
206	и наконец	1	1
207	дается в	1	1
208	x в	1	1
209	маленький и	1	1
210	и хотя	1	1
211	то в	1	1
212	оттого что	1	1
213	в которой	5	1
214	при создании	1	1
215	автор в	1	1
216	он в	3	1
217	бы не	3	1
218	его а	1	1
219	право на	1	1
220	имеет для	1	1
221	говорит не	1	1
222	если он	2	1
223	и если	1	1
224	вообще не	1	1
225	и критики	1	1
226	чем у	1	1
227	его самого	1	1
228	не к	2	1
229	не как	1	1
230	душу и	1	1
231	страдания и	3	1
232	содержит в	1	1
233	никому не	1	1
234	и по	1	1
235	на свете	1	1
236	таким образом	13	1
237	от нее	1	1
238	здесь мы	1	1
239	факт что	2	1
240	же не	4	1
241	с криком	1	1
242	за то	2	1
243	в другом	3	1
244	в финале	1	1
245	был первым	1	1
246	с начала	1	1
247	на свои	1	1
248	но уже	2	1
249	в них	2	1
250	бессмертие души	1	1
251	хотел его	1	1
252	эту тему	1	1
253	говорится о	4	1
254	к величайшему	1	1
255	с такой	2	1
256	будущего и	1	1
257	перед собой	1	1
258	и ко	1	1
259	но я	1	1
260	не выдерживает	1	1
261	и при	1	1
262	в своей	22	1
263	в такой	1	1
264	эта тема	1	1
265	почти не	1	1
266	во времена	2	1
267	в котором	2	1
268	не столько	1	1
269	представление о	2	1
270	что сердце	1	1
271	миф о	5	1
272	сама собой	1	1
273	сам же	3	1
274	и вот	1	1
275	страха и	2	1
276	но он	5	1
277	тем не	5	1
278	борьбу с	2	1
279	и тайны	1	1
280	не могли	1	1
281	на всю	1	1
282	того кто	1	1
283	возвращается к	1	1
284	по себе	2	1
285	называет его	1	1
286	тому что	1	1
287	повествованием о	1	1
288	перед собою	1	1
289	не менее	5	1
290	вплоть до	1	1
291	не раз	1	1
292	xviii века	1	1
293	что эта	1	1
294	она не	1	1
295	на земле	9	1
296	впадает в	1	1
297	самого начала	1	1
298	на котором	1	1
299	того как	5	1
300	как его	1	1
301	виду не	1	1
302	но только	3	1
303	он с	1	1
304	это мы	1	1
305	характерна и	1	1
306	в самой	3	1
307	и притом	5	1
308	к ней	1	1
309	по своей	2	1
310	и готов	2	1
311	для нас	10	1
312	связи с	7	1
313	является ли	1	1
314	в области	2	1
315	мы встречаем	1	1
316	в трагедии	4	1
317	iii здесь	1	1
318	к себе	1	1
319	прощает своего	1	1
320	могут быть	1	1
321	уже было	1	1
322	сознательно и	2	1
323	что наш	1	1
324	и чужой	1	1
325	что оно	1	1
326	его с	1	1
327	за что	4	1
328	указывает на	3	1
329	свое значение	1	1
330	где он	1	1
331	вы не	1	1
332	как мы	2	1
333	и о	5	1
334	того чтобы	2	1
335	и образ	1	1
336	людей в	5	1
337	с самого	1	1
338	вспомнить о	1	1
339	можно было	2	1
340	же говорит	1	1
341	на нее	1	1
342	не нравится	1	1
343	над человеком	1	1
344	по природе	1	1
345	в борьбе	1	1
346	когда в	1	1
347	в последней	1	1
348	в эпоху	3	1
349	но становится	1	1
350	а по	1	1
351	является по	2	1
352	и должно	1	1
353	разрушения и	1	1
354	после того	3	1
355	и который	3	1
356	а также	3	1
357	мы понимаем	1	1
358	от него	1	1
359	восходит к	1	1
360	все в	3	1
361	доходит до	1	1
362	добра и	1	1
363	между тем	2	1
364	которое уже	1	1
365	ума и	1	1
366	не доверяет	1	1
367	нуждается в	1	1
368	говорит он	1	1
369	в форме	1	1
370	есть с	1	1
371	все время	3	1
372	и она	1	1
373	хорошо знает	2	1
374	в литературе	1	1
375	того что	3	1
376	наблюдать и	1	1
377	в новой	1	1
378	понимание этого	1	1
379	с ними	1	1
380	всю ее	1	1
381	только в	9	1
382	во всем	1	1
383	приходит в	1	1
384	в обществе	1	1
385	с одной	3	1
386	именно на	2	1
387	вот что	1	1
388	есть в	2	1
389	этого мотива	1	1
390	только на	1	1
391	свидетельствует о	2	1
392	рассказывает о	1	1
393	него нет	1	1
394	одно из	1	1
395	и их	5	1
396	всяком случае	2	1
397	не для	1	1
398	ее не	1	1
399	к ним	1	1
400	в xx	1	1
401	идет в	1	1
402	iii это	1	1
403	характерны для	1	1
404	и вместе	1	1
405	даже не	1	1
406	именно в	3	1
407	и знает	3	1
408	что не	2	1
409	только по	1	1
410	не было	1	1
411	и стал	1	1
412	а на	1	1
413	в муках	1	1
414	а не	5	1
415	любовь по	1	1
416	власти и	2	1
417	не я	1	1
418	в и	1	1
419	в связи	7	1
420	с помощью	2	1
421	ни за	1	1
422	о себе	2	1
423	вместе с	7	1
424	и потому	1	1
425	в духе	3	1
426	всех людей	1	1
427	однако есть	1	1
428	в человеке	1	1
429	xix века	1	1
430	видит в	3	1
431	наряду с	2	1
432	голова его	1	1
433	слова он	1	1
434	него есть	1	1
435	и судьбы	1	1
436	с этой	2	1
437	и от	1	1
438	нем по	1	1
439	самое большее	1	1
440	любовь к	1	1
441	целей а	1	1
442	за свое	1	1
443	в результате	7	1
444	в двух	1	1
445	из себя	1	1
446	бы в	1	1
447	и которое	1	1
448	у которого	2	1
449	но у	1	1
450	конце концов	6	1
451	мог быть	2	1
452	хотя бы	2	1
453	только что	1	1
454	я в	1	1
455	гораздо больше	2	1
456	жизни в	4	1
457	в период	4	1
