N	4gram	Potebnia_M_3	KulturaY
1	по мере того как	3	3
2	в том что он	2	3
3	не в том чтобы	1	3
4	в том что оно	2	2
5	в силу того что	1	2
6	заключается в том что	1	2
7	в то же время	5	2
8	и в самом деле	1	2
9	а в том что	1	2
10	со своей точки зрения	1	1
11	можно себе представить что	1	1
12	одно и то же	5	1
13	по отношению к своему	1	1
14	в них уже не	1	1
15	общем смысле этого слова	1	1
16	в свою очередь есть	1	1
17	только в том случае	1	1
18	сводится к тому что	1	1
19	а вместе с тем	1	1
20	не в том что	3	1
21	в том что она	1	1
22	и т д не	1	1
23	в живой речи в	1	1
24	для того чтобы устранить	1	1
25	лишь тогда когда он	1	1
26	в том смысле что	1	1
27	и то же слово	2	1
28	в самом деле в	1	1
29	нужно для того чтобы	1	1
30	состоит не в том	1	1
31	вовсе не в том	1	1
32	смысле этого слова и	1	1
