N	2gram	Vygotskiy__5	slovoVRo
1	и в	16	39
2	может быть	9	37
3	и его	3	33
4	не только	16	24
5	и не	12	22
6	но и	6	21
7	не может	18	20
8	в нем	7	19
9	до конца	3	17
10	в этом	25	16
11	все это	2	16
12	так и	7	15
13	а не	10	14
14	отличие от	2	13
15	как в	5	13
16	в процессе	13	13
17	в пределах	4	13
18	во всех	2	12
19	в отличие	2	12
20	в истории	2	11
21	вовсе не	2	10
22	и с	3	9
23	не в	6	9
24	языков и	1	9
25	языка и	6	9
26	таким образом	19	8
27	оно не	1	8
28	себя в	1	8
29	прежде всего	3	8
30	точки зрения	18	8
31	еще не	4	7
32	с его	1	7
33	языком и	1	7
34	при этом	4	7
35	в этих	3	7
36	для него	5	7
37	с ним	5	7
38	никогда не	5	7
39	могут быть	4	7
40	как мы	10	7
41	язык и	2	7
42	в его	11	7
43	и даже	2	7
44	и потому	2	7
45	как бы	5	7
46	в сущности	13	6
47	но не	10	6
48	в своем	5	6
49	все же	3	6
50	и к	2	6
51	но в	6	6
52	все эти	4	6
53	так сказать	1	6
54	значительной степени	1	6
55	в них	2	6
56	в слове	1	6
57	как и	8	6
58	она не	1	6
59	языка в	1	6
60	язык в	1	6
61	чужого языка	1	6
62	там где	1	6
63	этом случае	3	6
64	жизни и	2	6
65	например в	1	5
66	это не	4	5
67	том что	15	5
68	по себе	7	5
69	мышления и	4	5
70	не могут	4	5
71	но все	2	5
72	той или	1	5
73	с другой	4	5
74	один из	1	5
75	в том	18	5
76	с ними	1	5
77	с одной	3	5
78	и их	4	5
79	одной стороны	3	5
80	или иной	1	5
81	в плане	1	5
82	и для	1	5
83	только в	10	5
84	для нас	1	5
85	от него	1	5
86	и все	1	5
87	и наконец	1	5
88	отношения к	2	4
89	в зависимости	2	4
90	и на	6	4
91	по отношению	12	4
92	отношение к	11	4
93	связанные с	6	4
94	то же	8	4
95	всех областях	1	4
96	его в	2	4
97	входит в	1	4
98	ни в	1	4
99	в отношении	9	4
100	не менее	3	4
101	в то	5	4
102	в основе	8	4
103	во всем	2	4
104	зависимости от	2	4
105	что оно	6	4
106	для этого	1	4
107	дело с	1	4
108	для всех	1	4
109	и других	1	4
110	языка но	1	4
111	так как	16	4
112	себя и	2	4
113	языка не	2	4
114	с помощью	10	4
115	в той	6	4
116	в основном	1	4
117	в смысле	3	4
118	а в	3	4
119	отношении к	1	4
120	отношению к	12	4
121	ту же	2	3
122	как это	8	3
123	должна быть	5	3
124	собственном смысле	1	3
125	той же	4	3
126	говорить о	3	3
127	в чем	3	3
128	можно прямо	1	3
129	сама по	4	3
130	в собственном	1	3
131	стороны и	2	3
132	к новому	1	3
133	перед нами	1	3
134	и как	3	3
135	не приходится	1	3
136	с их	4	3
137	и социальной	1	3
138	на этом	3	3
139	сознание и	2	3
140	не с	2	3
141	лишь в	1	3
142	с точки	9	3
143	не столько	1	3
144	точку зрения	1	3
145	связи с	3	3
146	этом отношении	5	3
147	в ней	2	3
148	к нему	3	3
149	между тем	3	3
150	что и	3	3
151	слов и	2	3
152	в свете	4	3
153	этого процесса	2	3
154	или даже	1	3
155	у него	6	3
156	рядом с	1	3
157	связан с	1	3
158	точек зрения	4	3
159	здесь в	1	3
160	в свою	4	3
161	может иметь	2	3
162	материал и	1	3
163	прямо сказать	1	3
164	и там	1	3
165	как к	1	3
166	к проблеме	1	3
167	его язык	2	3
168	и от	2	3
169	но это	3	3
170	как для	1	3
