N	3gram	Voloshinov_1	Dialekti
1	по крайней мере	1	9
2	с точки зрения	2	8
3	сама по себе	1	7
4	в том что	4	6
5	и та же	1	4
6	одно и то	2	4
7	и то же	2	4
8	одна и та	1	4
9	только то что	1	4
10	то же время	1	4
11	о том что	1	4
12	с другой стороны	2	4
13	в самом деле	1	3
14	сами по себе	1	3
15	в то же	1	3
16	так как будто	1	3
17	может быть и	3	3
18	не есть только	1	3
19	то время как	1	3
20	сам по себе	1	3
21	по себе не	1	3
22	не может быть	7	3
23	в то время	1	3
24	можно сказать что	5	3
25	более или менее	1	2
26	до сих пор	3	2
27	в зависимости от	2	2
28	ни в какой	1	2
29	может быть только	1	2
30	и в частности	1	2
31	в данном случае	2	2
32	тем не менее	3	2
33	во всяком случае	1	2
34	не должно быть	1	2
35	с самого начала	1	2
36	и прежде всего	1	2
37	в нем и	1	2
38	то же самое	2	2
39	том что в	1	1
40	зависит от того	2	1
41	равно как и	1	1
42	мы уже сказали	1	1
43	но зато она	1	1
44	на самом деле	2	1
45	подобно тому как	1	1
46	в этом смысле	1	1
47	в том и	1	1
48	одной стороны и	2	1
49	на них в	1	1
50	же как и	1	1
51	и не может	3	1
52	бы то ни	3	1
53	но и в	1	1
54	на самом же	1	1
55	в этом отношении	1	1
56	что не только	1	1
57	со всех сторон	1	1
58	чтобы убедиться в	1	1
59	по самому существу	1	1
60	так же как	1	1
61	в виду не	1	1
62	не только его	1	1
63	сих пор мы	1	1
64	с одной стороны	2	1
65	и делает его	1	1
66	самом деле это	1	1
67	и в этом	1	1
68	все более и	1	1
69	все же не	1	1
70	мы никогда не	2	1
71	может быть следовательно	1	1
72	с ним в	1	1
73	то что мы	1	1
74	на этом основании	1	1
75	и независимо от	1	1
76	мы можем сказать	2	1
77	она в самом	1	1
78	более и более	1	1
79	но все же	1	1
80	том что все	1	1
81	как мы уже	1	1
82	мы это уже	1	1
83	и в нем	1	1
84	самом же деле	1	1
85	она не может	1	1
86	к тому же	1	1
87	в жизни и	2	1
