N	3gram	Vygotskiy__1	Mirosoze
1	не может быть	8	17
2	не было бы	2	5
3	вместе с тем	2	5
4	и вместе с	1	4
5	это и есть	1	4
6	один из самых	1	4
7	потому что в	1	3
8	заключает в себе	1	3
9	и потому не	1	3
10	и в самом	2	3
11	мы увидим что	2	3
12	и в конце	1	2
13	не может не	1	2
14	он не может	1	2
15	до сих пор	3	2
16	к тому чтобы	3	2
17	он никогда не	1	2
18	то время как	5	2
19	не только в	1	2
20	в конце концов	3	2
21	как будто бы	2	2
22	не могут быть	1	2
23	в нем не	1	2
24	в то время	5	2
25	никогда не может	2	2
26	для того чтобы	5	2
27	он не только	2	2
28	бросается в глаза	1	1
29	что иное как	1	1
30	потому что он	2	1
31	в которой она	1	1
32	но она не	1	1
33	самому себе а	1	1
34	психологической точки зрения	4	1
35	а вовсе не	1	1
36	разных точек зрения	1	1
37	в самом деле	7	1
38	и не было	1	1
39	русской интеллигенции по	1	1
40	том случае если	1	1
41	в зависимости от	5	1
42	в отличие от	3	1
43	и т п	15	1
44	в том случае	2	1
45	имел в виду	1	1
46	до конца и	1	1
47	и по ним	1	1
48	и не быть	1	1
49	с психологической точки	3	1
50	так как они	2	1
51	по сравнению с	1	1
52	не до конца	1	1
53	не в том	5	1
54	никогда не откажется	1	1
55	друг к другу	1	1
56	во всяком случае	6	1
57	и мы увидим	1	1
58	чтобы до конца	1	1
59	как бы в	1	1
60	когда мы говорим	1	1
61	между тем как	1	1
62	вся она в	1	1
63	потому не может	2	1
64	человека не может	1	1
65	как и всякая	1	1
66	и в том	1	1
67	в котором она	1	1
68	от того что	2	1
69	не меньше чем	1	1
70	и состоит чтобы	1	1
71	к нему и	1	1
72	что и в	2	1
73	был бы тот	4	1
74	потому что мы	1	1
75	оно не может	1	1
76	о том что	7	1
77	и ту же	1	1
78	как и учение	1	1
79	в вопросе о	1	1
80	есть прежде всего	1	1
81	не что иное	1	1
82	одну и ту	1	1
83	в том что	9	1
84	выходит за пределы	1	1
