N	2gram	Bakhtin_Fr_8	VerxiiNi
1	и в	56	26
2	таким образом	17	22
3	с тем	2	18
4	в этом	14	15
5	вместе с	2	15
6	точки зрения	6	13
7	как бы	11	12
8	в том	13	11
9	из этих	1	10
10	не только	8	10
11	и с	8	10
12	может быть	3	10
13	после смерти	1	10
14	связи с	6	9
15	в области	5	9
16	так как	4	9
17	но и	9	9
18	что в	5	9
19	но не	5	8
20	главным образом	3	8
21	и у	1	8
22	с другой	2	8
23	и не	9	8
24	как на	1	8
25	но в	6	7
26	связанные с	1	7
27	из них	2	7
28	том что	8	7
29	потому что	6	7
30	в эпоху	10	7
31	к нему	2	7
32	с одной	4	7
33	то что	3	7
34	а с	1	7
35	одной стороны	2	7
36	того же	1	6
37	все же	2	6
38	все эти	15	6
39	в себе	4	6
40	с точки	2	6
41	в отношении	5	6
42	к тому	1	6
43	так и	13	6
44	и т.д	3	6
45	о том	4	6
46	что и	3	6
47	несмотря на	2	6
48	и потому	4	6
49	все это	8	6
50	сих пор	8	5
51	и к	4	5
52	тем чтобы	1	5
53	тому же	1	5
54	в мире	2	5
55	лишь в	1	5
56	или менее	2	5
57	не имеет	1	5
58	того чтобы	4	5
59	никогда не	5	5
60	с другом	1	5
61	для того	2	5
62	образом в	2	5
63	в его	18	5
64	до сих	8	5
65	а не	2	5
66	друг с	1	5
67	и для	2	5
68	так же	2	5
69	одной из	3	5
70	более или	2	5
71	том числе	3	5
72	в котором	2	4
73	то же	11	4
74	целый ряд	2	4
75	в самом	9	4
76	в этой	6	4
77	что все	4	4
78	то есть	24	4
79	с другими	1	4
80	должен был	1	4
81	он не	5	4
82	далеко не	2	4
83	и тогда	1	4
84	в которых	2	4
85	в то	12	4
86	в нем	8	4
87	а в	2	4
88	числе и	2	4
89	что оно	1	4
90	и что	1	4
91	и только	1	4
92	только в	9	4
93	к своим	1	4
94	и вместе	1	4
95	на этот	1	4
96	не может	2	4
97	из которых	2	4
98	и от	1	4
99	в этих	11	4
100	во время	5	4
101	что он	2	4
102	в виде	2	4
103	из всех	2	3
104	в народном	1	3
105	в своем	3	3
106	когда он	2	3
107	и как	2	3
108	за собой	1	3
109	в которой	4	3
110	что это	4	3
