N	4gram	Propp_Isto_3	Myshleni
1	заключается в том что	1	13
2	с этой точки зрения	1	4
3	одной и той же	1	4
4	состоит в том что	2	3
5	но вместе с тем	1	2
6	мы уже говорили выше	1	2
7	на одной и той	1	2
8	мы имеем дело с	1	1
9	на все эти вопросы	1	1
10	в том смысле как	1	1
11	все реже и реже	1	1
12	точно так же как	1	1
13	как мы видели выше	1	1
14	не что иное как	3	1
15	это мы видим в	1	1
16	в то время как	2	1
17	не имеют ничего общего	1	1
18	не только то что	1	1
19	имеют ничего общего с	1	1
20	в этом случае в	1	1
21	чем перейти к этому	1	1
22	как мы сейчас увидим	1	1
23	но и то что	1	1
24	в том что в	1	1
