N	2gram	Losev_Prob_4	slovoVRo
1	и в	20	41
2	в нем	5	30
3	и т	4	28
4	то есть	27	26
5	т п	1	23
6	в романе	1	21
7	могут быть	1	19
8	во всех	4	17
9	не только	24	16
10	и не	28	16
11	точки зрения	14	16
12	но и	14	16
13	а не	7	15
14	то же	7	14
15	и на	3	14
16	в то	4	14
17	и его	10	14
18	в пределах	2	14
19	может быть	9	14
20	и др	1	14
21	не может	5	14
22	слова и	1	13
23	в его	3	13
24	в этом	9	12
25	до конца	1	12
26	как бы	4	12
27	так и	10	11
28	в той	8	10
29	себя в	2	9
30	все эти	16	9
31	таким образом	8	9
32	той или	14	9
33	или иной	13	9
34	как в	5	8
35	но в	8	8
36	на его	2	8
37	с точки	11	8
38	как мы	3	8
39	или в	5	8
40	может не	1	8
41	прежде всего	11	8
42	отношение к	1	7
43	все же	2	7
44	в своей	4	7
45	не в	13	7
46	вовсе не	21	7
47	с ним	4	7
48	они могут	2	7
49	на фоне	1	7
50	все они	3	7
51	во всяком	8	7
52	того же	2	6
53	при этом	6	6
54	это не	7	6
55	в них	5	6
56	к своему	2	6
57	в отношении	4	6
58	только в	23	6
59	большинстве случаев	1	6
60	и даже	9	6
61	по своим	1	6
62	а в	4	6
63	отношении к	1	6
64	и к	3	5
65	в самом	2	5
66	он в	1	5
67	т д	3	5
68	с другими	3	5
69	далеко не	2	5
70	всяком случае	4	5
71	все это	9	5
72	в основе	1	5
73	не на	1	5
74	к нему	3	5
75	с другой	7	5
76	и непосредственно	2	5
77	еще более	2	5
78	одним из	1	4
79	по преимуществу	2	4
80	в ней	7	4
81	еще не	7	4
82	с его	2	4
83	за пределы	2	4
84	перед нами	13	4
85	и наконец	4	4
86	в которой	2	4
87	но именно	2	4
88	всех этих	6	4
89	не как	1	4
90	у толстого	1	4
91	в каждом	1	4
92	и с	7	4
93	как и	6	4
94	в их	1	4
95	том же	1	4
96	и для	4	4
97	с ее	2	4
98	ничего не	1	4
99	все его	1	4
100	оно и	1	4
101	с одной	1	4
102	рядом с	1	4
103	одной стороны	1	4
104	и все	8	4
105	и потому	7	4
106	мы сказали	1	4
107	и от	6	4
108	в смысле	5	4
109	кроме того	4	4
110	здесь в	5	4
111	и часто	1	4
112	быть и	1	4
113	другой стороны	6	4
114	также и	13	3
115	или к	2	3
116	его же	1	3
117	почти всегда	2	3
118	в зависимости	3	3
119	от всякой	2	3
120	единство и	1	3
121	зависимости от	3	3
122	данном случае	5	3
123	в своем	3	3
124	более или	2	3
125	бы и	3	3
126	из этих	1	3
127	в себе	12	3
128	связанные с	1	3
129	вообще не	3	3
130	и сам	1	3
131	конца и	1	3
132	и может	2	3
133	и почти	1	3
134	его в	2	3
135	было бы	14	3
136	он не	2	3
137	или менее	2	3
138	и ее	4	3
139	от его	1	3
140	которые в	1	3
141	на всю	1	3
142	следовательно и	1	3
143	никогда не	1	3
144	в разных	4	3
145	и здесь	1	3
146	не могут	1	3
147	в других	2	3
148	к тому	3	3
149	в тонах	1	3
150	самого предмета	1	3
151	но здесь	1	3
152	о том	5	3
153	не выходит	3	3
154	и во	4	3
155	те или	5	3
156	или иные	4	3
157	нем и	1	3
158	все время	2	3
159	того что	1	3
160	в том	20	3
161	поэтому и	1	3
162	в качестве	10	3
163	конечно не	3	3
164	из них	3	3
165	для него	3	3
166	так как	5	3
167	друг друга	2	3
168	у него	1	3
169	выходит за	2	3
170	именно в	7	3
171	в свою	1	3
172	не было	3	3
173	в истории	3	3
174	как сказано	1	3
175	с этим	4	3
176	в данном	6	3
177	есть как	1	3
178	с этой	1	3
179	в результате	8	3
180	хотя бы	7	3
181	одной из	4	3
182	с ними	2	3
183	из этого	3	3
184	своего произведения	1	3
185	которая не	3	3
186	смысле слова	15	2
187	связана с	1	2
188	на самом	5	2
189	то в	2	2
190	них как	1	2
191	в котором	2	2
192	мы не	7	2
193	же как	1	2
194	время как	2	2
195	категории и	1	2
196	мы и	1	2
197	свою очередь	1	2
198	и то	2	2
199	между собой	2	2
200	столь же	2	2
201	по своему	6	2
202	в ее	5	2
203	но не	5	2
204	что они	2	2
205	сих пор	1	2
206	как к	1	2
207	хотя и	5	2
208	в целом	1	2
209	или во	1	2
210	в известном	2	2
211	другом случае	2	2
212	и те	1	2
213	перестает быть	2	2
214	они в	1	2
215	и по	2	2
216	одно и	1	2
217	на все	2	2
218	и единственным	1	2
219	для них	2	2
220	нисколько не	1	2
221	том что	12	2
222	в этих	5	2
223	однако этот	2	2
224	не его	1	2
225	войти в	1	2
226	вместе со	1	2
227	даже в	1	2
228	остановимся на	2	2
229	их взаимное	1	2
230	тому что	1	2
231	в атмосфере	1	2
232	в самых	3	2
233	дело не	3	2
234	этого общего	1	2
235	для нас	6	2
236	в сознании	3	2
237	у нас	14	2
238	ни о	4	2
239	мы все	3	2
240	и о	5	2
241	но по	2	2
242	единый и	1	2
243	то время	2	2
244	на том	1	2
245	можно было	4	2
246	произведения не	1	2
247	и вообще	6	2
248	в другом	3	2
249	одного из	1	2
250	можно сказать	5	2
251	а также	6	2
252	нас в	1	2
253	жизни но	1	2
254	художественной обработке	1	2
255	исторического развития	1	2
256	предмета и	1	2
257	известном смысле	1	2
258	здесь не	7	2
259	мы видим	1	2
260	среди других	1	2
261	и тем	7	2
262	нас здесь	1	2
263	так что	6	2
264	же и	3	2
265	связи с	3	2
266	он их	1	2
267	уже не	5	2
268	и у	1	2
269	если мы	5	2
270	только на	2	2
271	в виде	22	2
272	или даже	4	2
273	в известной	1	2
274	он весь	1	2
275	в одном	4	2
276	с этими	1	2
277	для того	3	2
278	до сих	1	2
279	не есть	12	2
280	непосредственно без	3	2
281	совершенно не	3	2
282	что все	1	2
283	в частности	2	2
284	так же	5	2
285	его как	1	2
286	этого типа	1	2
287	которые являются	1	2
288	в романах	2	2
289	такого рода	7	2
290	должно быть	1	2
291	в контексте	1	2
292	в условиях	3	2
293	того или	3	2
294	характерные для	1	2
295	как раз	4	2
296	не является	10	2
297	потому что	15	2
298	ни было	2	2
299	от всякого	1	2
300	между ними	1	2
301	с ней	2	2
302	сказать что	7	2
303	или иного	3	2
304	бы его	1	2
305	из романа	1	2
306	все категории	2	2
307	вносит в	1	2
308	эти категории	2	2
309	только он	1	1
310	как известно	1	1
311	к людям	1	1
312	отношении они	1	1
313	с жизнью	1	1
314	художественного произведения	1	1
315	достигает у	1	1
316	и методы	1	1
317	бы для	2	1
318	самодовлеющего и	4	1
319	и есть	4	1
320	и до	1	1
321	ведь и	1	1
322	действительности и	5	1
323	в меру	2	1
324	чем именно	1	1
325	входящих в	1	1
326	смотреть на	2	1
327	мы имеем	6	1
328	при анализе	1	1
329	что между	1	1
330	что уже	1	1
331	же то	1	1
332	не сомневается	1	1
333	именно к	1	1
334	но она	3	1
335	почти исключительно	1	1
336	но даже	4	1
337	и он	2	1
338	литературе и	1	1
339	не нужно	1	1
340	он был	3	1
341	основная особенность	2	1
342	мы читаем	2	1
343	бы то	1	1
344	без всякого	4	1
345	там и	1	1
346	только два	1	1
347	а следовательно	1	1
348	даже вовсе	1	1
349	но как	3	1
350	а только	6	1
351	есть своя	1	1
352	силы и	1	1
353	со всеми	2	1
354	не все	1	1
355	слова на	1	1
356	ромео и	1	1
357	и такое	1	1
358	его на	1	1
359	преломления в	1	1
360	в значительной	2	1
361	стороны и	2	1
362	и где	2	1
363	в очень	1	1
364	могли бы	1	1
365	всего как	1	1
366	в действительности	1	1
367	них он	1	1
368	и объединения	1	1
369	в этот	1	1
370	о самом	1	1
371	себе как	1	1
372	к другому	1	1
373	таковы например	1	1
374	имеем в	3	1
375	бы не	1	1
376	еще далеко	1	1
377	сущности и	1	1
378	в этой	4	1
379	часто даже	1	1
380	только один	2	1
381	говорит не	1	1
382	на то	1	1
383	меняются и	1	1
384	и если	5	1
385	с чем	1	1
386	что она	4	1
387	было с	1	1
388	степени но	1	1
389	не значит	1	1
390	категорий в	3	1
391	поскольку эти	1	1
392	не к	2	1
393	не абстрактная	1	1
394	мир как	1	1
395	нами здесь	3	1
396	или иных	3	1
397	человека в	3	1
398	символа в	6	1
399	то ни	1	1
400	его произведения	1	1
401	есть все	1	1
402	вещи и	1	1
403	м а	1	1
404	не дает	1	1
405	бы быть	2	1
406	потому как	1	1
407	заключается в	2	1
408	и чистой	1	1
409	здесь как	4	1
410	есть не	6	1
411	особенно в	1	1
412	действительности в	1	1
413	моменты в	1	1
414	случае является	1	1
415	чаще всего	1	1
416	в жизни	3	1
417	смерть и	1	1
418	ни в	17	1
419	которые вовсе	1	1
420	но уже	1	1
421	понимания во	1	1
422	о которых	2	1
423	этого не	2	1
424	и уже	1	1
425	всегда и	1	1
426	несмотря на	4	1
427	изображенный у	1	1
428	чем в	1	1
429	как таковой	1	1
430	смысл и	1	1
431	но если	6	1
432	из общего	1	1
433	это ощущение	1	1
434	как все	1	1
435	и без	6	1
436	что всякий	3	1
437	мы говорили	1	1
438	мы называем	1	1
439	заключение этого	1	1
440	было очень	1	1
441	может сделать	1	1
442	для новых	1	1
443	бы мы	1	1
444	он тоже	2	1
445	категорий а	1	1
446	сам же	1	1
447	этом общее	1	1
448	его голоса	1	1
449	тем не	10	1
450	по крайней	6	1
451	и используются	1	1
452	и более	3	1
453	однако в	2	1
454	и вся	1	1
455	сталкивается в	1	1
456	не менее	10	1
457	с теми	1	1
458	самого начала	1	1
459	правда в	3	1
460	здесь на	2	1
461	далек от	1	1
462	ее с	1	1
463	которого он	1	1
464	но только	2	1
465	того чтобы	2	1
466	только не	4	1
467	дело в	2	1
468	только и	5	1
469	в самой	4	1
470	с одним	1	1
471	по своей	1	1
472	на себе	3	1
473	во всем	2	1
474	вот что	1	1
475	или общего	1	1
476	для осуществления	1	1
477	категорий все	1	1
478	века не	1	1
479	самой этой	1	1
480	входят в	1	1
481	точном смысле	1	1
482	в каком	6	1
483	областях жизни	1	1
484	судьбы и	1	1
485	данного произведения	1	1
486	есть только	2	1
487	во все	2	1
488	не знаем	1	1
489	те смысловые	1	1
490	отличается от	4	1
491	всего в	1	1
492	всегда есть	4	1
493	и это	2	1
494	в виду	6	1
495	представим себе	1	1
496	каждая такая	1	1
497	нет никакой	4	1
498	с самого	1	1
499	этих категорий	1	1
500	на свой	1	1
501	смысле но	1	1
502	и совершенно	2	1
503	что может	1	1
504	того и	1	1
505	для всякого	2	1
506	не предмет	2	1
507	это только	1	1
508	жизнь и	4	1
509	всех возможных	1	1
510	если бы	8	1
511	для этого	2	1
512	находится в	1	1
513	именно потому	1	1
514	только так	2	1
515	не был	1	1
516	объективного и	1	1
517	подходы к	1	1
518	и что	2	1
519	находятся в	2	1
520	всех областях	1	1
521	в которое	1	1
522	и строятся	1	1
523	можно встретить	1	1
524	это было	2	1
525	на всех	2	1
526	смысле не	2	1
527	категорий но	1	1
528	однако с	1	1
529	моментами и	1	1
530	нуждается в	1	1
531	на одном	1	1
532	что и	3	1
533	только такие	1	1
534	и только	4	1
535	крайней мере	6	1
536	в художественной	1	1
537	а его	2	1
538	и она	1	1
539	и полное	1	1
540	в литературе	2	1
541	за этой	1	1
542	время в	1	1
543	тот же	2	1
544	дело с	2	1
545	явления в	1	1
546	и так	1	1
547	несет на	1	1
548	никак нельзя	1	1
549	не мешает	3	1
550	тургенева и	1	1
551	в эти	1	1
552	есть в	7	1
553	чем они	1	1
554	ориентации в	3	1
555	в начале	3	1
556	и повсюду	1	1
557	очень далек	1	1
558	ни с	4	1
559	сам он	1	1
560	здесь перед	5	1
561	но что	1	1
562	только с	1	1
563	случае не	5	1
564	это общее	1	1
565	чтобы не	2	1
566	не просто	16	1
567	его исторического	1	1
568	самом же	2	1
569	такие которые	1	1
570	которые как	3	1
571	нет и	2	1
572	же деле	2	1
573	со всем	1	1
574	своем живом	1	1
575	предмет изображения	1	1
576	о своем	1	1
577	и прежде	2	1
578	что не	4	1
579	что для	1	1
580	предмет и	1	1
581	до чисто	1	1
582	только по	1	1
583	то и	5	1
584	поставить в	1	1
585	был в	2	1
586	и самый	1	1
587	однако и	1	1
588	своем месте	1	1
589	конструкции которые	1	1
590	о чем	1	1
591	на эту	1	1
592	что мы	3	1
593	он и	1	1
594	ограниченности и	1	1
595	эти особенности	1	1
596	бы оно	1	1
597	входить в	1	1
598	нет ничего	3	1
599	о себе	3	1
600	художественные и	1	1
601	вместе с	5	1
602	всякого живого	1	1
603	более конкретное	1	1
604	к действительности	1	1
605	мужа и	2	1
606	образ и	2	1
607	да и	5	1
608	уже об	1	1
609	в бесах	1	1
610	и самых	1	1
611	в это	2	1
612	эти два	1	1
613	и нет	1	1
614	но это	6	1
615	между прочим	3	1
616	впрочем даже	1	1
617	такой образ	1	1
618	на одной	1	1
619	тех или	4	1
620	с полной	1	1
621	как систему	1	1
622	за его	1	1
623	слова но	3	1
624	фактически очень	1	1
625	или только	1	1
626	тем более	4	1
627	он по	1	1
628	о котором	1	1
629	из тургенева	1	1
630	иное чем	2	1
631	бы в	1	1
632	для его	2	1
633	отношении не	1	1
634	разве только	1	1
635	только элементы	1	1
636	же в	4	1
637	есть уже	1	1
638	становления и	1	1
639	не знает	1	1
640	при наличии	1	1
641	равно как	1	1
642	и возникает	1	1
643	встречается с	1	1
644	одних то	1	1
645	в какой	4	1
646	и строит	1	1
647	жизни и	5	1
648	и другие	1	1
649	как на	1	1
650	в таком	6	1
651	этой точки	1	1
