N	2gram	Tiupa_Disk_1	Psycholo
1	то что	5	37
2	и в	16	30
3	в том	23	27
4	что в	4	24
5	и что	2	23
6	потому что	4	23
7	том что	19	21
8	таким образом	3	20
9	как бы	5	19
10	на то	1	17
11	что он	4	17
12	не только	28	16
13	и мы	1	16
14	в этом	15	14
15	в самом	3	14
16	то есть	20	13
17	как раз	1	13
18	в сущности	2	12
19	с одной	9	12
20	одной стороны	9	12
21	вместе с	1	12
22	может быть	17	11
23	если бы	1	11
24	о том	8	10
25	и то	1	9
26	никогда не	2	9
27	с другой	10	9
28	не может	9	9
29	сказать что	3	9
30	самом деле	1	8
31	мы имеем	2	8
32	что это	1	8
33	при этом	13	8
34	заключается в	3	8
35	с тем	1	8
36	не в	7	8
37	к тому	5	8
38	и это	1	8
39	того что	3	8
40	а не	22	8
41	могут быть	4	8
42	то же	7	7
43	но не	11	7
44	все же	3	7
45	и как	6	7
46	в нем	9	7
47	точки зрения	3	7
48	по себе	3	7
49	в основе	7	7
50	этих двух	1	7
51	мы можем	1	7
52	героя и	2	7
53	как это	1	7
54	в своем	6	6
55	что она	1	6
56	на этом	2	6
57	как и	16	6
58	что с	2	6
59	и его	2	6
60	как будто	1	6
61	когда мы	1	6
62	произведение искусства	1	6
63	или в	2	6
64	о котором	2	6
65	по мнению	1	6
66	и тем	2	6
67	уже в	2	6
68	тем что	3	6
69	но и	14	6
70	именно в	3	6
71	мы все	1	6
72	и не	11	6
73	и есть	2	5
74	еще не	14	5
75	что они	1	5
76	когда он	2	5
77	в себе	7	5
78	в целом	4	5
79	в этой	2	5
80	было бы	1	5
81	несмотря на	1	5
82	сих пор	1	5
83	же самое	2	5
84	как мы	2	5
85	но в	8	5
86	сводится к	5	5
87	один из	3	5
88	дело с	2	5
89	только в	7	5
90	до сих	1	5
91	а с	5	5
92	и потому	3	5
93	другой стороны	3	5
94	в своих	3	5
95	в виду	2	4
96	как говорит	1	4
97	стороны и	2	4
98	и к	4	4
99	что всякое	1	4
100	и заключается	1	4
101	в них	4	4
102	в своей	5	4
103	не могли	1	4
104	действующие лица	1	4
105	указывает на	2	4
106	мысль о	1	4
107	что всякая	1	4
108	на примере	1	4
109	внимание на	4	4
110	в его	7	4
111	только на	1	4
112	в конце	1	4
113	от того	1	4
114	говорит о	1	4
115	прежде всего	11	4
116	в частности	9	4
117	о чем	2	4
118	в результате	1	4
119	и все	2	4
120	а в	5	4
121	не есть	2	4
122	сам по	1	3
123	тем же	1	3
124	в их	5	3
125	той же	1	3
126	мы не	1	3
127	и о	4	3
128	из того	1	3
129	в каждой	3	3
130	и на	5	3
131	события в	2	3
132	в ее	3	3
133	он говорит	1	3
134	как в	10	3
135	в которой	1	3
136	из этих	1	3
137	на его	4	3
138	к искусству	2	3
139	он не	1	3
140	состоит в	9	3
141	не как	4	3
142	в силу	5	3
143	легко показать	1	3
144	что ни	1	3
145	так например	2	3
146	одно и	1	3
147	человека в	2	3
148	в другом	2	3
149	об этом	2	3
150	это не	3	3
151	в этих	1	3
152	одним и	1	3
153	вопрос о	1	3
154	нам только	1	3
155	и вся	1	3
156	самого начала	1	3
157	но только	1	3
158	этом отношении	1	3
159	в каком	1	3
160	эстетический объект	1	3
161	не могут	1	3
162	данном случае	2	3
163	с самого	1	3
164	так и	8	3
165	времени и	3	3
166	что и	3	3
167	аффектов и	1	3
168	что здесь	1	3
169	которое мы	1	3
170	с двумя	1	3
171	для него	4	3
172	из двух	2	3
173	что на	1	3
174	со стороны	7	3
175	чем у	1	3
176	и составляет	3	3
177	когда она	1	3
178	в данном	5	3
179	в той	1	3
180	героя в	2	3
181	при таком	1	3
182	не существует	1	3
183	целый ряд	2	3
184	мы должны	1	3
185	хотя бы	3	3
186	в свою	3	3
187	имеет место	3	3
188	и другие	1	3
189	это в	2	3
190	к этому	2	3
191	в таком	1	3
192	того же	3	2
193	это и	1	2
194	к другому	2	2
195	по преимуществу	1	2
196	и до	1	2
197	едва ли	2	2
198	отношения к	2	2
199	а как	1	2
200	которая говорит	1	2
201	но она	1	2
202	событий и	1	2
203	и он	2	2
204	между собой	2	2
205	с его	4	2
206	во всех	5	2
207	действующее лицо	2	2
208	различия между	3	2
209	на самом	1	2
210	по отношению	9	2
211	очевидно что	1	2
212	себе и	1	2
213	отличие от	5	2
214	и читатель	1	2
215	в одной	3	2
216	его на	1	2
217	с этим	3	2
218	перед нами	3	2
219	следующим образом	1	2
220	в противоположность	2	2
221	он в	1	2
222	в нашем	1	2
223	вопроса о	1	2
224	но его	1	2
225	в нашей	1	2
226	оно в	1	2
227	образом и	1	2
228	том чтобы	2	2
229	но все	1	2
230	в каждом	2	2
231	совпадают с	1	2
232	искусства в	1	2
233	из них	3	2
234	на сцене	2	2
235	только о	1	2
236	утверждает что	1	2
237	о которых	1	2
238	и того	3	2
239	одного и	2	2
240	бы на	1	2
241	и при	1	2
242	это делает	1	2
243	в котором	5	2
244	с точки	1	2
245	мы называем	1	2
246	в отличие	5	2
247	в которых	4	2
248	искусства не	1	2
249	сами по	2	2
250	том и	1	2
251	в словах	1	2
252	в то	3	2
253	дело в	1	2
254	достигает своего	1	2
255	чем не	1	2
256	в полной	1	2
257	во всем	1	2
258	входят в	1	2
259	ли не	3	2
260	отличается от	2	2
261	если же	1	2
262	в себя	5	2
263	приводит к	2	2
264	на том	2	2
265	не с	3	2
266	мог бы	1	2
267	еще в	3	2
268	понятно что	1	2
269	и даже	3	2
270	или иной	5	2
271	строго говоря	2	2
272	следует понимать	1	2
273	и герой	2	2
274	или на	3	2
275	можно сказать	5	2
276	места и	1	2
277	от одного	1	2
278	в форме	2	2
279	стороны он	1	2
280	она еще	1	2
281	в сферу	3	2
282	этом смысле	1	2
283	быть и	1	2
284	в большей	1	2
285	что даже	2	2
286	трагедии и	1	2
287	в качестве	34	2
288	связи с	4	2
289	его с	1	2
290	басни и	1	2
291	в одном	2	2
292	героя а	1	2
293	представляют собой	1	2
294	фабулы и	1	2
295	с той	1	2
296	в воображении	1	2
297	себя и	1	2
298	обратить внимание	2	2
299	на которых	1	2
300	до конца	1	2
301	в рассказе	2	2
302	с помощью	1	2
303	как вещь	1	2
304	исходя из	2	2
305	с этой	1	2
306	этом случае	1	2
307	что касается	2	2
308	не является	4	2
309	лицо и	1	2
310	той или	3	2
311	когда указывает	1	2
312	не знает	1	2
313	чувства как	1	2
314	себе не	3	2
315	событий в	1	2
316	говорили о	2	1
317	речь идет	1	1
318	одним из	2	1
319	например в	2	1
320	только потому	1	1
321	и формой	1	1
322	идет о	1	1
323	чего не	1	1
324	нем нет	1	1
325	из его	1	1
326	и за	1	1
327	разграничение этих	1	1
328	в повестях	1	1
329	для своего	2	1
330	на такие	1	1
331	из своих	1	1
332	характер то	1	1
333	которое не	1	1
334	в составе	5	1
335	мы и	1	1
336	основу того	1	1
337	со времен	1	1
338	время речь	1	1
339	на них	1	1
340	столь же	3	1
341	взгляде на	1	1
342	которые однако	1	1
343	в чем	1	1
344	как таковая	1	1
345	хода событий	1	1
346	могло быть	1	1
347	но как	2	1
348	а только	1	1
349	точка зрения	2	1
350	связано с	1	1
351	не все	1	1
352	если в	1	1
353	отношение к	4	1
354	тут же	1	1
355	из важнейших	1	1
356	отличаются от	1	1
357	форме и	1	1
358	каждый в	2	1
359	и нет	1	1
360	и различные	1	1
361	еще и	1	1
362	каждой области	2	1
363	хотя и	2	1
364	последовательность событий	2	1
365	более или	2	1
366	в действительности	3	1
367	отнесены к	1	1
368	от этого	1	1
369	жизнь как	1	1
370	представляет собой	17	1
371	или во	1	1
372	что так	1	1
373	учение о	1	1
374	в известном	1	1
375	стороны это	2	1
376	тому же	5	1
377	их действия	1	1
378	так сказать	2	1
379	этот процесс	1	1
380	взаимодействия а	1	1
381	том в	1	1
382	время и	1	1
383	и вообще	2	1
384	в понимании	1	1
385	только тем	1	1
386	состоит именно	1	1
387	не являются	1	1
388	не к	1	1
389	от басни	1	1
390	из виду	1	1
391	характер в	1	1
392	по своему	3	1
393	эстетического переживания	1	1
394	на земле	1	1
395	можно даже	1	1
396	которое как	1	1
397	подход к	1	1
398	мы его	1	1
399	могла бы	2	1
400	ей в	2	1
401	и может	1	1
402	различие между	2	1
403	том случае	1	1
404	полной мере	1	1
405	для своей	1	1
406	того или	2	1
407	на протяжении	2	1
408	именно две	1	1
409	виду тот	1	1
410	не соответствует	1	1
411	в жизни	1	1
412	слово имеет	1	1
413	но уже	1	1
414	действия а	1	1
415	этого слова	1	1
416	у самых	1	1
417	далеко не	10	1
418	которой он	1	1
419	и вне	1	1
420	не заметить	1	1
421	оно имеет	1	1
422	на пересечении	1	1
423	за ним	1	1
424	как таковой	1	1
425	не мог	1	1
426	мысли что	1	1
427	или менее	2	1
428	о ком	1	1
429	ощущает и	2	1
430	сила их	1	1
431	привело к	4	1
432	что такое	1	1
433	человеком и	1	1
434	что вся	1	1
435	вторая часть	1	1
436	представление о	1	1
437	не менее	2	1
438	черты характера	1	1
439	которые в	1	1
440	принадлежит ему	1	1
441	в россии	1	1
442	данного речевого	1	1
443	по крайней	2	1
444	и эти	1	1
445	лежит не	1	1
446	необходимо чтобы	1	1
447	бы быть	3	1
448	если и	1	1
449	вплоть до	1	1
450	в эстетический	1	1
451	но они	2	1
452	романа на	1	1
453	до известной	1	1
454	для каждого	1	1
455	принадлежат к	3	1
456	на него	1	1
457	в процессе	5	1
458	в русской	1	1
459	в театре	1	1
460	пока еще	6	1
461	к такому	2	1
462	в структуре	1	1
463	не могло	2	1
464	он мог	3	1
465	не имеет	1	1
466	эстетическим объектом	1	1
467	трагедии остается	1	1
468	его структуры	1	1
469	х годов	2	1
470	и является	1	1
471	с достаточной	1	1
472	и теперь	1	1
473	можно рассматривать	1	1
474	очевидно не	1	1
475	здесь же	1	1
476	в области	1	1
477	перед ним	1	1
478	всех прочих	1	1
479	есть к	1	1
480	и оно	1	1
481	ни о	1	1
482	взаимодействия с	1	1
483	т.п и	1	1
484	к себе	2	1
485	здесь совершенно	1	1
486	сомнение в	2	1
487	и другой	1	1
488	лежит в	1	1
489	должны быть	3	1
490	русском языке	1	1
491	устанавливает для	1	1
492	быть отнесены	1	1
493	отказаться от	1	1
494	говоря словами	1	1
495	состоят в	1	1
496	обычно в	1	1
497	не делает	1	1
498	более не	1	1
499	но по	1	1
500	с ее	2	1
501	как не	3	1
502	свою очередь	3	1
503	на абсолютную	1	1
504	здесь не	1	1
505	рассматривать как	2	1
506	только при	1	1
507	и от	1	1
508	только то	1	1
509	в произведении	3	1
510	что оба	1	1
511	бы противоречит	1	1
512	значение в	1	1
513	не получают	1	1
514	основана на	1	1
515	в построении	2	1
516	о нем	2	1
517	и т.д	4	1
518	но имеют	1	1
519	имеем дело	2	1
520	говорить не	1	1
521	этом последнем	1	1
522	означает не	1	1
523	основе своей	2	1
524	в значительной	2	1
525	там же	1	1
526	к художественной	1	1
527	в евгении	1	1
528	и во	2	1
529	в эстетической	1	1
530	в конечном	1	1
531	нас в	1	1
532	для каждой	1	1
533	к нему	1	1
534	и приводит	1	1
535	том или	1	1
536	и всю	1	1
537	между тем	4	1
538	вполне ясным	1	1
539	крайней мере	2	1
540	не обязательно	4	1
541	вслед за	1	1
542	может стать	1	1
543	романа в	1	1
544	в теории	1	1
545	и создает	1	1
546	это приводит	1	1
547	в каких	1	1
548	события происходящие	1	1
549	которое было	1	1
550	о его	1	1
551	не о	1	1
552	трудно не	1	1
553	речь о	1	1
554	одной из	4	1
555	и представляет	2	1
556	однако в	3	1
557	в какой	2	1
558	полнотой и	1	1
559	и действительно	1	1
560	всех его	1	1
561	или же	1	1
562	и ее	2	1
563	времени как	1	1
564	мнению автора	1	1
565	себя в	2	1
566	оказывается в	1	1
567	уже не	4	1
568	в виде	1	1
569	в начале	2	1
570	основе его	1	1
571	за счет	1	1
572	или даже	2	1
573	при помощи	1	1
574	по выражению	2	1
575	конечном счете	1	1
576	его и	1	1
577	к содержанию	3	1
578	он имеет	1	1
579	его из	1	1
580	и их	1	1
581	событие и	1	1
582	слова в	2	1
583	они направлены	1	1
584	в объект	1	1
585	каждый из	1	1
586	заметить что	2	1
587	или ином	1	1
588	к той	3	1
589	параллельно с	1	1
590	нет и	1	1
591	и т.п	12	1
592	на ее	2	1
593	связаны с	1	1
594	сюда же	1	1
595	чем он	2	1
596	совпадает с	2	1
597	вразрез с	1	1
598	и др	2	1
599	что не	4	1
600	не было	7	1
601	бы назвать	1	1
602	его как	2	1
603	выступают в	1	1
604	искусств в	1	1
605	понятие о	3	1
606	не то	1	1
607	объединены в	1	1
608	что хотя	1	1
609	произведение в	2	1
610	уверенность в	1	1
611	здесь имеет	1	1
612	речи и	1	1
613	всю совокупность	1	1
614	в одно	1	1
615	действия в	1	1
616	мы видели	1	1
617	иллюстрацию к	1	1
618	что каждый	1	1
619	и составляют	1	1
620	его характер	2	1
621	требует от	1	1
622	приводит в	1	1
623	целом ряде	1	1
624	тому как	3	1
625	во все	1	1
626	что же	2	1
627	да и	1	1
628	как к	2	1
629	для понимания	2	1
630	согласно которому	1	1
631	евгении онегине	1	1
632	иначе говоря	2	1
633	смысл в	2	1
634	может служить	1	1
635	в контексте	1	1
636	но это	1	1
637	но для	1	1
638	в смысле	1	1
639	здесь в	2	1
640	это явление	1	1
641	ближе к	1	1
642	всего в	1	1
643	в следующей	1	1
644	известной степени	2	1
645	и времени	1	1
646	как возможность	1	1
647	и часто	1	1
648	указать на	1	1
649	не достигает	1	1
650	в правильности	1	1
651	не имея	2	1
652	и другим	1	1
653	которая в	1	1
654	гораздо менее	1	1
655	эстетической деятельности	3	1
656	у них	1	1
657	для современной	1	1
658	тем более	1	1
659	всей нашей	1	1
660	ни к	6	1
661	будто бы	2	1
662	души с	1	1
663	во время	1	1
664	исключительно в	1	1
665	я в	1	1
666	может и	2	1
667	с ними	1	1
668	которое создает	1	1
669	к его	2	1
670	или иного	1	1
671	отношению к	9	1
672	в отдельности	1	1
673	не трудно	1	1
674	деятельности на	2	1
675	к числу	1	1
676	строится на	1	1
677	частности в	2	1
678	именно здесь	1	1
679	во всяком	2	1
