N	2gram	Vygotskiy__3	PoTuStor
1	может быть	13	17
2	и в	25	16
3	в этом	14	9
4	таким образом	17	9
5	и только	2	9
6	мы можем	7	9
7	прежде всего	4	9
8	и с	1	8
9	точки зрения	6	8
10	и его	2	8
11	не может	6	8
12	с его	2	7
13	не только	6	7
14	в сознание	1	7
15	сказать что	4	7
16	при этом	5	6
17	с точки	1	6
18	и это	4	6
19	для него	5	6
20	и к	5	6
21	еще не	4	5
22	в чем	2	5
23	отношение к	1	5
24	все эти	7	5
25	ни в	9	5
26	нуждается в	1	5
27	в него	3	5
28	как бы	10	5
29	и на	6	4
30	отнюдь не	4	4
31	но в	1	4
32	в этой	5	4
33	в нем	2	4
34	и может	2	4
35	его в	3	4
36	в один	2	4
37	все это	6	4
38	самого начала	6	4
39	как мы	8	4
40	с ее	5	4
41	с самого	6	4
42	так и	5	4
43	но мы	1	4
44	в его	15	4
45	с ними	3	4
46	только в	10	4
47	для всех	1	4
48	и их	3	4
49	так как	12	4
50	и даже	1	4
51	но и	4	4
52	и не	10	4
53	и все	4	4
54	хотя бы	1	4
55	все что	2	4
56	отношения к	1	3
57	тех же	1	3
58	едва ли	2	3
59	и значение	1	3
60	во всех	1	3
61	и как	5	3
62	с их	2	3
63	на две	1	3
64	их в	3	3
65	на этом	3	3
66	на этой	5	3
67	этом смысле	2	3
68	том что	20	3
69	сих пор	1	3
70	в одном	2	3
71	в основе	16	3
72	до сих	1	3
73	и оно	1	3
74	по сравнению	4	3
75	представлений и	1	3
76	в конечном	1	3
77	с другими	2	3
78	в том	23	3
79	в большинстве	1	3
80	мы знаем	4	3
81	всяком случае	4	3
82	в области	7	3
83	ребенка и	17	3
84	вместе с	14	3
85	и потому	2	3
86	как это	7	3
87	сравнению с	3	3
88	могут быть	5	3
89	в основном	6	3
90	что в	17	3
91	в этих	2	3
92	а в	4	3
93	то что	15	3
94	между ними	3	3
95	во всяком	4	3
96	ту же	1	2
97	же как	6	2
98	определить как	1	2
99	в самом	3	2
100	и этот	1	2
101	мы уже	5	2
102	мы не	9	2
103	того же	6	2
104	между собой	13	2
105	из этих	4	2
106	совсем не	1	2
107	но как	3	2
108	за пределы	1	2
109	с этим	4	2
110	в этот	1	2
111	что это	5	2
112	и через	1	2
113	но ведь	1	2
114	вообще не	1	2
115	он не	4	2
116	момента в	2	2
117	представлениями и	1	2
118	и по	5	2
119	то же	2	2
120	по своему	11	2
121	связанные с	2	2
122	этой ступени	5	2
123	было бы	10	2
124	в жизни	3	2
125	в них	2	2
126	как и	15	2
127	на первый	2	2
128	в своей	2	2
129	почти не	1	2
130	возникает в	1	2
131	не менее	6	2
132	никогда не	4	2
