N	3gram	Bakhtin_Pr_2	Myslijsy
1	по отношению к	5	13
2	в том что	1	13
3	не может быть	4	9
4	тем не менее	2	6
5	с другой стороны	3	5
6	но и в	1	4
7	само по себе	1	4
8	в этом смысле	2	4
9	и т д	4	4
10	а между тем	1	3
11	мере того как	1	3
12	по мере того	1	3
13	с точки зрения	8	3
14	с одной стороны	1	3
15	сама по себе	4	3
16	и в том	1	3
17	то же время	5	3
18	но тем не	1	3
19	так и в	1	3
20	в то же	5	3
21	мы увидим что	1	3
22	дело в том	1	2
23	в том и	1	2
24	так что в	1	2
25	в таком случае	1	2
26	бы то ни	1	2
27	на этот вопрос	2	2
28	по крайней мере	1	2
29	служит для него	1	2
30	не только не	1	2
31	и т п	9	2
32	если бы не	1	2
33	друг от друга	2	2
34	как и в	3	2
35	бы ни были	1	1
36	каждая из этих	1	1
37	в сущности есть	1	1
38	он не есть	1	1
39	а следовательно и	1	1
40	словом но в	1	1
41	и в жизни	1	1
42	следовать друг за	1	1
43	на самом деле	1	1
44	одной стороны и	1	1
45	точки зрения он	1	1
46	сам по себе	5	1
47	сами по себе	1	1
48	бы ни было	1	1
49	по себе и	1	1
50	же время не	1	1
51	в собственном смысле	1	1
52	до сих пор	7	1
53	что в нем	1	1
54	при этом не	1	1
55	никогда не была	1	1
56	т п с	1	1
57	можно было бы	3	1
58	и в каждом	1	1
59	в эту минуту	3	1
60	мысли и слова	1	1
61	как если бы	2	1
62	и в этих	2	1
63	более или менее	3	1
64	свое собственное слово	1	1
65	то ни было	1	1
66	там где есть	1	1
67	бы в самом	1	1
68	смысле этого слова	1	1
69	в связи с	1	1
70	но при этом	2	1
71	их к одному	1	1
72	друг на друга	2	1
73	по себе еще	2	1
74	во всяком случае	1	1
75	и в самой	2	1
76	не в одном	1	1
77	между тем как	1	1
78	не мог бы	1	1
79	между этими двумя	1	1
80	своего выражения в	1	1
81	в то время	2	1
82	после того как	1	1
83	о том что	1	1
84	в одном из	1	1
85	этой точки зрения	1	1
86	другой стороны и	2	1
87	ни в одном	2	1
88	каждом из этих	1	1
89	не может стать	1	1
90	не менее в	1	1
91	но все же	2	1
92	а не на	1	1
93	как мы видим	1	1
94	на то что	2	1
95	находятся в таких	1	1
96	в слове может	1	1
97	и даже отчасти	1	1
98	но не в	1	1
99	времени и пространства	1	1
100	в каждом из	1	1
101	друг за другом	1	1
102	и для всякого	1	1
103	себе еще не	2	1
