N	2gram	Kanaev_Sov_1	Problema
1	в его	2	43
2	и не	6	42
3	и в	7	38
4	не может	17	27
5	может быть	12	26
6	как бы	4	22
7	по отношению	1	21
8	отнюдь не	3	19
9	отношению к	1	19
10	и его	1	16
11	в этом	7	15
12	в нем	3	15
13	только в	1	13
14	прежде всего	5	13
15	независимо от	1	13
16	но не	1	12
17	во всех	1	11
18	в области	3	11
19	ни в	1	11
20	и для	1	11
21	таким образом	11	10
22	к нему	1	10
23	не только	4	9
24	не имеет	1	9
25	его в	1	9
26	было бы	3	8
27	точки зрения	12	8
28	в том	4	8
29	еще не	3	7
30	в самом	2	7
31	как и	6	7
32	и становится	1	7
33	не в	3	7
34	как мы	2	7
35	с другой	1	7
36	отметить что	1	7
37	с помощью	4	7
38	но отнюдь	1	7
39	совершенно не	2	7
40	что в	2	7
41	самом деле	2	6
42	там где	1	6
43	и наконец	5	6
44	с точки	5	6
45	ничего не	6	6
46	мы можем	6	6
47	все же	3	6
48	а в	4	6
49	отличие от	2	5
50	в своем	1	5
51	все эти	5	5
52	при этом	3	5
53	то же	3	5
54	это не	4	5
55	рядом с	1	5
56	в отличие	2	5
57	никогда не	1	5
58	с ним	1	5
59	может иметь	2	5
60	и прежде	1	5
61	конечно не	1	5
62	в большинстве	1	5
63	а не	3	5
64	могут быть	2	5
65	быть только	1	5
66	должно быть	1	5
67	все они	1	5
68	на самом	1	4
69	в ней	1	4
70	но конечно	1	4
71	конечном счете	1	4
72	но в	3	4
73	в нашем	2	4
74	в себе	3	4
75	в данном	1	4
76	не менее	2	4
77	но они	1	4
78	о значении	2	4
79	в то	1	4
80	представлять себе	2	4
81	данном случае	1	4
82	можно было	1	4
83	о том	1	4
84	в конечном	1	4
85	принципиально не	2	4
86	и только	1	4
87	к которому	1	4
88	не способна	1	4
89	и потому	3	4
90	себя самого	1	4
91	между ними	1	4
92	сказать что	1	4
93	ли мы	3	3
94	говорить о	2	3
95	на них	1	3
96	бы то	1	3
97	мы будем	1	3
98	точка зрения	1	3
99	нет и	4	3
100	должны ли	1	3
101	кроме того	1	3
102	и к	3	3
103	не будем	2	3
104	в целом	4	3
105	вследствие этого	1	3
