N	2gram	Losev_Dial_3	Hudozhes
1	и в	24	28
2	том что	8	19
3	в ее	1	18
4	и не	27	18
5	в том	5	15
6	а не	26	14
7	в этом	8	13
8	не в	3	13
9	о том	6	12
10	перед нами	3	11
11	не только	23	11
12	при этом	2	11
13	как и	7	11
14	в его	2	11
15	у нее	1	10
16	уже не	5	10
17	в себе	2	9
18	но и	9	9
19	так и	5	8
20	что он	13	8
21	себя в	2	8
22	может быть	13	8
23	о чем	1	8
24	я не	6	7
25	тогда как	1	7
26	что она	9	7
27	в мире	1	7
28	об этом	6	7
29	к тому	4	7
30	в частности	2	7
31	как это	5	7
32	и все	6	7
33	с ним	1	7
34	я и	2	6
35	в котором	1	6
36	то же	6	6
37	не было	3	6
38	и с	6	6
39	в то	5	6
40	тем что	3	6
41	казалось бы	1	6
42	для себя	2	6
43	если бы	6	6
44	можно сказать	1	6
45	это не	4	6
46	а в	2	6
47	то что	14	6
48	жизни и	5	6
49	с его	2	5
50	в самом	7	5
51	что это	12	5
52	в своем	3	5
53	не менее	11	5
54	у него	2	5
55	никогда не	7	5
56	ничего не	17	5
57	и его	5	5
58	она не	3	5
59	и сам	1	5
60	только на	7	5
61	одно из	5	5
62	для него	4	5
63	как бы	3	5
64	да и	1	5
65	с ее	1	5
66	что в	7	5
67	и т	24	4
68	но не	2	4
69	то в	2	4
70	подобно тому	4	4
71	он не	5	4
72	и уже	2	4
73	в других	1	4
74	тем не	10	4
75	для нее	1	4
76	тому что	4	4
77	же время	3	4
78	и сама	5	4
79	и о	3	4
80	в конечном	1	4
81	только в	5	4
82	в качестве	1	4
83	что и	6	4
84	как раз	7	4
85	для того	3	4
86	говорит о	4	4
87	превращается в	6	4
88	то и	3	4
89	не может	19	4
90	тому как	4	4
91	у вас	1	4
92	бы и	1	4
93	была бы	3	3
94	чтобы не	1	3
95	по преимуществу	1	3
96	едва ли	1	3
97	по его	1	3
98	на себя	3	3
99	и он	2	3
100	в ней	2	3
101	еще не	2	3
102	и на	3	3
103	о смерти	1	3
