N	3gram	Bakhtin_Pr_3	OGranits
1	с точки зрения	2	5
2	не может быть	1	4
3	по отношению к	1	3
4	и т.п и	1	3
5	что иное как	1	2
6	и наконец в	2	2
7	в зависимости от	2	2
8	не чем иным	1	2
9	с другой стороны	1	2
10	есть не что	1	2
11	чем иным как	1	2
12	с самого начала	3	2
13	не что иное	1	2
14	в том что	3	2
15	один и тот	1	1
16	и связанных с	1	1
17	более или менее	3	1
18	равно как и	1	1
19	мы должны перейти	1	1
20	и в каждой	1	1
21	то же самое	1	1
22	типа например у	1	1
23	и не может	1	1
24	во всей своей	1	1
25	в сознании и	1	1
26	в отличие от	1	1
27	нет и не	1	1
28	соответствии с духом	2	1
29	в этом отношении	1	1
30	нужно сказать что	2	1
31	в собственном смысле	2	1
32	можно было бы	1	1
33	может быть и	2	1
34	если только они	1	1
35	и в вечности	1	1
36	нужно отметить что	1	1
37	и помимо этого	1	1
38	себя и все	1	1
39	говоря даже и	1	1
40	там где она	1	1
41	и тот же	1	1
42	состоит в том	1	1
43	а также и	3	1
44	не касаемся здесь	2	1
45	тем не менее	2	1
46	мы не касаемся	1	1
47	отношение к слову	1	1
48	в связи с	1	1
49	так и для	1	1
50	прежде всего в	1	1
51	это конечно не	1	1
52	все то что	2	1
53	потому что они	1	1
54	в связи со	1	1
55	то же время	5	1
56	но тем не	1	1
57	впервые в истории	1	1
58	здесь мы должны	1	1
59	и никогда не	1	1
60	на этом мы	1	1
61	включает в себя	1	1
62	но в то	1	1
63	и один из	1	1
64	в то же	5	1
65	прежде всего является	1	1
66	тех или иных	1	1
67	теперь мы можем	2	1
68	в предисловии к	1	1
69	всей своей полноте	1	1
70	человека и его	3	1
71	как и в	3	1
72	только с помощью	1	1
