N	2gram	Propp_Isto_7	VerxiiNi
1	и в	24	26
2	таким образом	7	22
3	с тем	1	18
4	в этом	12	15
5	вместе с	7	15
6	точки зрения	4	13
7	как бы	4	12
8	в том	7	11
9	из этих	3	10
10	не только	21	10
11	и с	1	10
12	может быть	14	10
13	после смерти	3	10
14	связи с	3	9
15	так как	8	9
16	но и	11	9
17	магической силы	3	9
18	что в	13	9
19	но не	6	8
20	и у	2	8
21	с другой	9	8
22	и не	4	8
23	как на	1	8
24	но в	5	7
25	связанные с	2	7
26	но все	4	7
27	из них	2	7
28	том что	10	7
29	потому что	9	7
30	к нему	7	7
31	с одной	5	7
32	то что	7	7
33	а с	1	7
34	одной стороны	5	7
35	того же	2	6
36	представление о	3	6
37	все же	9	6
38	все эти	2	6
39	с точки	1	6
40	к тому	1	6
41	так и	5	6
42	о том	9	6
43	в конце	3	6
44	что и	8	6
45	и потому	1	6
46	все это	8	6
47	мы должны	4	6
48	отношение к	5	5
49	сих пор	3	5
50	и к	1	5
51	в силу	2	5
52	или менее	1	5
53	не имеет	4	5
54	никогда не	4	5
55	для того	1	5
56	в его	1	5
57	богов и	1	5
58	до сих	2	5
59	а не	8	5
60	так же	6	5
61	одной из	4	5
62	более или	1	5
63	в котором	2	4
64	то же	8	4
65	в самом	2	4
66	в этой	1	4
67	и по	3	4
68	должен был	2	4
69	он не	6	4
70	далеко не	1	4
71	попадает в	2	4
72	в которых	1	4
73	в то	2	4
74	очень мало	1	4
75	в нем	6	4
76	а в	10	4
77	и что	10	4
78	и только	1	4
79	только в	6	4
80	на этот	2	4
81	ничем не	2	4
82	не может	14	4
83	из которых	1	4
84	и от	2	4
85	в этих	13	4
86	во время	6	4
87	что он	21	4
88	в виде	1	4
89	же как	4	3
90	не вполне	3	3
91	большей частью	1	3
92	в народном	1	3
93	если в	2	3
94	в своем	1	3
95	и нет	2	3
96	когда он	3	3
97	и как	1	3
98	за собой	1	3
99	в которой	2	3
100	что это	6	3
101	и если	3	3
102	при этом	4	3
103	подойти к	1	3
104	и при	1	3
105	оказывается что	2	3
106	тем не	4	3
107	если бы	1	3
108	то с	1	3
109	не менее	5	3
110	представляет собой	4	3
111	в других	4	3
112	и о	2	3
113	но по	2	3
114	в народных	1	3
115	на нее	1	3
116	ясно что	1	3
117	можно сказать	1	3
118	того что	6	3
119	но с	1	3
120	хотя бы	1	3
121	в качестве	3	3
122	так что	3	3
123	из которого	1	3
124	уже не	2	3
