N	2gram	Bakhtin_Pr_3	FransuaR
1	и в	53	56
2	то есть	48	24
3	в романе	1	21
4	в его	8	18
5	таким образом	6	17
6	все эти	9	15
7	в этом	8	14
8	рабле и	2	14
9	в том	14	13
10	так и	6	13
11	у рабле	3	13
12	он был	1	12
13	в то	5	12
14	и его	10	12
15	то же	6	11
16	в них	2	11
17	в этих	5	11
18	и т.п	31	11
19	как бы	14	11
20	и до	5	10
21	мы уже	5	10
22	еще не	5	10
23	же время	5	10
24	в эпоху	10	10
25	эпохи в	1	9
26	в самом	2	9
27	и не	15	9
28	только в	4	9
29	но и	7	9
30	в сущности	10	8
31	во всех	12	8
32	не только	4	8
33	в нем	10	8
34	и с	6	8
35	и их	2	8
36	и даже	2	8
37	до сих	5	8
38	и др	14	8
39	по своему	6	8
40	сих пор	5	8
41	все это	8	8
42	том что	5	8
43	и на	18	7
44	в большинстве	4	7
45	уже говорили	2	7
46	были еще	1	7
47	как мы	5	7
48	у него	1	7
49	той же	5	6
50	в ее	3	6
51	в этой	1	6
52	но в	5	6
53	на его	3	6
54	точки зрения	4	6
55	вовсе не	3	6
56	мы видим	2	6
57	связи с	1	6
58	большинстве случаев	4	6
59	связаны с	3	6
60	прежде всего	15	6
61	план образов	1	6
62	в той	2	6
63	все они	1	6
64	и все	10	6
65	потому что	5	6
66	одним из	3	5
67	с ее	1	5
68	с его	2	5
69	но не	5	5
70	он не	3	5
71	так сказать	5	5
72	последнее слово	1	5
73	мы видели	2	5
74	во время	1	5
75	своего рода	3	5
76	в процессе	1	5
77	никогда не	2	5
78	в области	3	5
79	говорили что	1	5
80	один из	6	5
81	не было	4	5
82	как и	11	5
83	в творчестве	8	5
84	это были	1	5
85	в условиях	4	5
86	в результате	1	5
87	что в	2	5
88	есть и	2	5
89	и другие	9	5
90	они не	3	5
91	ту же	1	4
92	например в	5	4
93	и потому	5	4
94	они были	1	4
95	в ней	7	4
96	за пределы	1	4
97	и к	5	4
98	в которой	2	4
99	что это	2	4
100	в главе	1	4
101	в себе	5	4
102	при этом	3	4
103	их в	2	4
104	что все	1	4
105	и ее	6	4
106	хвалы и	1	4
107	и более	2	4
108	даже в	1	4
109	одна из	7	4
110	по своей	9	4
111	во всем	2	4
112	форм и	2	4
113	в духе	8	4
114	наконец в	2	4
115	времени и	2	4
116	и которые	2	4
117	и других	9	4
118	о том	2	4
119	и брань	1	4
120	в качестве	1	4
121	конечно не	4	4
122	так как	7	4
123	в особенности	2	4
124	пор еще	2	4
125	и брани	1	4
126	в основе	5	4
127	в свете	1	4
128	в своих	2	4
129	в году	1	3
130	в их	2	3
131	конечно и	4	3
132	меньшей степени	2	3
133	на них	1	3
134	время в	1	3
135	не просто	1	3
136	в своем	1	3
137	перед нами	5	3
138	кроме того	3	3
139	и наконец	2	3
140	главным образом	3	3
141	всех этих	1	3
142	и самый	5	3
143	слова и	3	3
144	здесь нет	1	3
145	не в	2	3
146	но он	2	3
147	в таких	1	3
148	и почти	2	3
149	особый характер	2	3
150	казалось бы	3	3
151	в форме	6	3
152	во все	5	3
153	рядом с	1	3
154	здесь мы	2	3
155	и был	1	3
156	мы наблюдаем	3	3
157	в образе	3	3
158	и здесь	1	3
159	и т.д	2	3
160	все его	2	3
161	а также	4	3
162	это была	2	3
163	подлежит сомнению	1	3
164	между тем	2	3
165	существенную роль	1	3
166	аллюзий на	1	3
167	в литературе	5	3
168	большей или	3	3
169	видели что	2	3
170	одной из	4	3
171	здесь с	1	3
172	так что	1	3
173	уже не	1	3
174	мы находим	2	3
175	что и	3	3
176	может быть	12	3
177	здесь в	10	3
178	или меньшей	3	3
179	еще и	1	3
180	что для	1	3
181	в некоторых	4	3
182	более того	6	3
183	сказать что	10	3
184	там где	1	3
185	с помощью	1	3
186	связь с	2	3
187	к его	1	3
188	образом и	1	3
189	его творчество	2	3
190	здесь есть	1	3
191	со всею	1	3
192	в связи	2	3
193	не подлежит	1	3
194	в большей	2	3
195	то что	9	3
196	речи и	1	3
197	они еще	1	3
198	том числе	11	3
199	новое время	4	2
200	также и	4	2
201	и то	1	2
202	на самом	1	2
203	типа например	1	2
204	в средние	10	2
205	др в	2	2
206	действительности и	2	2
207	и конечно	2	2
208	мы не	4	2
209	почти все	1	2
210	и стиль	1	2
211	конечно в	2	2
212	с другой	2	2
213	почти до	1	2
214	значение и	2	2
215	вовсе еще	1	2
216	себе и	1	2
217	что они	1	2
218	и соти	1	2
219	все остальные	1	2
220	хотя и	4	2
221	когда он	1	2
222	целый ряд	1	2
223	языка а	1	2
224	отчасти и	2	2
225	с их	2	2
226	смеха в	1	2
227	были связаны	2	2
228	на площади	2	2
229	что она	1	2
230	и еще	1	2
231	не как	1	2
232	для понимания	2	2
233	и такие	1	2
234	людей и	1	2
235	так например	2	2
236	глубоко проникнуто	1	2
237	он знал	2	2
238	в мире	5	2
239	его в	2	2
240	здесь как	3	2
241	смеха и	1	2
242	в слове	1	2
243	он и	1	2
244	несмотря на	2	2
245	в развитии	3	2
246	или менее	3	2
247	в своей	3	2
248	еще недостаточно	2	2
249	в котором	1	2
250	с точки	2	2
251	между людьми	3	2
252	и отдельных	1	2
253	и вещи	1	2
254	того как	1	2
255	на народных	1	2
256	что на	1	2
257	характерен для	1	2
258	мы встречаем	1	2
259	начиная с	3	2
260	числе и	10	2
261	той или	1	2
262	существенное значение	3	2
263	и образ	1	2
264	нашей работы	1	2
265	с собой	1	2
266	во многом	2	2
267	еще одного	2	2
268	могла быть	1	2
269	с ним	2	2
270	мире в	1	2
271	смех был	1	2
272	образом в	2	2
273	его жизни	1	2
274	можно сказать	8	2
275	и во	4	2
276	власти и	2	2
277	этот момент	1	2
278	отметить что	2	2
279	во всей	4	2
280	появляется и	1	2
281	нем и	1	2
282	некоторых отношениях	1	2
283	было бы	5	2
284	второй план	1	2
285	но с	1	2
286	что он	4	2
287	очень много	1	2
288	это очень	4	2
289	это не	6	2
290	и тела	1	2
291	уже в	2	2
292	только на	1	2
293	из них	4	2
294	характерно что	2	2
295	гоголя и	1	2
296	к ним	1	2
297	соти и	1	2
298	в других	1	2
299	обычной колеи	2	2
300	смерти и	4	2
301	для того	1	2
302	со смехом	1	2
303	связан с	1	2
304	значение имеет	1	2
305	человека и	7	2
306	видим что	1	2
307	эпоху возрождения	5	2
308	далеко не	2	2
309	романа в	1	2
310	нового времени	8	2
311	говорит о	2	2
312	пародии на	2	2
313	v в	1	2
314	de la	1	2
315	его как	1	2
316	не может	2	2
317	о себе	2	2
318	с какою	2	2
319	и возрождения	1	2
320	вместе с	2	2
321	нет ни	2	2
322	из которых	1	2
323	а не	11	2
324	хотя он	1	2
325	с этой	1	2
326	благодаря этому	1	2
327	но это	3	2
328	подчеркнем еще	2	2
329	и для	4	2
330	которых он	1	2
331	мы найдем	3	2
332	его творчестве	2	2
333	себя на	1	2
334	мира и	2	2
335	которые были	1	2
336	в эту	3	2
337	основе их	1	2
338	а в	2	2
339	между ними	2	2
340	это в	1	2
341	другой стороны	1	2
342	средние века	11	2
343	от всех	1	2
344	является и	1	2
345	культуры в	1	2
346	более или	3	2
347	для эпохи	1	2
348	к этому	4	2
349	он часто	1	2
350	всем и	1	1
351	новые возможности	1	1
352	с острой	1	1
353	того же	2	1
354	всегда во	1	1
355	но был	1	1
356	сатурналий в	1	1
357	фольклора и	1	1
358	из самых	2	1
359	явления и	1	1
360	мировоззрения и	1	1
361	почти всегда	3	1
362	в какой-то	4	1
363	века в	4	1
364	построены как	1	1
365	и литературы	1	1
366	и яркое	1	1
367	по мнению	1	1
368	или наоборот	2	1
369	и себя	1	1
370	образом рабле	1	1
371	это что	1	1
372	бы что	1	1
373	со смертью	2	1
374	он как	1	1
375	вступают в	2	1
376	на равных	2	1
377	равно как	1	1
378	непринужденность и	1	1
379	это вполне	1	1
380	ему в	1	1
381	то это	1	1
382	и со	1	1
383	за всеми	2	1
384	или иным	1	1
385	подчеркнуть что	3	1
386	к своему	1	1
387	литературы и	2	1
388	находил в	1	1
389	литературе эпохи	1	1
390	но конечно	1	1
391	события эпохи	1	1
392	как у	5	1
393	друг к	1	1
394	мы еще	3	1
395	традицией так	1	1
396	для других	2	1
