N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	49
2	прежде всего	9	19
3	в его	11	18
4	и на	1	17
5	не только	17	17
6	и его	1	17
7	в этом	16	15
8	и не	10	15
9	только в	6	13
10	но и	3	13
11	во время	1	12
12	как и	5	11
13	как бы	5	11
14	вовсе не	5	10
15	для него	1	9
16	и др	1	9
17	все это	2	9
18	в сущности	4	8
19	отношение к	3	8
20	до нас	1	8
21	то же	6	7
22	все же	5	7
23	все эти	7	7
24	таким образом	9	7
25	на протяжении	2	7
26	как мы	5	7
27	один из	4	7
28	не может	6	7
29	именно в	3	6
30	так и	6	6
31	и с	3	6
32	рядом с	1	6
33	точки зрения	23	6
34	но он	1	6
35	в то	3	6
36	же время	1	6
37	то что	4	6
38	так как	9	6
39	сказать что	7	6
40	с точки	16	5
41	из этих	5	5
42	но не	3	5
43	в своем	4	5
44	при этом	6	5
45	в эту	1	5
46	в своей	4	5
47	никогда не	1	5
48	тот же	6	5
49	уже в	3	5
50	в начале	1	5
51	может быть	14	5
52	в особенности	2	5
53	относится к	2	5
54	и потому	1	5
55	отношения к	1	4
56	и к	3	4
57	но в	2	4
58	в себе	1	4
59	этот процесс	1	4
60	но все	2	4
61	лишь в	8	4
62	в этих	2	4
63	и более	3	4
64	в области	14	4
65	характер и	1	4
66	она была	1	4
67	с другой	7	4
68	в известной	1	4
69	мы находим	3	4
70	а в	5	4
71	тем что	5	4
72	до сих	8	4
73	не было	4	4
74	там где	3	4
75	и о	4	4
76	сих пор	8	4
77	том что	11	4
78	в свое	2	4
79	значение в	2	4
80	как на	8	4
81	также и	5	3
82	связана с	1	3
83	в самом	13	3
84	почти все	1	3
85	и со	1	3
86	точка зрения	4	3
87	менее всего	1	3
88	он пишет	2	3
89	для которого	2	3
90	раз в	1	3
91	всех этих	1	3
92	и вот	3	3
93	свое время	2	3
94	можно было	11	3
95	было бы	16	3
96	ни в	3	3
97	был и	1	3
98	далеко не	5	3
99	несмотря на	1	3
100	мы видели	3	3
101	в г	1	3
102	во всем	1	3
103	нельзя было	1	3
104	в одном	2	3
105	даже в	1	3
106	к этим	1	3
107	только с	1	3
108	в ее	4	3
109	в собственном	1	3
