N	3gram	Vinokur_St_3	Istorich
1	и т д	2	22
2	не может быть	5	7
3	тем не менее	2	6
4	более или менее	1	5
5	с другой стороны	4	5
6	до сих пор	2	5
7	с одной стороны	2	4
8	на то что	3	4
9	в том что	11	4
10	то же самое	1	3
11	то время как	4	3
12	что это за	2	3
13	в то время	4	3
14	в связи с	3	3
15	о том что	4	3
16	но все же	2	3
17	можно было бы	1	3
18	не означает что	1	2
19	это не может	1	2
20	может быть назван	2	2
21	что мы имеем	2	2
22	но и в	2	2
23	то что в	1	2
24	вместе с тем	1	2
25	и тем не	2	2
26	а не на	1	2
27	это один из	1	2
28	он попадает в	1	2
29	сих пор мы	1	2
30	с самого начала	2	2
31	вопрос о том	1	2
32	по этому поводу	2	2
33	и в конце	1	1
34	до наших дней	1	1
35	как можно было	1	1
36	если бы в	1	1
37	нет никакого сомнения	1	1
38	а иногда и	1	1
39	в прямом смысле	1	1
40	независимо от других	1	1
41	на котором он	1	1
42	иметь в виду	1	1
43	прежде всего в	3	1
44	не говоря уже	1	1
45	и др но	2	1
46	в этом смысле	4	1
47	во многих случаях	1	1
48	только тогда когда	2	1
49	не было и	1	1
50	и больше ничего	1	1
51	в его развитии	1	1
52	тесно связана с	2	1
53	ответить на вопрос	1	1
54	и т п	6	1
55	такая точка зрения	1	1
56	в какой степени	1	1
57	было и тем	1	1
58	говоря уже о	1	1
59	и др или	1	1
60	приводит к тому	1	1
61	которая была бы	1	1
62	в том чтобы	2	1
63	того что он	1	1
64	не только в	3	1
65	в дальнейшем же	1	1
66	в них как	1	1
67	но в целом	1	1
68	это не так	2	1
69	он должен был	1	1
70	не в том	3	1
71	в этом направлении	1	1
72	тем или иным	1	1
73	в том отношении	1	1
74	выше было указано	1	1
75	на этом пути	1	1
76	но так как	1	1
77	которое можно назвать	1	1
78	таким образом в	1	1
79	так как его	1	1
80	и что такое	1	1
81	в одном из	1	1
82	не в форме	1	1
83	но здесь он	1	1
84	на котором эти	1	1
85	том отношении что	1	1
86	к тому что	2	1
87	и что он	1	1
88	дело не в	1	1
89	и в этом	2	1
90	бы быть очень	1	1
91	для того чтобы	1	1
92	начала xix века	1	1
93	весьма скромное место	1	1
94	в этом отношении	4	1
