N	2gram	Bakhtin_fo_1	Problemy
1	и в	50	35
2	как бы	2	31
3	и не	14	27
4	что он	1	24
5	в его	13	21
6	но в	10	19
7	как и	8	18
8	к себе	4	18
9	не может	6	18
10	себе самому	4	18
11	к другому	2	16
12	в нем	24	16
13	то есть	33	16
14	то же	11	15
15	с самим	5	15
16	и все	6	15
17	в сущности	3	14
18	в этом	25	14
19	и его	16	14
20	для него	2	14
21	может быть	11	14
22	но и	8	14
23	все это	4	14
24	он не	5	13
25	с другим	1	13
26	и с	4	12
27	в другом	1	12
28	прежде всего	15	12
29	и к	2	12
30	в пределах	5	11
31	в то	9	11
32	слова и	2	11
33	самом деле	1	10
34	не только	9	10
35	не в	5	10
36	же время	9	10
37	героя и	7	10
38	то что	6	10
39	самим собою	3	9
40	в отношении	3	9
41	ни одного	1	9
42	мы уже	11	8
43	я не	1	8
44	все же	6	8
45	к герою	1	8
46	самого начала	2	8
47	как мы	14	8
48	с самого	2	8
49	так и	12	8
50	себя и	3	8
51	и для	4	8
52	потому что	4	8
53	еще не	5	7
54	на них	2	7
55	с его	9	7
56	себе и	3	7
57	и наконец	1	7
58	самим собой	2	7
59	лишь в	6	7
60	там где	2	7
61	таким образом	11	7
62	я сам	1	7
63	для себя	7	7
64	и сам	1	7
65	вовсе не	13	7
66	так же	6	7
67	себя самого	1	7
68	точки зрения	5	7
69	с ним	2	7
70	а в	3	7
71	отношению к	5	7
72	и на	8	6
73	он сам	1	6
74	но не	5	6
75	по отношению	3	6
76	отношение к	2	6
77	в самом	8	6
78	в плане	1	6
79	в каждом	1	6
80	к тому	3	6
81	в одном	3	6
82	только в	4	6
83	и т.п	4	6
84	стремится к	1	6
85	от него	1	6
86	не знает	3	6
87	что в	5	6
88	и то	4	5
89	с собою	1	5
90	как в	6	5
91	в себе	3	5
92	на протяжении	1	5
93	в конце	9	5
94	во время	1	5
95	да и	3	5
96	уже говорили	3	5
97	его с	1	5
98	и это	4	5
99	в глаза	2	5
100	в том	9	5
101	с ними	1	5
102	так что	1	5
103	и даже	2	5
104	когда я	1	5
105	к своему	2	5
106	в романах	2	5
107	этого слова	1	5
108	самому и	1	5
109	героя в	1	5
110	ведь и	1	4
111	в мире	1	4
112	в чем	2	4
113	нет и	2	4
114	же и	2	4
115	сливается с	1	4
116	та же	1	4
117	что это	1	4
118	но на	4	4
119	и вот	1	4
120	друг с	1	4
121	но все	5	4
122	его в	3	4
123	в них	4	4
124	рядом с	2	4
125	в эту	1	4
126	в своей	2	4
127	но он	2	4
128	друг другу	2	4
129	по себе	2	4
130	я для	1	4
131	никогда не	2	4
132	во всем	2	4
133	как раз	13	4
134	это слово	1	4
135	протяжении всего	1	4
136	той или	2	4
137	где он	1	4
138	все его	3	4
139	тотчас же	1	4
140	наконец в	1	4
141	и у	5	4
142	только на	3	4
143	всяком случае	1	4
144	так как	6	4
145	не о	2	4
146	у него	6	4
147	тем что	2	4
148	или иной	2	4
149	с другой	2	4
150	и прежде	2	4
151	с другом	1	4
152	что не	3	4
153	до конца	4	4
154	а не	3	4
155	с которым	1	4
156	но как	1	4
157	по своему	1	4
158	в той	4	4
159	это он	1	4
160	человек и	2	4
161	бы в	1	4
162	но зато	1	4
163	тот же	1	4
164	что ты	1	4
165	во всяком	3	4
166	как его	1	3
167	высшей степени	1	3
168	и со	1	3
169	в виду	3	3
170	во всех	6	3
171	совсем не	2	3
172	для других	4	3
173	герою и	2	3
174	с этим	6	3
175	его к	1	3
176	нет здесь	3	3
177	в целом	2	3
178	все эти	9	3
179	тому же	2	3
180	одно и	3	3
181	к другу	2	3
182	было бы	2	3
183	нет в	2	3
184	в высшей	1	3
185	с тем	3	3
186	в котором	4	3
187	самого героя	1	3
188	не как	2	3
189	раз и	2	3
190	ничего не	9	3
191	или как	4	3
192	к концу	3	3
