N	3gram	Bakhtin_Pr_1	slovoVRo
1	и т п	13	33
2	не может быть	11	15
3	в отличие от	5	12
4	в значительной степени	1	6
5	с одной стороны	3	5
6	к своему предмету	1	5
7	той или иной	2	5
8	в большинстве случаев	5	5
9	по отношению к	19	4
10	то же время	3	4
11	в то же	3	4
12	в узком смысле	1	4
13	в том что	3	4
14	с точки зрения	6	3
15	в этом отношении	2	3
16	но в то	1	3
17	так и в	2	3
18	одной стороны и	1	3
19	зрения на мир	1	2
20	в чем не	2	2
21	а вовсе не	1	2
22	в свою очередь	1	2
23	а также и	1	2
24	языка то есть	1	2
25	до сих пор	1	2
26	хотя бы и	1	2
27	может быть и	1	2
28	не только в	2	2
29	не могут быть	2	2
30	никогда не может	2	2
31	в их целом	1	2
32	и в романе	1	2
33	ни в чем	2	2
34	приходится иметь дело	2	2
35	языка может быть	1	2
36	в связи с	1	2
37	как мы уже	1	2
38	для того чтобы	2	2
39	во всех его	4	2
40	человека и его	1	2
41	и т д	1	2
42	в этом его	1	1
43	и может быть	1	1
44	на нем и	1	1
45	но она может	1	1
46	а следовательно и	1	1
47	точка зрения на	1	1
48	хотя и не	1	1
49	и не в	1	1
50	как композиционная форма	2	1
51	имеет дело с	4	1
52	конечно и в	1	1
53	отношения к материалу	2	1
54	вообще и не	1	1
55	в какой мере	2	1
56	иметь в виду	1	1
57	а не с	1	1
58	то есть не	1	1
59	входить в рассмотрение	1	1
60	далеко не все	1	1
61	хотя бы только	1	1
62	в известной степени	2	1
63	также и в	1	1
64	всех его моментах	1	1
65	то есть к	1	1
66	на первый план	2	1
67	и в то	2	1
68	до известной степени	1	1
69	сами по себе	1	1
70	то есть вне	1	1
71	нем и с	1	1
72	может иметь место	1	1
73	но и в	2	1
74	существенного отношения к	1	1
75	между тем как	5	1
76	может быть конечно	1	1
77	но конечно не	1	1
78	и не может	2	1
79	в напряженном и	1	1
80	иметь место в	1	1
81	на то что	1	1
82	могли бы быть	1	1
83	в лучшем случае	2	1
84	и уже затем	1	1
85	со всех сторон	2	1
86	может быть только	3	1
87	самого слова и	1	1
88	может и не	2	1
89	все снова и	1	1
90	конечно не в	1	1
91	эти высказывания могут	1	1
92	в применении к	3	1
93	не входят в	2	1
94	и в них	2	1
95	значительной степени и	1	1
96	убираются леса когда	1	1
97	независимо от него	1	1
98	и как мы	1	1
99	говорить об особой	1	1
100	однако отметить что	1	1
101	на фоне которого	1	1
102	в нашем случае	1	1
103	материал в его	1	1
104	связи и взаимоотношения	1	1
105	в нем не	1	1
106	в этом направлении	1	1
107	не для того	1	1
108	как убираются леса	1	1
109	в области поэтики	1	1
110	то есть чисто	2	1
111	с другой стороны	4	1
112	в себе все	1	1
113	тем или иным	1	1
114	все то что	3	1
115	именно в том	1	1
116	он живет и	1	1
117	тем не менее	3	1
118	как предмету познания	1	1
119	того или иного	2	1
120	а в том	1	1
121	и с которым	1	1
122	таким образом в	1	1
123	в нем нет	1	1
124	как и в	1	1
125	себя и в	1	1
126	на протяжении всего	1	1
127	слова это не	1	1
128	мы можем сказать	2	1
129	отношение к материалу	1	1
130	к нему и	2	1
131	в процессе работы	1	1
132	как бы две	1	1
133	зрения не может	1	1
134	языка как такового	1	1
135	с помощью одного	1	1
136	язык в его	1	1
137	не может и	2	1
138	в другом случае	1	1
139	это как бы	1	1
140	нем не только	1	1
141	к единству языка	1	1
142	в его целом	5	1
143	о которых мы	1	1
144	и в нем	3	1
145	снова и снова	1	1
146	его в области	1	1
147	не довлеет себе	2	1
148	она не может	1	1
149	выходят за пределы	1	1
150	социальные и исторические	1	1
151	тем как в	2	1
152	мы еще не	1	1
