N	2gram	Propp_Morf_1	FransuaR
1	и в	13	65
2	и др	10	24
3	как бы	3	22
4	и не	12	22
5	вовсе не	4	18
6	в сущности	3	16
7	в том	6	16
8	в этом	14	15
9	но в	2	14
10	мы уже	1	12
11	и на	1	11
12	прежде всего	9	11
13	все эти	2	10
14	не только	4	10
15	и его	1	10
16	так и	6	10
17	но и	4	10
18	во всех	4	9
19	в его	1	9
20	форм и	1	9
21	в основе	1	8
22	и даже	1	8
23	по своему	2	8
24	и другие	6	8
25	его в	2	7
26	точки зрения	2	7
27	в области	1	7
28	только в	2	7
29	на самом	4	6
30	еще не	3	6
31	все же	7	6
32	и у	1	6
33	главным образом	4	6
34	при этом	1	6
35	том что	4	6
36	как мы	6	6
37	нашей работы	2	6
38	одно из	1	6
39	так как	16	6
40	может быть	52	6
41	не знает	1	6
42	сказать что	2	6
43	связана с	3	5
44	с его	2	5
45	отличие от	1	5
46	как в	3	5
47	в них	1	5
48	как и	3	5
49	в своей	1	5
50	потому что	3	5
51	между тем	5	5
52	для него	1	5
53	в одном	1	5
54	еще и	1	5
55	и пр	37	5
56	в частности	2	5
57	в той	1	5
58	и все	1	5
59	и до	1	4
60	начала в	1	4
61	и к	4	4
62	в этой	2	4
63	входит в	2	4
64	во время	6	4
65	не в	3	4
66	до сих	1	4
67	связи с	10	4
68	из них	3	4
69	отношение к	1	4
70	сих пор	1	4
71	это уже	3	4
72	для нас	2	4
73	между ними	1	4
74	совершенно не	1	4
75	можно говорить	1	3
76	самом деле	4	3
77	по его	1	3
78	мы будем	3	3
79	уже не	2	3
80	но все	3	3
81	то что	8	3
82	в себе	1	3
83	но на	1	3
84	и с	1	3
85	это не	6	3
86	далеко не	5	3
87	с точки	2	3
88	но это	6	3
89	даже в	1	3
90	эти формы	2	3
91	на котором	3	3
92	ничего не	4	3
93	этом отношении	1	3
94	и здесь	5	3
95	не могут	4	3
96	в виду	1	3
97	с другой	8	3
98	к нему	3	3
99	во всей	1	3
100	в форме	6	3
101	что он	4	3
102	но как	2	3
103	итак в	1	3
104	друг друга	3	3
105	как раз	1	3
106	в других	3	3
107	в ряду	1	3
108	и их	2	3
109	в тех	6	3
110	в состоянии	1	3
111	но для	2	3
112	не является	3	3
113	и ни	1	3
114	не может	14	3
115	что в	8	3
116	одним из	1	2
117	например в	2	2
118	он требует	2	2
119	вопрос мы	1	2
120	очень широко	1	2
121	не вполне	1	2
122	которое в	1	2
123	это время	1	2
124	он был	1	2
125	в чем	1	2
126	но не	4	2
127	не входит	1	2
128	значение и	1	2
129	и наконец	1	2
130	это определение	1	2
131	из этих	1	2
132	во многих	1	2
133	он не	3	2
134	и вот	1	2
135	на его	4	2
136	и по	2	2
137	так например	3	2
138	а затем	4	2
139	конечно в	1	2
140	на все	1	2
141	большинстве случаев	3	2
142	это было	3	2
143	в этих	13	2
144	но эта	1	2
145	их в	1	2
146	бы быть	1	2
147	в таких	2	2
148	дело в	1	2
149	на него	3	2
150	во всем	1	2
151	же он	1	2
152	уже очень	1	2
153	он называет	1	2
154	могут быть	16	2
155	к тому	4	2
156	в наши	1	2
157	и многие	1	2
158	и этим	5	2
159	приводит к	2	2
160	на что	1	2
161	связанная с	1	2
162	прав он	1	2
163	о том	2	2
164	можно сказать	2	2
165	все формы	1	2
166	но с	1	2
167	мы видим	13	2
168	этот вопрос	2	2
169	с одной	1	2
170	в большинстве	3	2
171	только на	1	2
172	от того	3	2
173	в особенности	1	2
174	что не	1	2
175	всего мира	1	2
176	в некоторых	3	2
177	одной стороны	1	2
178	на этот	1	2
179	о необходимости	1	2
180	несмотря на	4	2
181	некоторые из	1	2
182	наряду с	5	2
183	в это	1	2
184	того что	3	2
185	еще раз	1	2
186	что мы	2	2
187	в целом	3	2
188	между прочим	1	2
189	кроме того	1	2
190	и для	2	2
191	это можно	1	2
192	или в	4	2
193	хотя и	3	2
194	от него	1	2
195	ни к	2	2
196	же в	2	2
197	здесь только	1	2
198	в свое	2	2
199	в таком	1	2
200	вне связи	3	1
201	тех же	4	1
202	многих отношениях	1	1
203	это и	2	1
204	и должны	1	1
205	между двумя	1	1
206	из самых	1	1
207	явления и	1	1
208	собственном смысле	3	1
209	что мотив	1	1
210	значение но	1	1
211	то же	7	1
212	и подобные	1	1
213	мы не	8	1
214	на первом	1	1
215	этого нет	2	1
216	большую роль	1	1
217	на эти	1	1
218	со смертью	2	1
219	говорить о	3	1
220	и заставляет	1	1
221	труд и	1	1
222	иногда почти	1	1
223	видит в	1	1
224	в быту	1	1
225	же она	2	1
226	по отношению	4	1
227	а и	3	1
228	вступают в	3	1
229	или иное	1	1
230	чем же	1	1
231	с этим	11	1
232	если на	1	1
233	не хватает	3	1
234	все остальные	1	1
235	в полном	1	1
236	как уже	2	1
237	и как	5	1
238	говорит что	1	1
239	имеет в	1	1
240	развития все	1	1
241	как таковое	2	1
242	в этот	1	1
243	по плечу	1	1
244	типа а	1	1
245	проявляются в	1	1
246	иными средствами	1	1
247	в которой	3	1
248	в нашем	3	1
249	имеем в	6	1
250	на то	2	1
251	остановимся лишь	1	1
252	но прежде	1	1
253	вообще не	1	1
254	в v	1	1
255	по-видимому не	1	1
256	это лицо	1	1
257	момента в	1	1
258	для того	2	1
259	имеет огромное	2	1
260	не определяет	2	1
261	и более	1	1
262	ни были	1	1
263	на этом	3	1
264	в основу	2	1
265	здесь мы	3	1
266	могла бы	4	1
267	как они	1	1
268	мифологии и	1	1
269	типы и	1	1
270	связанные с	1	1
271	и может	1	1
272	они должны	1	1
273	в совершенно	1	1
274	об этом	4	1
275	них не	1	1
276	где оно	2	1
277	ощущается как	1	1
278	было бы	3	1
279	лишь на	2	1
280	научная литература	1	1
281	ниже и	1	1
282	нет в	1	1
283	о которых	1	1
284	сам он	3	1
285	мы имеем	9	1
286	переходим к	1	1
287	оно имеет	1	1
288	многие другие	1	1
289	на первый	3	1
290	исторической действительности	1	1
291	которую он	1	1
292	и при	1	1
293	что такое	3	1
294	еще недостаточно	1	1
295	к истории	1	1
296	лежат в	1	1
297	наших дней	2	1
298	это делает	1	1
299	мы говорили	1	1
300	что элементы	1	1
301	не столько	1	1
302	в которых	2	1
303	значение для	1	1
304	как это	3	1
305	только для	1	1
306	точку зрения	1	1
307	которые в	1	1
308	свет на	1	1
309	но он	1	1
310	носит характер	1	1
311	можно ли	1	1
312	не менее	5	1
313	вплоть до	1	1
314	но они	1	1
315	она не	2	1
316	что с	1	1
317	и художественной	1	1
318	в то	3	1
319	пока условно	1	1
320	в самых	2	1
321	не стремится	1	1
322	отнесены в	1	1
323	видим что	10	1
324	другой стороны	4	1
325	через все	1	1
326	тех или	1	1
327	вопрос в	2	1
328	здесь же	3	1
329	характерен для	1	1
330	или иных	1	1
331	не потому	1	1
332	с другом	1	1
333	у нас	2	1
334	но там	1	1
335	это по	1	1
336	очень важных	1	1
337	и развития	1	1
338	о происхождении	2	1
339	определить ее	1	1
340	они и	3	1
341	например на	1	1
342	бы они	2	1
343	оно не	2	1
344	что при	2	1
345	легенд и	1	1
346	наши дни	1	1
347	им в	1	1
348	и обозначаем	1	1
349	того чтобы	3	1
350	людей в	1	1
351	здесь не	2	1
352	без всякого	2	1
353	некоторые стороны	1	1
354	и пользуется	2	1
355	тем в	1	1
356	в собственном	3	1
357	они ни	1	1
358	формах ее	1	1
359	и говорит	1	1
360	действия и	1	1
361	всей своей	1	1
362	в пределах	3	1
363	как с	1	1
364	с известными	1	1
365	с собой	3	1
366	можно было	2	1
367	он именно	1	1
368	те же	1	1
369	здесь как	1	1
370	здесь нет	1	1
371	иногда в	5	1
372	еще в	1	1
373	изучения в	2	1
374	остановимся на	1	1
375	но здесь	1	1
376	находится в	1	1
377	только и	1	1
378	одних форм	1	1
379	настоящее время	3	1
380	в глаза	2	1
381	теми или	1	1
382	они принадлежат	1	1
383	по их	3	1
384	и были	1	1
385	на ее	1	1
386	придется остановиться	1	1
387	два типа	1	1
388	непосредственно после	1	1
389	лишь к	1	1
390	на других	1	1
391	научной литературе	1	1
392	и она	1	1
393	дома в	2	1
394	не зная	1	1
395	в формах	1	1
396	один из	5	1
397	образом как	1	1
398	в новой	1	1
399	функции как	1	1
400	важное значение	1	1
401	одной из	1	1
402	с ними	1	1
403	ли он	1	1
404	в какой	3	1
405	и действительно	1	1
406	обычно совершенно	1	1
407	который в	2	1
408	очень многих	2	1
409	всяком случае	2	1
410	никак нельзя	1	1
411	и ее	3	1
412	особую форму	5	1
413	всегда предшествует	1	1
414	для всех	1	1
415	к земле	1	1
416	по законам	1	1
417	от других	2	1
418	его и	2	1
419	за ним	1	1
420	превращаются в	1	1
421	их как	2	1
422	он имеет	1	1
423	на части	1	1
424	что и	7	1
425	с этими	1	1
426	у него	1	1
427	случае не	3	1
428	тем что	4	1
429	это положение	2	1
430	в очень	1	1
431	и материал	1	1
432	момент в	1	1
433	до наших	2	1
434	без всякой	2	1
435	со стороны	3	1
436	одном месте	1	1
437	и создает	1	1
438	точек зрения	1	1
439	на работу	2	1
440	до известной	1	1
441	очень большое	1	1
442	которые не	1	1
443	себя и	2	1
444	что им	1	1
445	а на	3	1
446	стремится к	1	1
447	не исключает	2	1
448	не на	2	1
449	а не	11	1
450	однако и	1	1
451	к таким	1	1
452	те элементы	1	1
453	так называемой	1	1
454	о чем	1	1
455	одна из	4	1
456	пр и	2	1
457	для этой	3	1
458	наиболее известных	1	1
459	уже давно	1	1
460	все более	1	1
461	разные функции	1	1
462	но оно	2	1
463	и становятся	1	1
464	это иногда	1	1
465	этот мотив	1	1
466	из которых	3	1
467	а потому	1	1
468	в течение	1	1
469	есть на	1	1
470	в тот	1	1
471	там где	5	1
472	друг с	1	1
473	был послан	1	1
474	многих других	1	1
475	сказки если	1	1
476	бросается в	1	1
477	есть и	4	1
478	нам еще	2	1
479	как например	2	1
480	происходит с	1	1
481	ведь и	1	1
482	в начале	3	1
483	что касается	1	1
484	более и	1	1
485	ее можно	1	1
486	известной степени	1	1
487	переходят на	1	1
488	в связи	9	1
489	совершается в	2	1
490	тем и	2	1
491	в результате	7	1
492	в настоящее	3	1
493	работы мы	1	1
494	очень ярко	1	1
495	как эта	1	1
496	еще придется	1	1
497	друга это	1	1
498	хотя бы	4	1
499	все они	1	1
500	не выдерживает	1	1
501	на другие	2	1
502	этот же	1	1
503	отношению к	4	1
504	можно наблюдать	3	1
505	огромное значение	2	1
506	это так	2	1
507	типична для	2	1
508	также не	1	1
509	к этому	3	1
510	как на	1	1
511	во всяком	2	1
512	такой же	1	1
513	они не	1	1
