N	3gram	Ircho_Kome_1	Formalny
1	и т п	5	9
2	в этом отношении	3	7
3	то же время	4	5
4	в то же	4	5
5	во всяком случае	2	5
6	и т д	4	5
7	вместе с тем	1	4
8	как мы видели	1	4
9	в высшей степени	1	4
10	из всего этого	2	3
11	в зависимости от	1	3
12	сам по себе	1	3
13	но и в	2	3
14	в большинстве случаев	1	3
15	в значительной степени	1	3
16	с другой стороны	5	3
17	для того чтобы	1	3
18	в отличие от	1	2
19	и в дальнейшем	1	2
20	в применении к	1	2
21	в конце концов	4	2
22	они должны были	1	2
23	ни в чем	1	2
24	с самого начала	1	2
25	и прежде всего	1	2
26	к тому что	1	2
27	в предисловии к	1	2
28	в том что	9	2
29	и в конце	1	1
30	что иное как	1	1
31	из этих элементов	1	1
32	следует отметить что	1	1
33	что же касается	1	1
34	более или менее	1	1
35	не говоря уже	2	1
36	на этом фоне	1	1
37	в отрыве от	1	1
38	с одной стороны	3	1
39	до сих пор	2	1
40	говоря уже о	2	1
41	можно говорить о	1	1
42	что он не	1	1
43	но он не	1	1
44	в этот период	1	1
45	может быть даже	2	1
46	именно на эту	1	1
47	т е в	2	1
48	в этой области	1	1
49	в данном случае	1	1
50	и тот же	1	1
51	смысле этого слова	1	1
52	в той же	1	1
53	как один из	1	1
54	но при этом	1	1
55	так или иначе	1	1
56	чуть ли не	1	1
57	была поставлена в	1	1
58	бы то ни	2	1
59	мы не найдем	1	1
60	таким образом в	2	1
61	по тем же	1	1
62	быть даже и	1	1
63	первой из них	1	1
64	это потребность в	1	1
65	большей или меньшей	1	1
66	едва ли можно	1	1
67	т п в	1	1
68	все остальные отрицательные	1	1
69	по аналогии с	1	1
70	совершенно очевидно что	1	1
71	не что иное	1	1
72	тем не менее	1	1
73	на то чтобы	1	1
74	как и в	2	1
75	в чем не	1	1
