N	3gram	Tiupa_Narr_1	Problema
1	с точки зрения	1	11
2	той или иной	4	11
3	тем не менее	3	10
4	содержит в себе	1	8
5	в том что	5	8
6	в той или	1	7
7	то же самое	2	6
8	по крайней мере	1	6
9	сам по себе	1	6
10	с другой стороны	1	6
11	в данном случае	8	5
12	не только в	6	4
13	во всяком случае	2	4
14	мы имеем дело	2	3
15	на самом деле	1	3
16	точно так же	1	3
17	в зависимости от	2	3
18	в связи с	2	3
19	той или другой	1	3
20	о том что	2	3
21	и т д	1	3
22	ни о каких	1	2
23	что иное как	1	2
24	сами по себе	2	2
25	для того чтобы	3	2
26	в смысловом отношении	1	2
27	более или менее	1	2
28	чем иным как	2	2
29	не может обойтись	1	2
30	в то же	4	2
31	к тому же	5	2
32	жизни а в	1	1
33	но все же	1	1
34	только потому что	1	1
35	это то что	1	1
36	дело в том	2	1
37	же как и	1	1
38	в начале или	1	1
39	и не может	1	1
40	и в то	1	1
41	бы то ни	1	1
42	заходящего солнца и	1	1
43	только то что	1	1
44	не говорится но	1	1
45	что не только	1	1
46	том числе и	1	1
47	но в зависимости	1	1
48	связанных между собой	1	1
49	одно и то	2	1
50	до сих пор	2	1
51	не то что	1	1
52	и то что	1	1
53	в ней не	1	1
54	войне и мире	2	1
55	то ни было	1	1
56	мы не знаем	1	1
57	с одной стороны	1	1
58	сознания которая не	1	1
59	однако тут же	1	1
60	и потому что	1	1
61	и как бы	1	1
62	имеем дело с	2	1
63	роль не только	1	1
64	в эстетике и	1	1
65	в том числе	1	1
66	еще и потому	1	1
67	само по себе	1	1
68	бросается в глаза	1	1
69	человеческой жизни а	1	1
70	жизни то есть	1	1
71	что не имеет	1	1
72	в известном смысле	2	1
73	здесь не только	1	1
74	по себе а	1	1
75	в войне и	2	1
76	сказать и о	1	1
77	в свою очередь	2	1
78	то что не	1	1
79	настоящего и будущего	1	1
80	начало и конец	3	1
81	и тем самым	4	1
82	времени и пространстве	6	1
83	указывает не на	1	1
84	ничего не говорит	1	1
85	на то что	2	1
86	не говоря о	1	1
87	по себе но	1	1
88	об этом свидетельствует	1	1
89	оно взывает к	1	1
90	к тому что	1	1
91	они могут быть	1	1
92	себе но как	1	1
93	как и в	1	1
94	что именно в	1	1
95	всяком случае он	1	1
