N	3gram	Potebnia_M_1	Narrotol
1	в том что	13	8
2	не только в	3	6
3	по отношению к	13	5
4	с одной стороны	3	5
5	о том что	1	4
6	тем не менее	6	4
7	в этом отношении	1	3
8	но при этом	1	3
9	то же время	3	3
10	в то же	3	3
11	к тому что	2	3
12	с точки зрения	3	2
13	на самом деле	1	2
14	подобно тому как	3	2
15	в ответ на	1	2
16	но и в	4	2
17	и т п	2	2
18	точно так же	1	2
19	так же как	1	2
20	не зависит от	1	2
21	в том как	3	2
22	в себе самом	1	2
23	а в том	3	2
24	и все же	1	2
25	и тем самым	1	2
26	не только не	2	2
27	не может быть	9	2
28	времени и пространства	1	2
29	все то что	2	2
30	таким образом что	2	1
31	и того же	2	1
32	в том виде	1	1
33	на том что	1	1
34	а между тем	3	1
35	что иное как	2	1
36	одной стороны и	1	1
37	в живой речи	1	1
38	и в жизни	1	1
39	более или менее	1	1
40	по его словам	2	1
41	в этом смысле	4	1
42	когда в душе	1	1
43	в таком случае	2	1
44	вопроса а как	1	1
45	что человек есть	1	1
46	не могло бы	2	1
47	то и в	2	1
48	виде в каком	1	1
49	можно было бы	1	1
50	на этот вопрос	2	1
51	в противном случае	3	1
52	может быть только	1	1
53	как в жизни	1	1
54	в целом он	1	1
55	до сих пор	1	1
56	так а не	1	1
57	но в действительности	1	1
58	а не иначе	1	1
59	того на что	1	1
60	и потому не	1	1
61	не в том	4	1
62	в связи с	1	1
63	не только к	1	1
64	и что в	3	1
65	во всяком случае	1	1
66	этой точки зрения	1	1
67	том виде в	1	1
68	потому что я	1	1
69	но с другой	2	1
70	по всей вероятности	1	1
71	в то время	1	1
72	с этой точки	1	1
73	так и в	3	1
74	если же в	1	1
75	по его мнению	4	1
76	с этой стороны	1	1
77	одного и того	2	1
78	в том смысле	4	1
79	не что иное	2	1
80	для того чтобы	2	1
