N	2gram	Bakhtin_Pr_4	Poddanst
1	не только	14	17
2	и в	46	14
3	и не	27	12
4	в области	1	11
5	в этом	16	10
6	в отношении	3	10
7	но в	6	9
8	то же	6	9
9	в том	9	9
10	в пределах	10	8
11	хотя бы	2	8
12	только в	6	7
13	в то	5	7
14	же время	5	7
15	в ней	1	6
16	было бы	3	6
17	но и	12	6
18	отношении к	2	5
19	в которых	2	5
20	с другой	3	5
21	может быть	23	5
22	и пр	2	5
23	а я	1	5
24	не в	10	5
25	и о	3	5
26	если бы	3	4
27	в своем	3	4
28	и к	9	4
29	как бы	19	4
30	и если	1	4
31	том что	4	4
32	не может	19	4
33	и потому	1	4
34	в котором	5	4
35	по себе	7	4
36	что в	4	4
37	а в	2	4
38	то что	4	4
39	мы не	4	3
40	между тем	2	3
41	это не	5	3
42	хотя и	6	3
43	и как	2	3
44	с одной	1	3
45	в себе	7	3
46	в нем	17	3
47	сами по	2	3
48	прежде всего	9	3
49	одной стороны	1	3
50	что мы	2	3
51	и без	1	3
52	с точки	9	3
53	но не	4	3
54	могут быть	2	3
55	тем самым	1	3
56	потому что	4	3
57	точки зрения	11	3
58	я и	1	3
59	и это	3	2
60	отношения к	2	2
61	например в	4	2
62	в сфере	1	2
63	в ее	1	2
64	и есть	1	2
65	в мире	3	2
66	по сравнению	1	2
67	является в	1	2
68	но к	1	2
69	никак не	3	2
70	в xix	1	2
71	не нужно	2	2
72	время в	1	2
73	в значительной	1	2
74	во всех	5	2
75	ценности в	1	2
76	если в	2	2
77	в общем	2	2
78	со стороны	1	2
79	с этим	2	2
80	стороны и	2	2
81	духа и	1	2
82	бы ни	2	2
83	теперь в	1	2
84	есть в	6	2
85	и резко	2	2
86	и других	4	2
87	в его	9	2
88	не к	3	2
89	в силу	1	2
90	и вот	1	2
91	как раз	7	2
92	в последние	1	2
93	именно как	2	2
94	и с	7	2
95	точек зрения	4	2
96	именно в	1	2
97	и мы	1	2
98	и тем	2	2
99	в жизни	5	2
100	xix веке	1	2
101	в них	1	2
102	не было	2	2
103	а не	11	2
104	должно быть	4	2
105	нужно было	1	2
106	жизнь которую	1	2
107	не столько	1	2
108	не будем	1	2
109	друг другу	1	2
110	ней не	1	2
111	не менее	2	2
112	все это	6	2
113	не о	1	2
114	одна из	2	2
115	слова но	4	2
116	да и	4	2
117	еще более	3	2
118	для нас	2	2
119	в частности	1	2
120	как на	1	2
121	том числе	4	2
122	также и	3	1
123	глубоко в	1	1
124	же как	2	1
125	с другом	5	1
126	и через	2	1
127	и то	1	1
128	и сгинет	1	1
129	оказаться в	1	1
130	тем же	3	1
131	и этим	3	1
132	в себя	4	1
133	по преимуществу	1	1
134	к жизни	2	1
135	идет речь	1	1
136	должна быть	2	1
137	собственном смысле	1	1
138	стремиться к	1	1
139	на нее	1	1
140	те же	2	1
141	не с	1	1
142	особенно в	5	1
143	и само	2	1
144	еще в	1	1
145	в эпоху	1	1
146	для этого	2	1
147	к пределу	1	1
148	в собственном	1	1
149	ними как	1	1
150	ослабевает и	1	1
151	не вполне	1	1
152	на себя	4	1
153	с ее	3	1
154	слова о	1	1
155	в некотором	1	1
156	мы и	3	1
157	эти явления	3	1
158	и здесь	4	1
159	вопроса и	1	1
160	но несколько	1	1
161	подчеркнуть что	1	1
162	может не	1	1
163	с разных	1	1
164	и что	3	1
165	литературы и	1	1
166	могут дать	1	1
167	еще не	7	1
168	и на	11	1
169	в различных	3	1
170	с его	5	1
171	это имеет	1	1
172	различия между	1	1
173	смысле не	1	1
174	увидеть и	1	1
175	и необходимы	1	1
176	что и	3	1
177	отличие от	3	1
178	перед тем	1	1
179	однако же	1	1
180	в явлении	1	1
181	не входят	2	1
182	вот как	2	1
183	все же	4	1
184	и слова	2	1
185	сочетаются с	1	1
186	выражены в	1	1
187	мы видим	1	1
188	и критика	1	1
189	действие в	1	1
190	более или	3	1
191	в какой	1	1
192	с определенной	1	1
193	необходимы и	1	1
194	в самом	9	1
195	в условиях	3	1
196	но как	1	1
197	бы и	2	1
198	что это	1	1
199	могли бы	1	1
200	есть для	1	1
201	решают вопроса	1	1
202	из этих	3	1
203	если мы	5	1
204	именно на	1	1
205	в эти	1	1
206	человека с	1	1
207	себя в	3	1
208	отчасти и	2	1
209	под его	1	1
210	переходит в	1	1
211	только один	1	1
212	уже в	4	1
213	во многих	1	1
214	xviii и	1	1
215	в большинстве	9	1
216	только на	3	1
217	на то	3	1
218	но на	2	1
219	в наших	1	1
220	в мир	1	1
221	и знать	1	1
222	к миру	1	1
223	только к	2	1
224	мы знаем	1	1
