N	3gram	Bakhtin_Fr_6	StatiiOP
1	в том что	2	17
2	о том что	5	11
3	для того чтобы	1	10
4	с точки зрения	2	8
5	до сих пор	3	7
6	в этом отношении	3	7
7	в данном случае	2	6
8	с другой стороны	2	6
9	в самом деле	4	5
10	в этой области	1	5
11	не может быть	1	5
12	дело в том	1	4
13	то же время	5	4
14	не только в	1	4
15	что и в	1	4
16	нужно сказать что	2	4
17	в то же	5	4
18	том что в	1	3
19	сказать что в	2	3
20	по отношению к	1	3
21	что же касается	1	3
22	заключается в том	1	3
23	но все же	1	3
24	за то что	1	3
25	эту тему в	1	2
26	одним и тем	1	2
27	находим и в	1	2
28	в той же	4	2
29	но и в	2	2
30	и то что	2	2
31	говорит о том	1	2
32	как раз в	1	2
33	но в то	1	2
34	это прежде всего	2	2
35	с одной стороны	4	2
36	в то время	1	2
37	во втором случае	3	2
38	а также и	2	2
39	и тем же	1	2
40	во всех трех	1	2
41	как и вообще	1	1
42	в другом месте	4	1
43	в обоих случаях	1	1
44	в момент рождения	1	1
45	в одном из	1	1
46	в той или	1	1
47	никогда не было	1	1
48	той или иной	1	1
49	о котором говорит	1	1
50	в которых он	1	1
51	в настоящее время	1	1
52	том что он	1	1
53	свидетельствует о том	1	1
54	несколько слов о	1	1
55	а главное он	1	1
56	сих пор еще	3	1
57	в одной из	1	1
58	в лучшем случае	1	1
59	в зависимости от	1	1
60	прежде всего его	1	1
61	только то что	1	1
62	в первой книге	2	1
63	и стремление к	1	1
64	на этот вопрос	1	1
65	и говорить о	1	1
66	есть такое место	1	1
67	и вовсе не	2	1
68	некоторые из них	1	1
69	о том как	1	1
70	плоть от плоти	1	1
71	всех трех случаях	1	1
72	одним глазом на	1	1
73	в его время	1	1
74	в развитии этой	1	1
75	и по отношению	1	1
76	во всех этих	2	1
77	жизни и смерти	2	1
78	а с другой	1	1
79	можно было видеть	1	1
80	то что он	1	1
81	для правильного понимания	1	1
82	в целом ряде	1	1
83	таким образом в	2	1
84	смысле этого слова	1	1
85	каждом из этих	1	1
86	ни о каком	1	1
87	в каждом из	1	1
88	после того как	1	1
89	как мы говорим	1	1
90	того времени эти	1	1
91	нечего и говорить	1	1
92	в конце концов	1	1
93	со всеми его	2	1
