N	3gram	Bakhtin_Pr_1	Dialekti
1	с точки зрения	15	12
2	в том что	7	7
3	само по себе	2	5
4	то же время	7	4
5	можно было бы	3	4
6	по крайней мере	2	4
7	с другой стороны	2	4
8	в то же	7	4
9	потому что он	2	3
10	в этом смысле	9	3
11	только то что	2	3
12	что в нем	1	3
13	может быть и	1	3
14	в конце концов	4	3
15	и в этом	3	3
16	не может быть	3	3
17	та или иная	1	3
18	можно сказать что	2	3
19	то что я	1	2
20	на самом деле	3	2
21	до сих пор	2	2
22	и в то	3	2
23	в этом отношении	5	2
24	точно так же	1	2
25	то и другое	1	2
26	и в частности	1	2
27	по сравнению с	1	2
28	прежде всего необходимо	1	2
29	и в нем	1	2
30	друг к другу	1	2
31	во всяком случае	3	2
32	по себе а	1	2
33	это и есть	3	2
34	о том что	2	2
35	и даже не	1	2
36	к тому что	1	2
37	друг другу как	1	2
38	не стремится к	1	1
39	и есть то	1	1
40	точка зрения на	2	1
41	хотя и не	1	1
42	дело в том	1	1
43	построения а не	1	1
44	они никогда не	1	1
45	то время как	1	1
46	это было так	1	1
47	в самом деле	2	1
48	а не о	1	1
49	каждая из них	1	1
50	как раз и	1	1
51	со всеми ее	1	1
52	они вовсе не	1	1
53	до известной степени	1	1
54	сами по себе	3	1
55	можно говорить о	1	1
56	есть то что	1	1
57	несмотря на свою	1	1
58	но это не	3	1
59	бы и самого	1	1
60	с другом в	1	1
61	она может быть	1	1
62	что почти все	1	1
63	теперь мы должны	1	1
64	не потому что	2	1
65	в том чтобы	1	1
66	но в то	2	1
67	всегда и бывает	1	1
68	он является не	1	1
69	в то время	2	1
70	как в этом	1	1
71	в отношении к	1	1
72	было бы дать	1	1
73	него как в	1	1
74	во всех этих	1	1
75	которые могли бы	1	1
76	конце концов не	1	1
77	с ним и	3	1
78	не в том	1	1
79	по себе достаточно	1	1
80	то что он	1	1
81	это не значит	2	1
82	таким образом и	1	1
83	но только об	1	1
84	что он есть	2	1
85	а в том	1	1
86	самим по себе	1	1
87	если бы действительно	1	1
88	бы это было	1	1
89	с самого начала	2	1
90	точек зрения и	1	1
91	так всегда и	1	1
92	но все же	1	1
93	что это не	1	1
94	в полной мере	1	1
95	было так то	1	1
96	тех или иных	1	1
97	друг с другом	3	1
98	для того чтобы	2	1
99	если бы это	1	1
100	она не может	1	1
101	на первый взгляд	1	1
102	то же самое	1	1
