N	3gram	Berdyaev_N_1	Myshleni
1	в том что	1	13
2	так же как	2	7
3	по своему строению	1	5
4	с одной стороны	2	5
5	вместе с тем	2	4
6	не может быть	4	4
7	о том что	1	4
8	по своей природе	1	4
9	такой же мере	1	3
10	только потому что	1	3
11	в том и	2	3
12	до сих пор	1	3
13	в такой же	1	3
14	как и в	1	3
15	в известном смысле	1	2
16	в отличие от	1	2
17	в большинстве случаев	1	2
18	для себя и	1	2
19	что в этом	1	2
20	бы сказать что	1	2
21	то время как	1	2
22	же как и	1	2
23	в то время	1	2
24	и вместе с	1	2
25	но это есть	1	1
26	для этого она	1	1
27	что она не	1	1
28	и в высшей	1	1
29	о природе и	1	1
30	подобно тому как	3	1
31	мы должны перейти	1	1
32	есть прежде всего	1	1
33	в том числе	1	1
34	в этом смысле	2	1
35	потому что не	1	1
36	и не может	1	1
37	в зависимости от	1	1
38	и заключается что	2	1
39	и во всех	1	1
40	том числе и	1	1
41	заключает в себе	1	1
42	можно было бы	1	1
43	не только в	1	1
44	в высшей степени	6	1
45	и должно быть	2	1
46	с другой стороны	2	1
47	не могут быть	1	1
48	во всяком случае	1	1
49	том и заключается	2	1
50	это и есть	1	1
51	это значит что	1	1
52	своей природе и	1	1
53	бытия и небытия	1	1
54	она не может	2	1
55	но я могу	1	1
