N	3gram	Bakhtin_Pr_1	PoTuStor
1	с точки зрения	15	6
2	по ту сторону	1	4
3	на самом деле	3	4
4	с самого начала	2	4
5	в этом смысле	9	3
6	до сих пор	2	3
7	по крайней мере	2	3
8	по сравнению с	1	3
9	во всяком случае	3	3
10	не может быть	3	3
11	может быть это	1	3
12	можно сказать что	2	3
13	в большинстве случаев	2	3
14	а потому и	1	2
15	в начале пути	1	2
16	нам кажется что	2	2
17	так же как	1	2
18	в самом деле	2	2
19	и это главное	1	2
20	не могут быть	1	2
21	в его целом	5	2
22	все то что	3	2
23	не существовало бы	1	2
24	о том что	2	2
25	и в этом	3	2
26	форму и содержание	1	1
27	теперь мы должны	1	1
28	то что я	1	1
29	дело в том	1	1
30	из этих трех	1	1
31	в нем и	1	1
32	его целом это	1	1
33	подобно тому как	3	1
34	и на своей	1	1
35	он может быть	2	1
36	мы должны перейти	1	1
37	и есть та	1	1
38	то же самое	1	1
39	же как и	1	1
40	это последнее слово	1	1
41	с другими моментами	1	1
42	и форму и	1	1
43	как мы сказали	1	1
44	между собою в	1	1
45	бы то ни	3	1
46	сказать что для	1	1
47	в этом отношении	5	1
48	но несмотря на	1	1
49	несмотря на это	1	1
50	можно было бы	3	1
51	из одного плана	1	1
52	она может быть	1	1
53	может быть только	1	1
54	с этой точки	1	1
55	было до сих	1	1
56	должны перейти к	1	1
57	в данном случае	2	1
58	но именно этот	1	1
59	то ни было	2	1
60	что может быть	2	1
61	в высшей степени	1	1
62	в пределах своего	1	1
63	того в каком	1	1
64	переносит центр тяжести	1	1
65	смысл и значение	1	1
66	всяком случае не	1	1
67	быть объяснены и	1	1
68	с ним и	3	1
69	лишь абстрактный момент	1	1
70	бы оно ни	1	1
71	при всей их	1	1
72	в том что	7	1
73	этой точки зрения	1	1
74	только в этой	2	1
75	оно ни было	1	1
76	жизни и наконец	1	1
77	а вместе с	1	1
78	при этом неизбежно	1	1
79	центр тяжести в	1	1
80	мы видим и	1	1
81	мы не можем	1	1
82	так и в	1	1
83	это и есть	3	1
84	таким образом и	1	1
85	друг с другом	3	1
86	для того чтобы	2	1
87	на первый взгляд	1	1
88	и входит в	1	1
