N	3gram	Nazirov_Tv_2	Psycholo
1	и т п	2	15
2	в том что	2	9
3	не может быть	3	8
4	и т д	11	8
5	в самом деле	2	7
6	о том что	2	7
7	во всяком случае	2	6
8	в то время	1	5
9	с другой стороны	2	5
10	так же как	2	4
11	как и в	1	4
12	до сих пор	3	3
13	в отличие от	2	3
14	точно так же	1	3
15	что у него	1	3
16	в конечном счете	1	3
17	хотя и не	1	2
18	мы не можем	1	2
19	имеет в виду	1	2
20	в таком случае	2	2
21	то или иное	1	2
22	в применении к	1	2
23	как будто бы	1	2
24	в целом ряде	1	2
25	по себе не	1	2
26	отнюдь не означает	1	2
27	не означает что	1	2
28	так и в	2	2
29	в одном из	2	2
30	другой стороны и	1	2
31	на то чтобы	1	2
32	т д и	1	1
33	но прежде всего	2	1
34	мы видим в	1	1
35	автора и не	1	1
36	же как в	1	1
37	в которой он	1	1
38	в чем же	1	1
39	потому что в	1	1
40	дело в том	1	1
41	в том числе	1	1
42	в том же	2	1
43	же как и	1	1
44	то чтобы вызвать	1	1
45	на точку зрения	1	1
46	сами по себе	1	1
47	по самой своей	2	1
48	а может быть	1	1
49	д все это	1	1
50	не то что	1	1
51	но в таком	1	1
52	едва ли не	2	1
53	себе не являются	1	1
54	и в процессе	1	1
55	в известном смысле	1	1
56	и в этом	1	1
57	не могут быть	1	1
58	он говорит что	1	1
59	это и есть	1	1
60	с первого взгляда	1	1
61	в связи с	1	1
62	т д все	1	1
63	одном из писем	1	1
64	только то что	1	1
65	как и всякая	1	1
66	д и т	1	1
67	между тем из	1	1
68	может быть в	1	1
69	в свою очередь	1	1
70	не может служить	1	1
71	к которым приводит	1	1
72	с самого начала	1	1
73	с там же	9	1
74	и ту же	1	1
75	и в том	1	1
76	т п эта	1	1
77	такую же роль	1	1
78	наглядное представление о	1	1
79	одну и ту	1	1
80	именно потому что	1	1
81	к тому же	1	1
82	том числе и	1	1
