N	2gram	Losev_Vlad_2	FransuaR
1	и в	30	41
2	то есть	7	20
3	таким образом	3	19
4	в этом	20	15
5	как и	5	14
6	и все	7	14
7	то же	4	13
8	все эти	5	13
9	в этой	4	13
10	мы уже	2	12
11	в его	11	12
12	в себе	6	11
13	как мы	11	11
14	в том	18	11
15	прежде всего	6	11
16	так и	5	10
17	в то	9	10
18	никто не	1	10
19	все это	5	10
20	в своем	8	9
21	не в	9	9
22	же время	3	9
23	и его	6	9
24	в качестве	1	9
25	но и	8	9
26	что в	12	9
27	но в	8	8
28	в конце	13	8
29	то что	20	8
30	и от	2	8
31	по существу	3	8
32	в нем	4	7
33	вовсе не	4	7
34	в них	3	7
35	как бы	5	7
36	и не	18	7
37	и до	2	6
38	ни в	7	6
39	он хочет	1	6
40	о том	4	6
41	только в	6	6
42	это не	2	6
43	для него	9	6
44	у него	19	6
45	в году	24	5
46	как в	3	5
47	и к	6	5
48	не только	12	5
49	на этом	2	5
50	мы видели	2	5
51	точки зрения	7	5
52	того как	2	5
53	потому что	9	5
54	и это	3	5
55	в ней	4	5
56	к нему	2	5
57	до нас	1	5
58	уже в	3	5
59	что и	3	5
60	вместе с	8	5
61	так же	4	5
62	и для	3	5
63	в другое	1	5
64	а в	11	5
65	к этому	6	5
66	место в	1	4
67	в сущности	2	4
68	как я	2	4
69	и на	4	4
70	хотя и	6	4
71	целый ряд	1	4
72	и наконец	4	4
73	та же	1	4
74	что это	4	4
75	он не	4	4
76	на земле	2	4
77	но все	2	4
78	и с	14	4
79	должно быть	3	4
80	том что	12	4
81	он дает	2	4
82	но он	3	4
83	ничего не	2	4
84	рядом с	1	4
85	в виду	2	4
86	и здесь	1	4
87	влияние на	1	4
88	после того	2	4
89	может быть	7	4
90	в более	2	4
91	было бы	9	4
92	мира и	1	4
93	конце концов	3	4
94	том числе	1	4
95	этом свете	1	3
96	например в	1	3
97	и есть	2	3
98	с точки	3	3
99	той же	4	3
100	я не	4	3
101	он был	6	3
102	во всех	3	3
103	совсем не	4	3
104	кроме того	9	3
105	его к	1	3
106	выражение в	1	3
107	так сказать	1	3
108	при этом	5	3
109	и по	2	3
110	его в	4	3
111	несмотря на	4	3
112	во время	1	3
113	в своей	5	3
114	в их	2	3
115	оказывается что	1	3
116	сам он	1	3
117	в отношении	3	3
118	не имеет	2	3
119	тем что	1	3
120	как о	1	3
121	ведь все	1	3
122	очень часто	1	3
123	все то	1	3
124	свою очередь	2	3
125	смерти в	1	3
126	можно было	2	3
127	за то	1	3
128	связанных с	1	3
129	о нем	2	3
130	все его	1	3
131	нас в	2	3
132	что он	13	3
133	поэтому и	1	3
134	по этому	1	3
135	из них	1	3
136	и их	1	3
137	в одном	1	3
138	так как	5	3
139	к брату	2	3
140	не на	2	3
141	не было	10	3
142	ничем не	1	3
143	не может	9	3
144	и потому	2	3
145	было написано	2	3
146	в той	2	3
147	в это	4	3
148	такой же	1	3
149	но это	4	3
150	в свою	3	3
151	того же	5	3
152	есть и	2	3
153	жизни и	6	3
154	и другие	1	3
155	это в	3	3
156	как нечто	1	2
157	также и	6	2
158	мы здесь	1	2
159	и то	5	2
160	времени он	1	2
161	есть не	1	2
162	мы не	2	2
163	что между	1	2
164	в которой	4	2
165	но по	2	2
166	и самого	1	2
167	еще не	1	2
168	в которых	1	2
169	время в	4	2
170	в чем	2	2
171	с его	4	2
172	а только	1	2
173	точка зрения	1	2
174	отношение к	4	2
175	не просто	1	2
176	мы сейчас	3	2
177	в течение	5	2
178	первых двух	2	2
179	перед нами	1	2
180	более или	3	2
181	учение о	3	2
182	но без	1	2
183	как он	2	2
184	они в	1	2
185	и еще	1	2
186	и вот	3	2
187	свое время	1	2
188	никому не	1	2
189	что все	1	2
190	и может	2	2
191	это было	4	2
192	новой жизни	1	2
193	с начала	2	2
194	с этим	5	2
195	далеко не	1	2
196	мы имеем	1	2
197	которой он	2	2
198	не мог	8	2
199	что значит	1	2
200	в этих	4	2
201	во второй	2	2
202	том как	1	2
203	в следующем	3	2
204	или менее	3	2
205	своего рода	1	2
206	их в	2	2
207	дело не	1	2
208	дело в	3	2
209	и сама	1	2
210	следовательно и	1	2
211	и всегда	1	2
212	весь этот	1	2
213	этом отношении	1	2
214	в области	3	2
215	года он	10	2
216	к тому	2	2
217	за что	1	2
218	не есть	4	2
219	в себя	1	2
220	с самого	1	2
221	на том	1	2
222	никогда не	7	2
223	здесь как	1	2
224	особенно в	1	2
225	начала и	2	2
226	здесь нет	1	2
227	во все	1	2
228	связанное с	1	2
229	а также	10	2
230	другими словами	5	2
231	и во	2	2
232	в отрыве	1	2
233	еще более	3	2
234	все существующее	4	2
235	в лице	1	2
236	в литературе	1	2
237	того что	5	2
238	тот же	5	2
239	представлений о	1	2
240	и ее	1	2
241	со всеми	1	2
242	для всех	1	2
243	уже не	3	2
244	только на	1	2
245	же в	2	2
246	и других	1	2
247	характерно что	1	2
248	нужно сказать	1	2
249	именно в	4	2
250	и др	1	2
251	те кто	2	2
252	а на	1	2
253	был в	2	2
254	до конца	7	2
255	а не	7	2
256	его как	1	2
257	в связи	8	2
258	к обеду	1	2
259	по своему	2	2
260	в данном	3	2
261	превращения в	1	2
262	в первой	1	2
263	имеет дело	1	2
264	в результате	5	2
265	у них	1	2
266	и как	3	2
267	с ним	5	2
268	отрыве от	1	2
269	в свое	1	2
270	во всяком	6	2
271	частности к	1	1
272	от этой	1	1
273	отношения к	3	1
274	одним из	1	1
275	до него	1	1
276	в такой	1	1
277	сам по	2	1
278	времени от	1	1
279	самом деле	1	1
280	тех же	1	1
281	я решил	1	1
282	была лишена	1	1
283	между двумя	1	1
284	речи на	1	1
285	этого письма	1	1
286	едва ли	3	1
287	был и	3	1
288	с таким	1	1
289	по его	1	1
290	хлеб и	1	1
291	его не	2	1
292	это объяснение	1	1
293	в несколько	1	1
294	зрения совершенно	1	1
295	а как	1	1
296	объявил что	1	1
297	в первый	1	1
298	именно к	3	1
299	он как	1	1
300	есть нечто	2	1
301	представлением о	1	1
302	время как	2	1
303	что иное	1	1
304	но даже	1	1
305	ему в	2	1
306	в письме	8	1
307	о судьбе	1	1
308	это время	4	1
309	же нужно	2	1
310	он сам	2	1
311	первый план	2	1
312	иное как	1	1
313	быть в	3	1
314	не был	2	1
315	пустой и	1	1
316	этим не	1	1
317	жизни с	2	1
318	только после	2	1
319	не без	1	1
320	при жизни	2	1
321	но не	3	1
322	бы его	2	1
323	к которой	1	1
324	а он	2	1
325	менее всего	1	1
326	в новом	2	1
327	себе и	2	1
328	он пишет	2	1
329	отличие от	3	1
330	жизни все	1	1
331	земле в	1	1
332	до наших	1	1
333	что они	1	1
334	не лишены	1	1
335	что во	1	1
336	его на	3	1
337	что именно	1	1
338	июле года	2	1
339	некоторое время	1	1
340	все же	9	1
341	уже касались	1	1
342	я должен	2	1
343	каждую вещь	1	1
344	он на	2	1
345	под таким	1	1
346	в самом	2	1
347	он в	1	1
348	тому же	1	1
349	в нашем	1	1
350	у своего	1	1
351	из другого	1	1
352	наша в	1	1
353	состоянии и	1	1
354	думать что	1	1
355	еще один	2	1
356	им в	3	1
357	но его	2	1
358	были связаны	1	1
359	непосредственно перед	1	1
360	не могла	2	1
361	человек не	2	1
362	с новым	2	1
363	жизнью и	1	1
364	все ее	1	1
365	в первых	1	1
366	время и	1	1
367	после этого	1	1
368	том чтобы	2	1
369	мир как	1	1
370	так от	1	1
371	ему на	1	1
372	его от	1	1
373	в глубину	1	1
374	что является	1	1
375	том же	3	1
376	не будет	1	1
377	что мир	1	1
378	как к	2	1
379	и отдельные	1	1
380	он есть	1	1
381	этом смысле	1	1
382	отца и	1	1
383	в свой	1	1
384	и тем	1	1
385	данном случае	2	1
386	ведь в	1	1
387	в жизни	1	1
388	и находит	1	1
389	для них	1	1
390	но уже	2	1
391	в париже	6	1
392	отношении него	1	1
393	к которым	1	1
394	под собою	1	1
395	этого не	2	1
396	с тем	2	1
397	в изд	2	1
398	со своими	1	1
399	говорится о	2	1
400	все моменты	1	1
401	оно имеет	1	1
402	чем в	1	1
403	народа и	2	1
404	на первый	2	1
405	в хлеб	1	1
406	не так	1	1
407	и при	2	1
408	оставаться в	2	1
409	и без	1	1
410	же это	2	1
411	всяком случае	6	1
412	в котором	5	1
413	всю человеческую	1	1
414	представление о	1	1
415	я знаю	1	1
416	всех вещей	2	1
417	мысли и	2	1
418	существ в	1	1
419	что я	3	1
420	нельзя было	1	1
421	не будем	1	1
422	которые в	1	1
423	времени не	1	1
424	речи в	1	1
425	уже сказали	1	1
426	что сам	1	1
427	по себе	5	1
428	даже в	2	1
429	при помощи	1	1
430	содержит в	4	1
431	при всех	1	1
432	но они	1	1
433	с представлением	1	1
434	она не	2	1
435	иной раз	2	1
436	природа и	1	1
437	самого начала	1	1
438	на котором	2	1
439	не имел	2	1
440	возлагает на	1	1
441	на него	1	1
442	взятый сам	1	1
443	что вы	2	1
444	того и	2	1
445	только и	3	1
446	правда в	2	1
447	близкий к	2	1
448	или как	2	1
449	мне было	2	1
450	к концу	5	1
451	наоборот он	1	1
452	так например	1	1
453	связи с	8	1
454	христианских представлений	1	1
455	в сознании	1	1
456	нужно отметить	1	1
457	его природа	1	1
458	уже и	2	1
459	ему не	1	1
460	ну а	1	1
461	у нас	6	1
462	у меня	1	1
463	начиная с	2	1
464	не могут	1	1
465	он и	3	1
466	есть только	1	1
467	в июле	3	1
468	что его	4	1
469	своего отца	1	1
470	как с	1	1
471	от которой	1	1
472	ничего общего	1	1
473	здесь еще	1	1
474	некоторой степени	2	1
475	году в	1	1
476	тогда я	1	1
477	своего развития	1	1
478	и о	4	1
479	здесь не	4	1
480	его произведение	1	1
481	книги и	2	1
482	характер и	1	1
483	на той	1	1
484	так в	1	1
485	в дальнейшем	5	1
486	и необходимости	1	1
487	с собой	1	1
