N	3gram	Vygotskiy__5	Vladivir
1	в том что	14	9
2	в то время	1	6
3	и то что	3	5
4	как это мы	1	4
5	в письме к	1	4
6	по крайней мере	1	4
7	дело в том	1	3
8	более или менее	1	3
9	с точки зрения	2	3
10	в отличие от	2	3
11	в конце концов	2	3
12	то что он	3	3
13	о том что	6	3
14	ни в каких	1	2
15	на то что	16	2
16	том что он	1	2
17	нам кажется что	1	2
18	на первый план	2	2
19	можно было бы	3	2
20	в этом письме	1	2
21	он никогда не	1	2
22	сам по себе	3	2
23	в данном случае	2	2
24	в том чтобы	2	2
25	не только в	2	2
26	так как это	3	2
27	в последнее время	1	2
28	в свою очередь	1	2
29	а в том	1	2
30	не то что	1	2
31	само по себе	2	2
32	заключается в том	6	2
33	в течение всей	1	2
34	после того как	1	2
35	и в его	1	2
36	и все же	1	2
37	что иное как	2	1
38	тех пор пока	2	1
39	что в этом	6	1
40	для нас важно	1	1
41	имеет дело с	2	1
42	потому что в	2	1
43	прежде всего на	1	1
44	оно может быть	1	1
45	чуть ли не	1	1
46	и в частности	1	1
47	требует от нас	1	1
48	равно как и	1	1
49	пишет о его	1	1
50	в этом случае	2	1
51	как это делает	2	1
52	до сих пор	5	1
53	и никак не	1	1
54	чем главным образом	1	1
55	что даже и	1	1
56	с двух сторон	1	1
57	только то что	1	1
58	в этом отношении	3	1
59	то что в	2	1
60	в собственном смысле	1	1
61	что в нем	1	1
62	в каких внешних	1	1
63	на этот вопрос	3	1
64	потому что для	1	1
65	почти никогда не	1	1
66	и не в	1	1
67	вместе с тем	3	1
68	и не принимает	1	1
69	может быть и	2	1
70	до известной степени	1	1
71	нечто такое что	2	1
72	каждый из этих	1	1
73	остановиться только на	1	1
74	и как бы	4	1
75	то время как	1	1
76	как и вообще	1	1
77	но вместе с	1	1
78	собственном смысле слова	1	1
79	о чем главным	1	1
80	только в очень	1	1
81	потому что если	1	1
82	и в том	1	1
83	о чем у	1	1
84	не может быть	2	1
85	по себе не	2	1
86	что и здесь	1	1
87	ничего общего с	1	1
88	сих пор не	1	1
89	все равно не	1	1
90	и в свою	1	1
91	по себе как	1	1
92	до тех пор	2	1
93	казалось бы что	1	1
94	что в этой	1	1
95	с самого начала	3	1
96	точки зрения можно	1	1
97	самого начала в	1	1
98	в самом деле	5	1
99	из этих элементов	1	1
100	можно сказать что	2	1
101	в области этого	1	1
102	в этом смысле	1	1
103	но во всяком	1	1
104	по этому поводу	4	1
105	не что иное	2	1
106	самом деле если	2	1
107	во многих случаях	1	1
108	никак не может	3	1
109	для того чтобы	19	1
110	содержание и форму	1	1
111	и т д	3	1
112	есть нечто такое	2	1
113	формулировать то что	1	1
