N	2gram	Medvedev_U_1	Myshleni
1	в процессе	1	27
2	и в	14	25
3	в том	2	23
4	том что	2	20
5	таким образом	2	17
6	что в	1	17
7	с тем	1	16
8	как и	3	15
9	в его	2	15
10	то что	7	15
11	в этом	7	14
12	может быть	6	13
13	в качестве	1	12
14	могли бы	2	11
15	и что	1	10
16	что и	2	10
17	было бы	3	10
18	того что	1	10
19	только в	2	10
20	и не	8	10
21	мы не	2	9
22	тем что	2	8
23	по себе	2	7
24	в области	3	7
25	мы можем	1	7
26	что мы	2	7
27	же как	1	6
28	но не	2	6
29	не только	10	6
30	не может	7	6
31	не в	2	6
32	что он	2	6
33	и у	2	6
34	с другой	4	6
35	все это	5	6
36	все же	3	6
37	одним из	2	5
38	человека и	1	5
39	что она	2	5
40	в понятии	1	5
41	задачи и	1	5
42	но это	2	5
43	с другом	1	5
44	могут быть	2	5
45	и т.д	3	5
46	о том	1	5
47	так и	1	5
48	если бы	2	5
49	в этой	4	5
50	в пользу	1	5
51	входит в	1	5
52	с одной	1	5
53	для него	3	5
54	из которых	1	5
55	одной стороны	1	5
56	друг с	1	5
57	мы имеем	1	4
58	отнюдь не	1	4
59	в своем	1	4
60	в известном	1	4
61	на то	1	4
62	он не	1	4
63	той же	1	4
64	не столько	2	4
65	речи в	1	4
66	что с	1	4
67	в то	3	4
68	тогда когда	1	4
69	никогда не	1	4
70	то и	1	4
71	не могут	2	4
72	и это	1	4
73	приводит к	1	4
74	говорит он	1	4
75	но и	4	4
76	прежде всего	8	4
77	независимо от	1	4
78	смысле этого	2	4
79	это значит	1	4
80	слова у	1	4
81	и все	1	4
82	сказать что	1	4
83	в частности	3	4
84	в котором	1	3
85	с которыми	1	3
86	оно является	1	3
87	в самом	2	3
88	формы в	3	3
89	этот процесс	1	3
90	не как	3	3
91	или менее	1	3
92	в которых	1	3
93	их в	1	3
94	того как	1	3
95	не есть	2	3
96	является в	2	3
97	обе эти	1	3
98	между тем	2	3
99	в виде	1	3
100	этом отношении	2	3
101	и слово	1	3
102	другой стороны	3	3
103	к этому	1	3
104	в сфере	1	2
105	и то	3	2
106	то же	5	2
107	а как	2	2
108	мы и	2	2
109	первый план	1	2
110	с его	2	2
111	функциональное и	1	2
112	бы в	1	2
113	что по	1	2
114	в себе	2	2
115	на его	1	2
116	связанные с	1	2
117	в нем	1	2
118	об этом	1	2
119	понятие не	1	2
120	к области	2	2
121	очень легко	1	2
122	на первый	2	2
123	в своей	3	2
124	существенным для	1	2
125	к изучению	1	2
126	очень часто	1	2
127	но по	1	2
128	только при	1	2
129	для этого	3	2
130	или иначе	1	2
131	и только	5	2
132	этом смысле	2	2
133	всех этих	2	2
134	без этого	1	2
135	уже не	1	2
136	ни было	3	2
137	само по	1	2
138	и эта	1	2
139	и потому	1	2
140	относятся к	1	2
141	в течение	1	2
142	к проблеме	1	2
143	должно быть	1	2
144	иначе говоря	1	2
145	и для	2	2
146	о котором	1	2
147	все они	2	2
148	же в	1	2
149	тот же	1	2
150	как на	1	2
151	в таком	1	2
152	все что	1	2
153	сам по	1	1
154	которое мы	1	1
155	по его	1	1
156	по мнению	1	1
157	в словесном	1	1
158	является наиболее	1	1
159	именно к	1	1
160	и через	2	1
161	нам представляется	2	1
162	бы то	3	1
163	очевидно что	3	1
164	в наиболее	1	1
165	относится к	1	1
166	принцип построения	1	1
167	которые могли	1	1
168	предметами не	1	1
169	случайной и	1	1
170	более или	1	1
171	к построению	1	1
172	в этот	1	1
173	не приходится	2	1
174	в которой	1	1
175	бы и	2	1
176	он в	1	1
177	что еще	1	1
178	по существу	2	1
179	до конца	1	1
180	находит себе	1	1
181	то ни	3	1
182	что все	2	1
183	и с	2	1
184	но нам	1	1
185	и вы	1	1
186	котором говорил	1	1
187	восприятия и	1	1
188	именно этот	1	1
189	представлениями и	1	1
190	почти не	1	1
191	сих пор	2	1
192	формы является	1	1
193	что было	1	1
194	знак равенства	1	1
195	тому чтобы	1	1
196	общего и	1	1
197	не для	1	1
198	содержание и	1	1
199	этой области	3	1
200	его раскрывает	1	1
201	функции это	1	1
202	так много	1	1
203	и является	2	1
204	у нас	3	1
205	восприятия а	1	1
206	же самое	2	1
207	является одним	1	1
208	бы это	1	1
209	и свое	1	1
210	что при	1	1
211	т.е в	2	1
212	для себя	1	1
213	в виду	1	1
214	в ней	1	1
215	же не	2	1
216	данном случае	1	1
217	было сделать	1	1
218	идет не	1	1
219	степени и	1	1
220	в пределах	1	1
221	важным и	1	1
222	до сих	2	1
223	представлений и	1	1
224	ему приходится	1	1
225	сводится к	2	1
226	о нем	1	1
227	функция а	1	1
228	эти тенденции	1	1
229	и содержание	1	1
230	все его	1	1
231	в значительной	1	1
232	встречаются с	1	1
233	в конечном	4	1
234	переходит в	1	1
235	и существенным	1	1
236	этого материала	1	1
237	что только	1	1
238	т.д в	1	1
239	для всех	2	1
240	равенства между	1	1
