N	3gram	Bakhtin_Pr_1	Vvedenie
1	для того чтобы	2	20
2	в том что	7	12
3	о том что	2	12
4	в этом смысле	9	8
5	не может быть	3	8
6	до сих пор	2	6
7	в самом деле	2	6
8	то же время	7	6
9	в то же	7	6
10	в том чтобы	1	5
11	с другой стороны	2	5
12	по отношению к	11	4
13	в этом отношении	5	4
14	можно было бы	3	4
15	на этот вопрос	1	4
16	по крайней мере	2	4
17	в данном случае	2	4
18	не только в	1	4
19	и в этом	3	4
20	по сравнению с	1	4
21	во всяком случае	3	4
22	само по себе	2	4
23	и именно в	1	3
24	но в то	2	3
25	в известном смысле	1	3
26	в том отношении	1	3
27	что может быть	2	3
28	заключается в том	2	3
29	том отношении что	1	3
30	можно сказать что	2	3
31	но все же	1	3
32	потому что он	2	2
33	дело в том	1	2
34	не может служить	1	2
35	подобно тому как	3	2
36	то же самое	1	2
37	как будто бы	1	2
38	с точки зрения	15	2
39	хотя бы и	2	2
40	что в нем	1	2
41	точно так же	1	2
42	может быть и	1	2
43	в конце концов	4	2
44	на задний план	1	2
45	смысле этого слова	1	2
46	и не могут	1	2
47	не могут быть	1	2
48	не в том	1	2
49	тем или иным	1	2
50	как мы уже	2	2
51	это однако не	1	2
52	это не только	1	2
53	и есть то	1	1
54	он должен быть	1	1
55	и понимать все	1	1
56	точки зрения на	1	1
57	того что в	1	1
58	он определяет как	1	1
59	чтобы убедиться в	1	1
60	на самом деле	3	1
61	свое выражение в	1	1
62	как явление действительности	1	1
63	может быть назван	1	1
64	в своей работе	1	1
65	данном случае и	1	1
66	в лучшем случае	2	1
67	сам для себя	1	1
68	прежде всего то	1	1
69	исследования но в	1	1
70	в отличие от	2	1
71	романа достоевского в	3	1
72	только то что	2	1
73	себе самому и	1	1
74	этом смысле как	1	1
75	уже в первом	1	1
76	она может быть	1	1
77	может быть только	1	1
78	с этой точки	1	1
79	как если бы	1	1
80	и то что	1	1
81	в зависимости от	3	1
82	было до сих	1	1
83	все время идет	1	1
84	все то что	3	1
85	и тогда когда	1	1
86	если же мы	1	1
87	так же как	1	1
88	в первом случае	1	1
89	то ни было	2	1
90	оправдано лишь как	1	1
91	ответ на вопрос	1	1
92	можно говорить о	1	1
93	отношению к нему	1	1
94	отсюда следует что	1	1
95	которые были бы	2	1
96	уже само по	1	1
97	притом не только	1	1
98	всяком случае не	1	1
99	и не его	1	1
100	какой бы то	1	1
101	к своему предмету	1	1
102	потому что она	2	1
103	бы то ни	3	1
104	в одном месте	1	1
105	в этой форме	2	1
106	этой точки зрения	1	1
107	но не может	1	1
108	а в том	1	1
109	принять участие в	1	1
110	у него в	1	1
111	в них в	1	1
112	чтобы в нем	1	1
113	не потому что	2	1
114	та или иная	1	1
115	слова но и	1	1
116	того или иного	1	1
117	не только с	1	1
118	и никогда не	1	1
119	с самого начала	2	1
120	не соглашаться с	1	1
121	нужно сказать что	1	1
122	так как в	1	1
123	именно потому что	2	1
124	одним из его	1	1
125	но с другой	1	1
126	и уже совсем	1	1
127	и не потому	1	1
128	как одна из	1	1
129	к тому что	1	1
130	было бы сказать	1	1
131	отличие от других	1	1
132	так как не	2	1
133	только в форме	1	1
134	наблюдения и выводы	1	1
