N	4gram	Vygotskiy__7	Vladivir
1	в том что в	1	3
2	с одной стороны и	3	2
3	и вместе с тем	2	2
4	на самом же деле	1	2
5	в то время как	2	2
6	одно и то же	3	1
7	в том и заключается	1	1
8	с точки зрения того	1	1
9	заключается в том что	4	1
10	и то и другое	1	1
11	том и заключается что	1	1
12	то же самое время	1	1
13	в то же самое	1	1
14	не содержит в себе	1	1
15	не что иное как	1	1
16	с этой точки зрения	4	1
17	в том что это	1	1
18	в том что он	2	1
19	так же как и	1	1
20	то и другое в	1	1
21	но вместе с тем	1	1
