N	2gram	Bakhtin_Pr_3	formyVre
1	и в	34	46
2	в этом	16	22
3	и т	8	14
4	прежде всего	15	14
5	вовсе не	11	13
6	в романе	1	13
7	и его	16	12
8	во всех	2	11
9	не только	10	11
10	только в	6	11
11	т п	6	11
12	как бы	27	10
13	то есть	1	10
14	во время	2	10
15	точки зрения	8	10
16	в том	3	10
17	но в	16	10
18	мы уже	6	9
19	не в	9	9
20	у него	4	9
21	но и	12	9
22	вместе с	4	9
23	и не	29	9
24	и для	8	9
25	то же	14	8
26	как и	18	8
27	с точки	4	8
28	для того	1	8
29	того чтобы	1	8
30	потому что	12	8
31	связи с	1	8
32	в его	22	8
33	из них	5	8
34	в основном	1	8
35	жизни и	3	8
36	и на	6	7
37	в главе	1	7
38	так сказать	2	7
39	всех этих	2	7
40	так и	6	7
41	в них	2	7
42	может быть	19	7
43	в одном	5	7
44	то что	11	7
45	как мы	7	6
46	еще не	4	6
47	все же	7	6
48	и наконец	5	6
49	при этом	4	6
50	человека в	1	6
51	и с	15	6
52	его в	4	6
53	в основе	1	6
54	никогда не	8	6
55	те же	2	6
56	и во	3	6
57	так как	4	6
58	в особенности	1	6
59	все это	16	6
60	и все	19	6
61	но не	4	5
62	с этим	2	5
63	в своем	2	5
64	все эти	4	5
65	он не	15	5
66	в нем	19	5
67	должно быть	3	5
68	громадное значение	2	5
69	в то	12	5
70	в дальнейшем	1	5
71	и у	5	5
72	в пределах	6	5
73	что в	7	5
74	отношения к	1	4
75	также и	1	4
76	человека и	1	4
77	и самое	1	4
78	в мире	4	4
79	и он	2	4
80	что они	6	4
81	как в	4	4
82	уже в	3	4
83	в себе	6	4
84	их в	3	4
85	и было	1	4
86	том что	3	4
87	в котором	3	4
88	эпизоде с	1	4
89	том же	1	4
90	героев и	1	4
91	же время	12	4
92	уже говорили	3	4
93	к себе	17	4
94	с ним	8	4
95	о том	2	4
96	все его	2	4
97	так что	5	4
98	конечно не	2	4
99	с другом	2	4
100	и их	1	4
101	а не	9	4
102	отнюдь не	2	4
103	друг с	2	4
104	с этой	2	4
105	еще более	2	4
106	здесь еще	1	3
107	дан в	1	3
108	почти все	2	3
109	в виду	3	3
110	того же	2	3
111	слова и	10	3
112	мы еще	1	3
113	для других	3	3
114	отношение к	6	3
115	нет и	3	3
116	хотя и	3	3
117	и как	3	3
118	в этот	2	3
119	уже не	2	3
120	та же	2	3
121	в большинстве	2	3
122	т д	2	3
123	и по	1	3
124	таким образом	5	3
125	здесь мы	1	3
126	а затем	1	3
127	это когда	1	3
128	по всему	2	3
129	переходим к	4	3
130	в их	1	3
131	в которых	2	3
132	вернемся к	1	3
133	как можно	3	3
134	к тому	5	3
135	себя и	8	3
136	на основе	1	3
137	зрения не	1	3
138	роль в	1	3
139	и совершенно	1	3
140	жизнь и	2	3
141	в другом	8	3
142	что и	5	3
143	того что	5	3
144	тот же	2	3
145	что он	23	3
146	все они	1	3
147	на протяжении	5	3
148	большинстве случаев	3	3
149	для него	13	3
150	в прошлом	1	3
151	тем что	4	3
152	в форме	2	3
153	что на	1	3
154	и даже	7	3
155	и прежде	4	3
156	не было	2	3
157	о чем	2	3
158	в реальном	3	3
159	не является	2	3
160	в этих	1	3
161	а в	5	3
162	себе самому	18	3
163	всего в	1	3
164	ту же	1	2
165	как его	2	2
166	и так	5	2
167	и до	1	2
168	в сущности	11	2
169	говорить о	3	2
170	они были	1	2
171	он был	1	2
172	в уста	1	2
173	бы она	1	2
174	совсем не	3	2
175	вступают в	1	2
176	в одной	3	2
177	то в	2	2
178	и к	12	2
179	тон и	2	2
180	гл ii	1	2
181	всего романа	2	2
182	жизнь как	1	2
183	имеет громадное	1	2
184	в этой	1	2
185	с одной	1	2
186	особое место	1	2
187	как он	3	2
188	не могла	1	2
189	человек не	1	2
190	после этого	1	2
191	весь и	1	2
192	в корне	1	2
193	и вот	5	2
194	на этом	4	2
195	лишь в	5	2
196	по себе	3	2
197	здесь это	1	2
198	далеко не	3	2
199	с тем	5	2
200	со своими	1	2
201	которой он	2	2
202	мы видели	3	2
203	бога и	1	2
204	и становится	1	2
205	те явления	1	2
206	но эта	1	2
207	но он	3	2
208	с такою	2	2
209	друг другу	4	2
210	в прямом	1	2
211	по ту	2	2
212	и более	1	2
213	беседы с	1	2
214	и почти	2	2
215	в той	2	2
216	в отношении	9	2
217	она не	1	2
218	на котором	1	2
219	все человеческие	1	2
220	там где	7	2
221	и весь	1	2
222	мире и	2	2
223	в роман	2	2
224	этом отношении	1	2
225	очень часто	2	2
226	и потому	2	2
227	и это	4	2
228	и о	1	2
229	чем не	2	2
230	здесь не	1	2
231	без всякого	1	2
232	самим собою	9	2
233	и от	5	2
234	в себя	1	2
235	не мог	5	2
236	дано в	1	2
237	особенно в	2	2
238	находится в	2	2
239	и должно	2	2
240	можно сказать	1	2
241	условности и	1	2
242	это не	5	2
243	и только	2	2
244	все в	1	2
245	что здесь	1	2
246	быть и	2	2
247	один из	2	2
248	ее к	1	2
249	словом и	3	2
250	со всеми	2	2
251	него и	2	2
252	и других	1	2
253	характерно что	1	2
254	до того	1	2
255	в конце	5	2
