N	3gram	Savitsky_E_1	Myshleni
1	в том что	6	17
2	заключается в том	2	7
3	для того чтобы	5	7
4	в отличие от	1	6
5	так же как	5	6
6	можно было бы	3	5
7	с одной стороны	8	5
8	в связи с	1	5
9	друг с другом	3	5
10	и того же	1	4
11	мы не станем	1	4
12	то и другое	1	4
13	то время как	1	4
14	же как и	3	4
15	смысле этого слова	1	4
16	во всяком случае	3	4
17	в то время	1	4
18	это значит что	1	4
19	одного и того	1	4
20	в этом отношении	3	3
21	независимо от того	1	3
22	что мы знаем	1	3
23	лежащих в основе	1	3
24	по сравнению с	2	3
25	в последнее время	1	3
26	с другой стороны	2	3
27	мы видели что	1	3
28	та или иная	1	3
29	с тем что	1	3
30	на то что	2	3
31	как мы видели	2	3
32	этой точки зрения	5	2
33	и в отношении	1	2
34	в этом смысле	3	2
35	и в этом	4	2
36	только в том	2	2
37	то что в	2	2
38	заключает в себе	3	2
39	было бы неправильно	1	2
40	тому или иному	2	2
41	в известном смысле	3	2
42	не может быть	2	2
43	того или иного	4	2
44	с этой точки	5	2
45	так и в	2	2
46	в свою очередь	2	2
47	само по себе	4	2
48	той или иной	4	2
49	и связанное с	1	1
50	мы сказали бы	1	1
51	в своем развитии	1	1
52	между собой это	1	1
53	основании того что	1	1
54	что в основных	1	1
55	более или менее	1	1
56	с мы не	1	1
57	в том числе	1	1
58	во многих случаях	1	1
59	и в качестве	1	1
60	с точки зрения	16	1
61	что как бы	1	1
62	мы говорили в	1	1
63	хотя бы и	3	1
64	мы остановились на	1	1
65	или иначе говоря	1	1
66	представление о том	1	1
67	того что мы	1	1
68	бы то ни	4	1
69	так же мало	2	1
70	во всех этих	1	1
71	к тому или	1	1
72	из того что	2	1
73	том числе и	1	1
74	к тому чтобы	2	1
75	кроме того что	1	1
76	несмотря на его	1	1
77	в гораздо большей	1	1
78	что оно не	1	1
79	нас к выводу	1	1
80	в этот период	1	1
81	вопрос можно ли	1	1
82	ту или иную	3	1
83	сказать что в	2	1
84	в применении к	3	1
85	во внимание что	1	1
86	с мы думаем	1	1
87	в данном случае	2	1
88	так как их	1	1
89	они относятся к	1	1
90	не только в	4	1
91	то ни было	4	1
92	не сводится к	1	1
93	на этот раз	1	1
94	склонен думать что	1	1
95	в значительной степени	1	1
96	не могут быть	1	1
97	друг к другу	1	1
98	что в самом	1	1
99	если обратиться к	1	1
100	это мы видим	1	1
101	имеет место в	2	1
102	то мы увидим	1	1
103	мы не можем	1	1
104	как и всякая	1	1
105	значение только в	1	1
106	связи с этим	1	1
107	этот процесс мы	1	1
108	в отношении их	1	1
109	выходит за пределы	1	1
110	на основании того	1	1
111	неизбежно придет к	1	1
112	в известной степени	3	1
113	друг от друга	2	1
114	к тому что	1	1
115	как на то	1	1
116	но было бы	2	1
117	приводит нас к	2	1
118	всех этих случаях	1	1
119	мы увидим что	1	1
120	мы стремились показать	1	1
121	в основных чертах	1	1
122	в области развития	1	1
