N	2gram	Losev_Vesc_1	Narrotol
1	не только	36	31
2	но и	18	27
3	и не	29	23
4	при этом	1	19
5	может быть	16	15
6	в качестве	1	14
7	в частности	1	14
8	как и	8	13
9	а не	19	13
10	а в	4	13
11	в этом	4	12
12	только в	14	12
13	и в	21	11
14	в данном	5	11
15	тогда как	1	10
16	и его	2	10
17	времени и	1	9
18	то что	27	9
19	то же	6	8
20	не может	17	8
21	данном случае	2	8
22	в том	8	8
23	уже не	9	8
24	со стороны	5	8
25	но в	5	7
26	том что	8	7
27	если бы	5	7
28	у него	2	7
29	и он	1	6
30	в самом	9	6
31	не в	5	6
32	в этой	3	6
33	в себе	14	6
34	тому же	1	6
35	об этом	3	6
36	не мог	1	6
37	к тому	3	6
38	одного из	1	6
39	во втором	2	6
40	в его	2	6
41	как бы	12	6
42	один из	3	6
43	как раз	9	6
44	или в	2	6
45	а также	1	6
46	жизни и	2	6
47	между двумя	1	5
48	той или	2	5
49	перед нами	2	5
50	так и	3	5
51	точки зрения	5	5
52	в своей	5	5
53	тем самым	1	5
54	потому что	16	5
55	можно сказать	6	5
56	точка зрения	1	5
57	то в	4	4
58	в первом	2	4
59	на себя	1	4
60	еще не	8	4
61	с его	1	4
62	но не	5	4
63	все же	4	4
64	хотя и	4	4
65	из этих	1	4
66	в нем	2	4
67	в принципе	1	4
68	из них	4	4
69	по себе	13	4
70	и тем	3	4
71	в одном	2	4
72	в то	3	4
73	одна из	5	4
74	того чтобы	3	4
75	никогда не	2	4
76	что на	2	4
77	к себе	4	4
78	в ней	12	4
79	так в	1	4
80	что у	5	4
81	о том	6	4
82	внимание на	1	4
83	к нему	1	4
84	того что	8	4
85	для него	4	4
86	слова в	2	4
87	у нее	1	4
88	или иной	1	4
89	прежде всего	9	4
90	из наиболее	1	4
91	о чем	1	4
92	однако и	1	4
93	в третьем	1	4
94	или не	2	4
95	также и	6	3
96	и то	10	3
97	самом деле	4	3
98	едва ли	1	3
99	мы имеем	7	3
100	мы не	6	3
101	в своем	6	3
102	и как	8	3
103	к чему	1	3
104	но именно	2	3
105	для того	2	3
106	подобно тому	4	3
107	и с	8	3
108	это не	5	3
109	в жизни	3	3
110	в слове	2	3
111	в современной	1	3
112	и ее	18	3
113	стало быть	1	3
114	тем не	3	3
115	их в	3	3
116	однако в	1	3
117	не менее	3	3
118	о них	1	3
119	как будто	1	3
120	этом отношении	1	3
121	у нас	7	3
122	и о	3	3
123	о ней	2	3
124	сводится к	2	3
125	о нем	1	3
126	что он	1	3
127	могло бы	1	3
128	не говорит	2	3
129	именно в	1	3
130	не было	1	3
131	как это	2	3
132	тому как	4	3
133	быть не	4	3
134	но для	2	3
135	это уже	1	3
136	не является	1	3
137	и все	5	3
138	первом случае	2	3
139	что в	9	3
140	в сфере	4	2
141	переход от	1	2
142	в зависимости	1	2
143	и для	9	2
144	происходит это	1	2
145	в сущности	4	2
146	не вполне	2	2
147	ему в	1	2
148	зависимости от	1	2
149	и самого	1	2
150	между собой	1	2
151	в чем	6	2
152	для обозначения	1	2
153	если в	1	2
154	отличие от	1	2
155	отнюдь не	5	2
156	в той	3	2
157	если она	1	2
158	в смысл	1	2
159	та же	1	2
160	раз в	1	2
161	на то	4	2
162	не могла	1	2
163	и еще	2	2
164	и вот	2	2
165	одно и	5	2
166	человека в	1	2
167	не будет	12	2
168	а его	1	2
169	это было	1	2
170	я в	2	2
171	также не	1	2
172	все равно	2	2
173	он и	1	2
174	и тогда	1	2
175	и того	2	2
176	в этих	1	2
177	и значимость	1	2
178	в отличие	1	2
179	сих пор	1	2
180	сосредоточимся на	1	2
181	она не	4	2
182	дело в	4	2
183	и сама	3	2
184	дело не	2	2
185	ничего не	3	2
186	этих двух	2	2
187	как она	4	2
188	ни о	1	2
189	ли не	1	2
