N	2gram	Propp_Isto_2	Freidism
1	таким образом	7	24
2	и не	11	23
3	не может	5	20
4	прежде всего	5	18
5	в этом	11	15
6	в его	6	15
7	и пр	7	15
8	мы можем	8	13
9	может быть	17	13
10	и его	3	12
11	все эти	4	11
12	как и	2	11
13	как бы	6	11
14	то что	12	11
15	самом деле	2	10
16	но в	6	10
17	его в	10	10
18	с ним	1	10
19	как мы	1	10
20	так и	5	10
21	и потому	1	10
22	с его	1	9
23	во всех	2	9
24	по отношению	3	9
25	и в	15	9
26	то же	10	8
27	не только	18	8
28	он не	8	8
29	в своей	1	8
30	еще не	9	8
31	оно и	2	8
32	что он	24	8
33	только в	6	8
34	так как	14	8
35	все это	3	8
36	отношению к	3	8
37	в самом	1	7
38	мы уже	6	7
39	и наконец	5	7
40	ни в	2	7
41	мы видели	2	7
42	к нему	5	7
43	один из	8	7
44	тот же	1	7
45	мы знаем	11	7
46	что же	1	7
47	сказать что	2	7
48	в ней	4	6
49	так сказать	2	6
50	и с	4	6
51	и ее	2	6
52	того что	3	6
53	вовсе не	1	6
54	никогда не	15	6
55	хотя бы	2	6
56	на самом	2	5
57	и на	4	5
58	он сам	1	5
59	и к	1	5
60	в этой	4	5
61	что такое	1	5
62	знаем что	12	5
63	не в	7	5
64	мы должны	4	5
65	в то	1	5
66	в каком	1	5
67	могут быть	2	5
68	в себя	3	5
69	и прежде	1	5
70	а в	12	5
71	но и	14	5
72	связь с	4	5
73	с этим	5	5
74	в свою	1	5
75	что в	12	5
76	в зависимости	1	4
77	и за	1	4
78	той же	2	4
79	связанных с	1	4
80	мы не	3	4
81	в которой	2	4
82	говорить о	1	4
83	я не	2	4
84	зависимости от	1	4
85	но не	2	4
86	все же	9	4
87	не было	2	4
88	из этих	3	4
89	в пределах	1	4
90	в нем	7	4
91	всех этих	3	4
92	связанные с	1	4
93	при этом	4	4
94	об этом	11	4
95	с другими	2	4
96	в жизни	2	4
97	нигде не	2	4
98	во время	2	4
99	не менее	1	4
100	потому что	9	4
101	и для	2	4
102	к тому	5	4
103	если мы	1	4
104	того чтобы	2	4
105	сводится к	1	4
106	характер и	1	4
107	с самого	2	4
108	это только	2	4
109	другими словами	4	4
110	с ними	2	4
111	уже не	1	4
112	в котором	5	4
113	и др	4	4
114	себя и	2	4
115	в мир	2	4
116	и о	1	4
117	в более	1	4
118	в следующей	1	4
119	в этих	11	4
120	этот вопрос	1	4
121	в таком	1	4
122	и есть	5	3
123	при анализе	1	3
124	теперь мы	1	3
125	на себя	1	3
126	он был	3	3
127	такие же	1	3
128	а только	1	3
129	как в	5	3
130	и той	1	3
131	и как	1	3
132	следующей главе	1	3
133	и тот	1	3
134	в себе	4	3
135	главным образом	2	3
136	одной и	1	3
137	и по	2	3
138	и может	2	3
139	было бы	5	3
140	уже знаем	3	3
141	мы имеем	15	3
142	такой же	2	3
143	нисколько не	2	3
144	он дает	2	3
145	войти в	1	3
146	можем сказать	1	3
147	самого начала	2	3
148	одна из	2	3
149	на него	5	3
150	представления и	2	3
151	к себе	2	3
152	не могут	1	3
153	бы он	1	3
154	она не	5	3
155	с ее	2	3
156	и этим	1	3
157	приводит к	2	3
158	главе мы	1	3
159	и что	6	3
160	и она	3	3
161	человека к	1	3
162	из которого	1	3
163	у него	4	3
164	в них	1	3
165	со стороны	1	3
166	ребенка в	3	3
167	и оно	1	3
168	вместе с	7	3
169	по своему	1	3
170	но это	4	3
171	это как	1	3
172	когда он	3	3
173	не знает	2	3
174	ее в	2	3
175	и то	2	2
176	это и	1	2
177	когда человек	1	2
178	высшей степени	1	2
179	большую роль	1	2
180	и дать	1	2
181	не совсем	3	2
182	видели что	3	2
183	но как	1	2
184	с которыми	1	2
185	ответ на	1	2
186	отличие от	1	2
187	из важнейших	1	2
188	в возрасте	1	2
189	дает нам	2	2
190	от этого	1	2
191	в этот	1	2
192	что это	6	2
193	не стали	1	2
194	человек не	1	2
195	что она	5	2
196	в мифах	4	2
197	их в	2	2
198	его таким	1	2
199	же остается	1	2
200	но все	5	2
201	в совершенно	1	2
202	них не	1	2
203	на этой	2	2
204	при помощи	2	2
205	это было	1	2
206	это не	2	2
207	но их	1	2
208	же объясняется	1	2
209	только о	1	2
210	этого не	5	2
211	так называемый	2	2
212	приходит в	1	2
213	том что	7	2
214	в эту	2	2
215	что значит	1	2
216	на один	2	2
217	но если	3	2
218	в их	3	2
219	этот страх	1	2
220	в отличие	1	2
221	сих пор	7	2
222	страх и	1	2
223	силу и	3	2
224	освободиться от	1	2
225	как это	3	2
226	таких случаях	2	2
227	в таких	2	2
228	дело не	4	2
229	правда в	1	2
230	в науке	1	2
231	к этим	1	2
232	в процессе	1	2
233	в самых	1	2
234	только не	1	2
235	тем не	1	2
236	только с	2	2
237	если его	1	2
238	когда мы	2	2
239	же что	1	2
240	они и	1	2
241	и снова	1	2
242	из всего	1	2
243	не делает	1	2
244	в виду	2	2
245	на основе	1	2
246	можно сделать	1	2
247	роль в	3	2
248	в глаза	2	2
249	о нем	4	2
250	в другом	9	2
251	до сих	6	2
252	этих двух	1	2
253	это желание	1	2
254	эта сила	1	2
255	нуждается в	1	2
256	что и	6	2
257	всего этого	1	2
258	также в	2	2
259	вся жизнь	1	2
260	в него	2	2
261	быть и	1	2
262	на которой	2	2
263	мы видим	8	2
264	проникнуть в	2	2
265	в какой	1	2
266	очень много	8	2
267	с одной	4	2
268	для всех	1	2
269	не можем	1	2
270	уже в	2	2
271	только на	1	2
272	и они	4	2
273	в нашей	2	2
274	из них	2	2
275	его и	4	2
276	человека на	1	2
277	половой зрелости	1	2
278	в прошлом	1	2
279	наступления половой	1	2
280	заметить что	2	2
281	в высшей	1	2
282	с другой	2	2
283	человека в	2	2
284	здесь в	2	2
285	а с	2	2
286	до конца	1	2
287	ничем не	1	2
288	них и	1	2
289	одной стороны	3	2
290	зависит от	2	2
291	а не	5	2
292	что мы	3	2
293	так же	13	2
294	матери и	1	2
295	действительно ли	1	2
296	другого человека	1	2
297	в основном	2	2
298	только для	1	2
299	и часто	2	2
300	для нас	4	2
301	все они	1	2
302	да и	2	2
303	из тех	1	2
304	есть и	2	2
305	и представления	1	2
306	и другие	4	2
307	к этому	1	2
308	они не	4	2
309	мы начнем	1	1
310	можно говорить	1	1
311	и т	19	1
312	совершенно новой	1	1
313	же как	5	1
314	относится и	1	1
315	за то	1	1
316	так у	2	1
317	что дает	1	1
318	показать что	2	1
319	нам кажется	1	1
320	отцу в	1	1
321	права и	1	1
322	не имеют	1	1
323	оно было	1	1
324	и этот	1	1
325	укажем что	1	1
326	она к	1	1
327	их и	1	1
328	в несколько	1	1
329	а как	1	1
330	полагает что	1	1
331	со всех	4	1
332	из могилы	2	1
333	не умирает	1	1
334	слагается из	1	1
335	бы сделать	1	1
336	в семье	1	1
337	вопрос о	4	1
338	но она	1	1
339	как то	1	1
340	но чаще	1	1
341	то это	6	1
342	в целом	1	1
343	что можно	1	1
344	это выдает	1	1
345	всех сторон	4	1
346	оказывается что	2	1
347	дать ему	3	1
348	что по	1	1
349	время в	1	1
350	что его	1	1
351	без всякого	1	1
352	там и	1	1
353	весь тот	1	1
354	другой пример	1	1
355	сон он	1	1
356	о смерти	1	1
357	к которой	1	1
358	в качестве	3	1
359	взять на	1	1
360	в свои	1	1
361	что они	10	1
362	в настоящем	1	1
363	из таких	1	1
364	конечно совершенно	1	1
365	они умирают	1	1
366	в истории	1	1
367	как говорит	1	1
368	в центре	1	1
369	вот как	1	1
370	пути в	2	1
371	вспомним что	2	1
372	о социальной	1	1
373	остановиться на	1	1
374	однако не	1	1
375	кто не	1	1
376	пр с	1	1
377	был связан	1	1
378	его к	1	1
379	случае уже	1	1
380	полагают что	1	1
381	за собой	1	1
382	но эта	1	1
383	еще на	1	1
384	лежит на	1	1
385	объяснить эту	1	1
386	говорили что	2	1
387	он в	3	1
388	он умер	2	1
389	мы обратимся	1	1
390	говорят о	2	1
391	нам как	1	1
392	имеем в	5	1
393	как он	3	1
394	на то	3	1
395	если он	1	1
396	по-видимому не	1	1
397	что было	1	1
398	от его	1	1
399	т д	18	1
400	и социальной	2	1
401	с нашим	1	1
402	человеческого тела	2	1
403	ей на	1	1
404	из него	2	1
405	но всегда	1	1
406	в нее	2	1
407	конца и	1	1
408	в основу	1	1
409	этим самым	1	1
410	мы слышим	1	1
411	а затем	2	1
412	она оказывается	1	1
413	со всем	1	1
414	развития на	1	1
415	входит в	1	1
416	и которые	1	1
417	чтобы все	1	1
418	свою противоположность	1	1
419	чтобы узнать	2	1
420	должен был	3	1
421	он приходит	1	1
422	для них	1	1
423	далеко не	1	1
424	он действительно	1	1
425	место и	1	1
426	этого изгнания	1	1
427	не всегда	1	1
428	он и	3	1
429	чем в	1	1
430	обратимся к	2	1
431	не мог	3	1
432	здесь она	2	1
433	они говорят	2	1
434	этом случае	5	1
435	сами должны	1	1
436	он должен	2	1
437	наших дней	1	1
438	почти не	1	1
439	ранним ступеням	1	1
440	себе а	1	1
441	мы проследим	1	1
442	душу и	1	1
443	в одном	5	1
444	умирает и	1	1
445	которые в	1	1
446	и эти	2	1
447	с такими	1	1
448	таких случаев	4	1
449	нас к	1	1
450	и необходимость	1	1
451	груди и	2	1
452	а иногда	1	1
453	отметить что	1	1
454	друг друга	1	1
455	одну сторону	1	1
456	как разновидность	1	1
457	но вместе	1	1
458	образом в	1	1
459	же значение	1	1
460	ужас и	1	1
461	а во	1	1
462	к ней	2	1
463	к какому-нибудь	1	1
464	достаточно указать	1	1
465	выдает себя	1	1
466	это один	1	1
467	что на	1	1
468	тела и	1	1
469	и со	1	1
470	сделать в	1	1
471	похожи на	1	1
472	и здесь	9	1
473	его за	1	1
474	его с	1	1
475	за что	1	1
476	смерти и	7	1
477	в поле	1	1
478	уже на	3	1
479	своего отца	1	1
480	время сна	1	1
481	на это	1	1
482	только одну	1	1
483	если же	1	1
484	о том	3	1
485	в работе	3	1
486	и это	3	1
487	приходит к	1	1
488	то она	1	1
489	ни одно	1	1
490	в темноту	1	1
491	на другой	2	1
492	совершенно ясно	2	1
493	это за	2	1
494	в душу	1	1
495	этим же	2	1
496	в дальнейшем	1	1
497	ближе она	1	1
498	дано в	2	1
499	что такой	1	1
500	и когда	2	1
501	на нее	2	1
502	мог бы	3	1
503	это впечатление	1	1
504	увидим что	3	1
505	с собой	1	1
506	в результате	1	1
507	проявляет себя	1	1
508	к тем	1	1
509	как ему	1	1
510	и внутренняя	1	1
511	мы в	2	1
512	характерная черта	1	1
513	только у	2	1
514	ничего не	7	1
515	находится в	2	1
516	связанное с	1	1
517	а также	2	1
518	говорит об	1	1
519	близки к	1	1
520	после того	3	1
521	видели также	1	1
522	но когда	1	1
523	особого рода	1	1
524	там же	1	1
525	и во	1	1
526	мифах и	1	1
527	все на	1	1
528	при которой	1	1
529	и власть	2	1
530	чтобы получить	1	1
531	которые мы	1	1
532	позволит нам	1	1
533	быть даже	1	1
534	исходя из	1	1
535	должны теперь	1	1
536	они приобретают	2	1
537	и следовательно	1	1
538	не зная	1	1
539	переносится на	1	1
540	к которому	5	1
541	в третий	2	1
542	все члены	1	1
543	бросается в	1	1
544	но так	1	1
545	в двух	1	1
546	дают ему	1	1
547	рождение человека	1	1
548	он еще	1	1
549	во всем	1	1
550	к нашему	1	1
551	не боится	2	1
552	и так	2	1
553	страх перед	3	1
554	связанным с	1	1
555	который в	1	1
556	это означает	1	1
557	ноги и	1	1
558	ведь она	1	1
559	область проявления	1	1
560	не соответствует	2	1
561	к какому	1	1
562	на характер	1	1
563	а это	1	1
564	от других	1	1
565	и других	1	1
566	дает ему	2	1
567	уже с	2	1
568	одно из	2	1
569	пока не	4	1
570	слова в	2	1
571	вводит в	1	1
572	и им	1	1
573	как будто	3	1
574	тем что	4	1
575	после наступления	1	1
576	и только	2	1
577	она вполне	1	1
578	в другой	4	1
579	связан с	5	1
580	представление о	2	1
581	не связано	1	1
582	именно в	2	1
583	в каких	3	1
584	и между	1	1
585	такое же	1	1
586	в высшую	1	1
587	к человеку	1	1
588	в некоторых	2	1
589	только по	1	1
590	превращается в	2	1
591	а на	1	1
592	целым рядом	1	1
593	на которых	1	1
594	у других	1	1
595	сказание о	1	1
596	в свете	2	1
597	тесно связанным	1	1
598	но никогда	1	1
599	отнюдь не	1	1
600	сон не	1	1
601	там где	1	1
602	смертью они	2	1
603	ребенка и	2	1
604	здесь имеет	1	1
605	жизнь в	1	1
606	этих способностей	1	1
607	мир для	1	1
608	если это	3	1
609	при его	1	1
610	или по	1	1
611	теперь к	1	1
612	чтобы убить	1	1
613	требует от	1	1
614	к своему	1	1
615	смысле этого	2	1
616	связаны с	1	1
617	что весь	2	1
618	его мать	1	1
619	мать но	1	1
620	который он	1	1
621	они сами	1	1
622	к следующему	1	1
623	быть не	1	1
624	эту черту	1	1
625	в это	1	1
626	материал для	1	1
627	этого слова	1	1
628	не будем	4	1
629	болезнь и	1	1
630	я мог	1	1
631	остается в	1	1
632	становится ясным	2	1
633	в книге	1	1
634	они так	1	1
635	не знаем	1	1
636	указать на	1	1
637	этого рода	1	1
638	верно только	1	1
639	но на	1	1
640	более ранних	2	1
641	в область	4	1
642	чтобы понять	2	1
643	бы ему	1	1
644	ее и	1	1
645	у них	1	1
646	еще более	1	1
647	его уже	2	1
648	будто бы	2	1
649	с ужасом	1	1
650	же в	1	1
651	в том	6	1
652	не обладает	3	1
653	требует чтобы	1	1
654	рождения но	1	1
655	нет ничего	2	1
656	не похожи	1	1
657	или при	1	1
658	и религиозных	1	1
659	но можно	1	1
660	в иной	5	1
661	же мы	2	1
662	из этого	1	1
663	на ней	1	1
664	на своем	1	1
665	это так	2	1
666	а может	1	1
667	только одна	1	1
668	видим в	1	1
669	молодой человек	1	1
670	можно назвать	1	1
