N	2gram	Bakhtin_Pr_2	Problema
1	и не	29	28
2	то есть	4	27
3	не только	11	24
4	только в	4	23
5	в виде	3	22
6	вовсе не	5	21
7	и в	43	20
8	в том	6	20
9	ни в	2	17
10	все эти	5	16
11	смысле слова	1	15
12	то что	7	15
13	точки зрения	13	14
14	у нас	2	14
15	той или	3	14
16	было бы	5	14
17	но и	14	14
18	также и	3	13
19	перед нами	7	13
20	не в	11	13
21	или иной	3	13
22	в нашем	1	12
23	в себе	5	12
24	том что	2	12
25	не есть	2	12
26	с точки	8	11
27	по себе	11	11
28	прежде всего	10	11
29	как будто	1	11
30	тем не	2	10
31	и его	8	10
32	не менее	3	10
33	так и	3	10
34	в качестве	1	10
35	есть нечто	1	9
36	в этом	13	9
37	может быть	23	9
38	и даже	3	9
39	все это	5	9
40	но в	10	8
41	таким образом	5	8
42	если бы	3	8
43	что он	13	8
44	в той	5	8
45	в результате	4	8
46	и все	6	8
47	во всяком	2	8
48	то же	8	7
49	мы не	4	7
50	еще не	9	7
51	и с	5	7
52	это не	3	7
53	здесь не	6	7
54	хотя бы	2	7
55	и тем	1	7
56	есть в	3	7
57	с другой	4	7
58	сказать что	2	7
59	а не	7	7
60	и потому	1	7
61	сам по	5	6
62	есть не	1	6
63	при этом	6	6
64	об этом	2	6
65	как и	14	6
66	и без	2	6
67	по крайней	1	6
68	же самое	1	6
69	в виду	3	6
70	и вообще	1	6
71	крайней мере	1	6
72	что здесь	1	6
73	так что	5	6
74	в одно	3	6
75	по своему	2	6
76	но это	4	6
77	и от	1	6
78	для нас	2	6
79	другой стороны	3	6
80	в таком	2	6
81	на самом	1	5
82	но не	5	5
83	как в	2	5
84	хотя и	5	5
85	и если	1	5
86	в нем	12	5
87	да и	5	5
88	в них	4	5
89	мере не	1	5
90	в этих	6	5
91	и очень	2	5
92	только и	1	5
93	и о	2	5
94	в ее	1	5
95	о том	5	5
96	можно сказать	1	5
97	жизни и	1	5
98	уже не	3	5
99	если мы	2	5
100	здесь перед	1	5
101	так как	4	5
102	здесь в	3	5
103	то и	2	5
104	не может	18	5
105	вместе с	1	5
106	так же	2	5
107	в смысле	1	5
108	или в	8	5
109	и ни	1	5
110	ничего общего	1	5
111	и т	13	4
112	это и	1	4
113	без всякого	2	4
114	человеческих отношений	1	4
115	кроме того	3	4
116	и есть	1	4
117	и наконец	6	4
118	уже в	2	4
119	тут и	1	4
120	в этой	1	4
121	что она	1	4
122	времени и	2	4
123	несмотря на	1	4
124	в своей	4	4
125	всяком случае	1	4
126	в одном	12	4
127	в отношении	3	4
128	отличается от	2	4
129	не имеет	1	4
130	только не	1	4
131	в самой	4	4
132	указывает на	2	4
133	можно было	3	4
134	здесь как	1	4
135	жизнь и	1	4
136	с ним	3	4
137	никак не	5	4
138	и во	1	4
139	во всех	4	4
140	и только	3	4
141	тем более	1	4
142	одной из	1	4
143	и ее	3	4
144	или даже	1	4
145	ни с	1	4
146	что не	2	4
147	с этим	2	4
148	как бы	22	4
149	в художественном	3	4
150	однако не	1	4
151	как раз	4	4
152	и для	3	4
153	у достоевского	14	4
154	же в	1	4
155	а в	5	4
156	в то	7	4
157	в какой	1	4
158	самом деле	5	3
159	он как	1	3
160	но она	1	3
161	то это	2	3
162	в каждой	2	3
163	и на	10	3
164	он был	3	3
165	но как	1	3
166	же и	4	3
167	в своем	4	3
168	и к	3	3
169	бы и	2	3
170	сказать о	2	3
171	учение о	1	3
172	вообще не	1	3
173	т д	4	3
174	но все	2	3
175	человека в	4	3
176	в другом	7	3
177	с другими	1	3
178	этом смысле	2	3
179	из них	2	3
180	здесь нет	3	3
181	в жизни	3	3
182	все равно	1	3
183	глубоко и	1	3
184	князя андрея	1	3
185	как это	1	3
186	связи с	1	3
187	на себе	2	3
188	и сама	1	3
189	у пушкина	1	3
190	и является	2	3
191	уже и	2	3
192	к тому	4	3
193	образы и	1	3
194	как мы	10	3
195	с собой	4	3
196	не выходит	1	3
197	к нему	5	3
198	том или	3	3
199	в его	10	3
200	что и	3	3
201	без этого	1	3
202	конечно не	2	3
203	в начале	1	3
204	в сознании	1	3
205	здесь мы	2	3
206	для него	8	3
207	себе и	4	3
208	мы можем	2	3
209	тем что	3	3
210	не было	1	3
211	были бы	1	3
212	еще и	1	3
213	в связи	1	3
214	о себе	7	3
215	ни на	3	3
216	из которых	1	3
217	это есть	1	3
218	является для	1	3
219	слова но	2	3
220	сознания и	3	3
221	и как	2	3
222	все они	1	3
223	совершенно не	4	3
224	из этого	1	3
225	что в	4	3
226	и начала	1	2
227	чтобы не	2	2
228	и весьма	1	2
229	мы здесь	2	2
230	и то	2	2
231	или к	1	2
232	нам кажется	5	2
233	почти всегда	2	2
234	и больше	1	2
235	уже по	1	2
236	обойтись без	3	2
237	они могут	2	2
238	функции в	1	2
239	так чтобы	4	2
240	время как	2	2
241	ему в	1	2
242	и он	5	2
243	нет в	1	2
244	между собой	2	2
245	то мы	1	2
246	не то	1	2
247	нет и	1	2
248	за пределы	3	2
249	сама по	4	2
250	он тоже	3	2
251	стороны и	3	2
252	все же	3	2
253	более или	3	2
254	то в	1	2
255	что это	2	2
256	другом случае	1	2
257	только один	1	2
258	тому же	3	2
259	мы совершенно	1	2
260	он не	9	2
261	не к	1	2
262	в корне	1	2
263	с ее	1	2
264	на этой	1	2
265	его в	3	2
266	кажется что	3	2
267	смысле не	1	2
268	далеко не	4	2
269	между собою	4	2
270	и тогда	1	2
271	или менее	3	2
272	в котором	6	2
273	она в	1	2
274	для всякого	1	2
275	то перед	6	2
276	мы находим	1	2
277	но эта	2	2
