N	2gram	Bakhtin_Pr_1	Poddanst
1	не только	13	17
2	и в	23	14
3	и не	34	12
4	в области	3	11
5	в этом	25	10
6	в отношении	2	10
7	в качестве	1	9
8	но в	4	9
9	то же	10	9
10	в том	11	9
11	в пределах	9	8
12	хотя бы	2	8
13	только в	8	7
14	в то	10	7
15	же время	7	7
16	в ней	1	6
17	было бы	6	6
18	но и	11	6
19	в смысле	2	6
20	отношении к	2	5
21	в которых	2	5
22	с другой	2	5
23	может быть	21	5
24	и пр	1	5
25	не в	6	5
26	и о	3	5
27	если бы	10	4
28	тех кто	1	4
29	и е	1	4
30	в своем	8	4
31	и к	4	4
32	как бы	28	4
33	том что	9	4
34	не может	11	4
35	и потому	3	4
36	в котором	2	4
37	по себе	7	4
38	на пути	2	4
39	в русской	1	4
40	что в	8	4
41	мы должны	2	4
42	же в	2	4
43	а в	7	4
44	то что	18	4
45	мы не	2	3
46	между тем	5	3
47	это не	10	3
48	вслед за	1	3
49	хотя и	1	3
50	и как	8	3
51	тот же	2	3
52	в себе	5	3
53	в нем	20	3
54	сами по	3	3
55	в россии	1	3
56	е и	1	3
57	для того	2	3
58	заключается в	2	3
59	прежде всего	7	3
60	что мы	1	3
61	с точки	15	3
62	но не	8	3
63	наряду с	1	3
64	могут быть	1	3
65	тем самым	1	3
66	потому что	12	3
67	точки зрения	21	3
68	и это	5	2
69	отношения к	2	2
70	например в	3	2
71	в сфере	2	2
72	в ее	1	2
73	и есть	5	2
74	в мире	7	2
75	есть не	2	2
76	начала и	1	2
77	по сравнению	1	2
78	является в	1	2
79	есть нечто	1	2
80	только это	1	2
81	никак не	2	2
82	в значительной	1	2
83	во всех	5	2
84	говорить о	2	2
85	во всей	2	2
86	со стороны	2	2
87	в е	2	2
88	с этим	1	2
89	того что	2	2
90	есть в	3	2
91	в начале	1	2
92	и других	5	2
93	в его	24	2
94	из них	2	2
95	не к	1	2
96	и вот	2	2
97	как раз	4	2
98	и с	4	2
99	точек зрения	3	2
100	полной мере	1	2
101	как факт	1	2
102	именно в	6	2
103	мира с	1	2
104	и тем	2	2
105	в жизни	6	2
106	для них	1	2
107	в них	3	2
108	не было	3	2
109	а не	20	2
110	должно быть	1	2
111	в эту	1	2
112	суждений о	1	2
113	не столько	3	2
114	реальность и	1	2
115	творчества и	2	2
116	друг другу	2	2
117	и достоевского	1	2
118	что из	2	2
119	не менее	1	2
120	все это	7	2
121	не о	1	2
122	на этих	1	2
123	одна из	2	2
124	слова но	2	2
125	она ни	1	2
126	да и	2	2
127	в полной	1	2
128	тем более	1	2
129	для нас	3	2
130	может и	1	2
131	в частности	1	2
132	как на	2	2
133	в применении	1	1
134	от этой	1	1
135	также что	1	1
136	проблема эта	1	1
137	же как	1	1
138	с другом	3	1
139	но чтобы	1	1
140	этот спор	1	1
141	и то	1	1
142	века но	1	1
143	как по	1	1
144	нового не	1	1
145	тем же	1	1
146	и этим	2	1
147	в себя	3	1
148	культурной традиции	2	1
149	по преимуществу	3	1
150	в рамки	2	1
151	должна быть	2	1
152	его нет	1	1
153	те же	1	1
154	по природе	1	1
155	в борьбе	1	1
156	и само	2	1
157	что дело	1	1
158	для этого	1	1
159	находится в	1	1
160	оно есть	1	1
161	на себя	3	1
162	с ее	2	1
163	слова о	1	1
164	именно потому	2	1
165	и здесь	3	1
166	видение и	1	1
167	подчеркнуть что	1	1
168	и что	1	1
169	могут дать	1	1
170	притом в	1	1
171	как таковые	2	1
172	еще не	5	1
173	были бы	4	1
174	и на	10	1
175	она всегда	1	1
176	мира а	1	1
177	оно ни	1	1
178	с его	6	1
179	высшая реальность	1	1
180	увидеть и	1	1
181	не все	1	1
182	что и	5	1
183	отличие от	2	1
184	да в	1	1
185	современности и	1	1
186	и достоевский	3	1
187	и чем	1	1
188	них в	1	1
189	перед тем	1	1
190	в истории	2	1
191	которой в	1	1
192	в рамках	2	1
193	вот как	1	1
194	известном смысле	1	1
195	все же	5	1
196	современности в	1	1
197	мы видим	3	1
198	отождествлять с	1	1
199	в какой	1	1
200	должен быть	1	1
201	тяготеет к	1	1
202	духа в	1	1
203	в самом	8	1
204	только то	3	1
205	в условиях	2	1
206	но как	3	1
207	в которой	4	1
208	во времени	3	1
209	бы и	4	1
210	что это	1	1
211	или его	1	1
212	могли бы	3	1
213	из этих	2	1
214	если мы	1	1
215	в окружающем	1	1
216	именно на	2	1
217	себя в	3	1
218	в известном	1	1
219	только один	1	1
220	мира но	2	1
221	уже в	5	1
222	говорить об	2	1
223	в большинстве	2	1
224	неправильно и	1	1
225	но на	1	1
226	в европейском	1	1
227	личный опыт	1	1
228	в мир	3	1
229	и наше	1	1
230	к миру	1	1
231	только к	1	1
232	мир в	2	1
233	одно из	1	1
234	есть та	1	1
235	не как	12	1
236	иная форма	1	1
237	общественных укладов	1	1
238	друг друга	3	1
239	чтобы в	1	1
240	самосознание и	3	1
241	и только	1	1
242	само по	2	1
243	какой бы	2	1
244	и по	2	1
245	дело идет	6	1
246	прежде чем	1	1
247	одно и	1	1
248	многих других	1	1
249	бы это	1	1
250	в каждом	8	1
251	представляют собой	1	1
252	как автор	2	1
253	реальность в	1	1
254	ней и	1	1
255	из всех	1	1
256	развития в	1	1
257	большинстве случаев	2	1
258	его в	4	1
259	бы эти	1	1
260	весь мир	1	1
261	а с	1	1
262	красочный и	1	1
263	что не	1	1
264	в живом	1	1
265	но есть	1	1
266	на свои	1	1
267	к более	2	1
268	далеко не	1	1
269	в этой	4	1
270	идеи в	7	1
271	отношения в	1	1
272	личности не	1	1
273	черты в	1	1
274	как и	8	1
275	и уже	3	1
276	в свете	3	1
277	ведет к	1	1
278	в развитии	1	1
279	в бытии	1	1
280	не об	3	1
281	нисколько не	2	1
282	в одно	1	1
283	бы как	1	1
284	должна была	4	1
285	и еще	1	1
286	бы оно	1	1
287	что если	1	1
288	в творчестве	5	1
289	и при	1	1
290	творчестве достоевского	5	1
291	люди и	1	1
292	так же	6	1
293	идеи идея	1	1
294	история отдельных	1	1
295	всяком случае	3	1
296	что именно	2	1
297	место в	1	1
298	в отличие	2	1
299	мысли и	2	1
300	в данном	2	1
301	вопрос о	4	1
302	сравнению с	1	1
303	как одна	1	1
304	можно говорить	2	1
305	совершенно новое	1	1
306	он живет	1	1
307	теми же	1	1
308	что было	3	1
309	эти черты	1	1
310	и завершающего	1	1
311	как к	1	1
312	и более	1	1
313	там где	6	1
314	в процесс	1	1
315	друг с	3	1
316	существенно и	3	1
317	распадается на	1	1
318	и великого	1	1
319	об идее	1	1
320	ни были	1	1
321	как проблема	1	1
322	вячеслав иванов	4	1
323	в основном	2	1
324	xviii века	1	1
325	лиц и	1	1
326	с которой	4	1
327	она не	5	1
328	к идеям	1	1
329	входят в	2	1
330	мире в	3	1
331	но для	2	1
332	которые были	3	1
333	тогда когда	1	1
334	этом смысле	9	1
335	идет именно	1	1
336	того чтобы	4	1
337	нем в	1	1
338	та или	1	1
339	ценности и	1	1
340	она может	1	1
341	рассматривать как	1	1
342	никогда не	5	1
343	капитализма в	1	1
344	в результате	4	1
345	казалось бы	1	1
346	на обсуждение	1	1
347	или иным	1	1
348	творчества если	1	1
349	тот мир	1	1
350	или иная	1	1
351	русского капитализма	2	1
352	и притом	2	1
353	как она	1	1
354	как явление	1	1
355	более что	1	1
356	среды в	1	1
357	другой стороны	2	1
358	духа а	1	1
359	только что	1	1
360	в этих	2	1
361	о смысле	1	1
362	над отдельными	2	1
363	над ним	1	1
364	в каком	1	1
365	конечно и	4	1
366	из тех	2	1
367	в философии	1	1
368	только как	1	1
369	и внутренне	1	1
370	в момент	1	1
371	и именно	1	1
372	что все	3	1
373	этом не	1	1
374	есть и	1	1
375	что оно	1	1
376	всего что	1	1
377	ни на	2	1
378	и другие	2	1
379	не есть	1	1
380	вместе с	2	1
381	все еще	1	1
382	это в	2	1
383	капитализм и	1	1
384	в последующие	1	1
385	во всяком	4	1
386	многие из	1	1
387	они не	3	1
388	гораздо более	1	1
