N	2gram	Nazirov_Tv_1	FransuaR
1	и в	21	41
2	то есть	12	24
3	мы уже	1	18
4	во всех	1	17
5	таким образом	5	17
6	в нем	3	16
7	и с	3	16
8	и его	6	13
9	но и	3	13
10	в этом	6	12
11	все эти	1	11
12	уже говорили	1	11
13	все это	10	11
14	в самом	3	10
15	не только	7	10
16	так как	3	10
17	прежде всего	4	10
18	то что	8	10
19	и на	7	9
20	кроме того	1	9
21	во время	1	9
22	в образах	2	9
23	о том	6	9
24	и все	6	9
25	в сущности	1	8
26	но в	7	8
27	в этой	5	8
28	никогда не	3	8
29	и до	1	7
30	в них	1	7
31	как и	12	7
32	том что	11	7
33	в его	13	7
34	вовсе не	5	7
35	у него	7	7
36	как бы	17	7
37	что в	12	7
38	также и	1	6
39	в году	7	6
40	в эпоху	1	6
41	в то	15	6
42	в образе	1	6
43	один из	4	6
44	тела но	1	6
45	с помощью	1	6
46	вместе с	2	6
47	или в	2	6
48	сказать что	2	6
49	что он	6	6
50	и он	2	5
51	с его	11	5
52	в ее	1	5
53	в своем	4	5
54	что это	1	5
55	в себе	2	5
56	то же	13	5
57	той же	3	5
58	еще в	2	5
59	но он	2	5
60	тем что	1	5
61	так и	2	5
62	и что	1	5
63	же время	12	5
64	в литературе	2	5
65	из них	2	5
66	в одном	1	5
67	так же	3	5
68	одним из	4	4
69	того же	2	4
70	самом деле	2	4
71	в ней	2	4
72	он был	1	4
73	как в	8	4
74	и как	4	4
75	и наконец	2	4
76	та же	4	4
77	а затем	2	4
78	не в	2	4
79	даже в	3	4
80	в основе	2	4
81	все же	5	4
82	у нас	1	4
83	роль в	1	4
84	с ним	3	4
85	все время	1	4
86	тот же	2	4
87	всех его	1	4
88	с одной	1	4
89	уже в	3	4
90	в котором	6	4
91	и даже	3	4
92	с другой	3	4
93	именно в	2	4
94	одной стороны	1	4
95	и от	4	4
96	о котором	2	4
97	а в	6	4
98	не может	4	4
99	говорили о	1	3
100	он сам	6	3
101	людей в	2	3
102	в чем	2	3
103	как у	1	3
104	в голове	1	3
105	в одной	2	3
106	с этим	1	3
107	перед нами	2	3
108	в первом	2	3
109	при этом	7	3
110	и сам	1	3
111	в плане	1	3
112	людей и	2	3
113	на все	1	3
114	как пример	1	3
115	было бы	1	3
116	весь мир	1	3
117	на первый	1	3
118	и их	1	3
119	эпизоде с	1	3
120	к этим	1	3
121	потому что	5	3
122	только с	1	3
123	в духе	2	3
124	есть только	1	3
125	как один	1	3
126	говорили что	1	3
127	никак не	1	3
128	до сих	1	3
129	к нему	1	3
130	в него	2	3
131	того что	3	3
132	в ряде	1	3
133	одной из	4	3
134	только в	5	3
135	до того	1	3
136	в целях	1	3
137	что не	2	3
138	и самый	1	3
139	в данном	2	3
140	в первой	2	3
141	и смерти	1	3
142	и не	7	3
143	с этой	1	3
144	сих пор	1	3
145	но это	5	3
146	не мог	2	3
147	в книге	3	3
148	небесных светил	1	3
149	жизни и	3	3
150	в искусстве	1	3
151	всем и	1	2
152	как известно	1	2
153	связана с	1	2
154	это и	3	2
155	из самых	1	2
156	с темой	2	2
157	было и	1	2
158	одно тело	1	2
159	xvii века	1	2
160	говорить о	1	2
161	всю ночь	1	2
162	но не	3	2
163	в истории	1	2
164	хотя и	3	2
165	он в	1	2
166	этот роман	2	2
167	отчасти и	2	2
168	этого образа	1	2
169	и те	1	2
170	как он	1	2
171	так сказать	2	2
172	на его	3	2
173	он не	8	2
174	всех этих	1	2
175	на этом	1	2
176	в гротескной	1	2
177	что все	3	2
178	значение в	1	2
179	самим собой	4	2
180	это было	1	2
181	заключается в	1	2
182	повод для	1	2
183	одного и	1	2
184	был бы	2	2
185	но если	3	2
186	в своей	4	2
187	представление о	3	2
188	мы находим	2	2
189	но эта	1	2
190	ведь этот	1	2
191	борьбу с	1	2
192	для этого	1	2
193	в таких	1	2
194	что их	1	2
195	у кого	1	2
196	для всего	1	2
197	находятся в	1	2
198	так что	2	2
199	как она	1	2
200	связи с	1	2
201	это уже	5	2
202	превращается в	1	2
203	один раз	1	2
204	к себе	1	2
205	не могут	1	2
206	мы узнаем	1	2
207	этой книги	3	2
208	в области	1	2
209	в эти	1	2
210	данном случае	2	2
211	в дальнейшем	3	2
212	и когда	2	2
213	времени и	4	2
214	в романе	10	2
215	внимание на	1	2
216	между тем	1	2
217	кажется что	1	2
218	тем более	1	2
219	земное пространство	1	2
220	но с	1	2
221	он стал	1	2
222	в народе	1	2
223	страх перед	2	2
224	со всеми	3	2
225	человека с	2	2
226	себя в	1	2
227	переходит в	2	2
228	что если	1	2
229	всеми его	1	2
230	ведь это	1	2
231	в конце	1	2
232	может быть	5	2
233	как раз	1	2
234	человека и	4	2
235	а на	1	2
236	это прежде	1	2
237	что человек	3	2
238	если мы	1	2
239	до конца	2	2
240	мир а	1	2
241	не на	1	2
242	а не	5	2
243	мира в	2	2
244	в последней	1	2
245	в частности	2	2
246	начиная с	1	2
247	как это	1	2
248	не был	3	2
249	и часто	1	2
250	от него	1	2
251	в этих	2	2
252	еще более	2	2
253	вовсе нет	1	2
254	в том	7	2
255	все они	1	2
256	и у	2	2
257	это все	1	2
258	другой стороны	1	2
259	от всех	1	2
260	отметить что	1	2
261	и другие	3	2
262	от этой	1	1
263	ту же	3	1
264	в сфере	1	1
265	и через	1	1
266	через которые	1	1
267	честное слово	1	1
268	отметим что	1	1
269	на самом	3	1
270	что прямо	1	1
271	фантастический характер	1	1
272	к людям	1	1
273	то в	2	1
274	мировоззрения и	2	1
275	в мыслях	1	1
276	был и	1	1
277	в их	3	1
278	его не	1	1
279	в несколько	1	1
280	площади и	2	1
281	на первом	2	1
282	не во	2	1
283	чтобы не	1	1
284	он как	1	1
285	образом уже	1	1
286	принадлежит к	1	1
287	не вполне	1	1
288	то это	1	1
289	космоса в	1	1
290	из ее	1	1
291	откуда же	1	1
292	род человеческий	1	1
293	в xix	1	1
294	еще не	1	1
295	между собой	1	1
296	его внутренними	1	1
297	мысли и	4	1
298	время в	3	1
299	что его	2	1
300	тем как	1	1
301	в изображении	1	1
302	одним словом	1	1
303	себя все	1	1
304	и всякий	1	1
305	какая-нибудь одна	1	1
306	его сознания	1	1
307	к слову	1	1
308	по отношению	1	1
309	земли с	1	1
310	в поисках	1	1
311	мы снова	1	1
312	и я	1	1
313	как говорит	1	1
314	не самый	1	1
315	там же	3	1
316	что по	1	1
317	и к	1	1
318	в действительности	1	1
319	искусство и	1	1
320	в этот	1	1
321	смеются и	1	1
322	времени с	1	1
323	со своей	1	1
324	представлению о	1	1
325	в которой	3	1
326	в целом	4	1
327	сливается с	3	1
328	и мирного	1	1
329	связанного с	1	1
330	с народной	1	1
331	еще один	1	1
332	им в	1	1
333	нас на	1	1
334	а космос	1	1
335	если он	1	1
336	и если	1	1
337	то человек	1	1
338	связанные с	1	1
339	по самому	2	1
340	оно было	1	1
341	перестает быть	1	1
342	что еще	1	1
343	сердце и	1	1
344	и вот	1	1
345	на земле	3	1
346	и по	3	1
347	гротескной обстановке	1	1
348	они играют	1	1
349	но все	1	1
350	сколько на	1	1
351	в каждом	3	1
352	эта книга	1	1
353	для всех	1	1
354	за то	2	1
355	же касается	1	1
356	их и	1	1
357	и мотивы	1	1
358	традиции и	1	1
359	значило бы	1	1
360	рождается из	1	1
361	его в	1	1
362	и других	3	1
363	на протяжении	3	1
364	в глазах	1	1
365	форму и	1	1
366	жизни именно	1	1
367	должен был	1	1
368	нам по	1	1
369	и тем	2	1
370	в огонь	1	1
371	здесь нет	2	1
372	в жизни	2	1
373	в беседе	2	1
374	но затем	1	1
375	далеко не	3	1
376	эти годы	1	1
377	с тем	1	1
378	он отлично	1	1
