N	3gram	Propp_Russ_1	Dialekti
1	и т д	9	23
2	с точки зрения	3	14
3	в таком случае	1	10
4	тем не менее	3	10
5	т д и	1	6
6	что иное как	2	6
7	не что иное	2	6
8	о том что	4	5
9	подобно тому как	1	4
10	т е в	1	4
11	в то время	1	4
12	и не только	1	3
13	в том что	15	3
14	как и в	1	3
15	на то что	1	3
16	только тогда когда	1	3
17	хотя и не	1	2
18	точно так же	1	2
19	так же как	1	2
20	и в этом	1	2
21	ничего не знает	1	2
22	во всяком случае	1	2
23	иметь в виду	1	2
24	мы не можем	3	2
25	к тому что	4	2
26	том что в	6	1
27	и пр и	1	1
28	а следовательно и	1	1
29	что каждый из	1	1
30	из всего этого	1	1
31	что в основе	1	1
32	в виду что	1	1
33	на самом деле	1	1
34	сюда же относятся	1	1
35	точки зрения в	1	1
36	же как и	1	1
37	что мы имеем	1	1
38	и та же	1	1
39	в этом отношении	1	1
40	как это часто	1	1
41	а иногда и	3	1
42	только потому что	1	1
43	в них же	1	1
44	христа на небо	1	1
45	даже если бы	1	1
46	в данном случае	1	1
47	брать на себя	1	1
48	во многих местах	2	1
49	не значит что	2	1
50	и как бы	1	1
51	это не значит	2	1
52	одна и та	1	1
53	и в том	1	1
54	одно из них	1	1
55	только одна из	1	1
56	христа и всей	1	1
57	в одном из	1	1
58	легко заметить что	1	1
59	в чем именно	1	1
60	в связи с	4	1
61	не более как	1	1
62	что и в	1	1
63	что их не	1	1
64	по существу совершенно	1	1
