N	2gram	Ircho_Kome_1	Formalny
1	и в	22	38
2	в этом	3	27
3	т е	13	26
4	может быть	9	23
5	и его	8	21
6	таким образом	8	20
7	и не	8	20
8	в самом	2	16
9	не в	6	15
10	прежде всего	5	15
11	и т	9	14
12	не может	2	14
13	в нем	4	13
14	но и	11	13
15	с тем	1	11
16	в том	11	11
17	вовсе не	2	11
18	в его	5	10
19	не только	10	9
20	при этом	5	9
21	и с	3	9
22	как и	9	9
23	т п	5	9
24	отнюдь не	1	8
25	все же	3	8
26	точки зрения	4	8
27	так и	5	8
28	что и	4	8
29	тем что	4	8
30	как мы	4	7
31	по себе	1	7
32	этом отношении	3	7
33	в других	2	7
34	не могут	1	7
35	по существу	1	7
36	слова и	1	7
37	что в	6	7
38	и ее	3	6
39	в ней	1	6
40	в истории	5	6
41	в этой	7	6
42	то же	6	6
43	было бы	2	6
44	он не	3	6
45	в их	4	6
46	могут быть	3	6
47	только в	3	6
48	то что	2	6
49	вместе с	2	6
50	как раз	3	6
51	в результате	4	6
52	хотя бы	1	6
53	а в	6	6
54	говорить о	1	5
55	всего этого	2	5
56	во всех	1	5
57	в общем	1	5
58	т д	4	5
59	в то	10	5
60	же время	4	5
61	говорит он	1	5
62	и только	1	5
63	что он	6	5
64	всяком случае	2	5
65	именно в	4	5
66	с этим	1	5
67	что же	1	5
68	и для	1	5
69	бы в	1	5
70	еще более	1	5
71	во всяком	2	5
72	все остальное	1	4
73	здесь и	2	4
74	высшей степени	1	4
75	в сущности	2	4
76	что они	4	4
77	независимо от	2	4
78	как в	5	4
79	и к	1	4
80	не следует	2	4
81	его от	1	4
82	в высшей	1	4
83	мы видели	2	4
84	ничего не	3	4
85	к тому	6	4
86	в дальнейшем	1	4
87	но в	4	4
88	и теперь	2	4
89	в большинстве	1	4
90	за счет	3	4
91	из них	10	4
92	так как	4	4
93	даже и	1	4
94	в особенности	1	4
95	и даже	5	4
96	другой стороны	5	4
97	как бы	1	4
98	совершенно не	1	4
99	к этому	4	4
100	они не	1	4
101	же как	3	3
102	сам по	1	3
103	тем же	1	3
104	в зависимости	1	3
105	а как	1	3
106	из всего	2	3
107	мы не	3	3
108	то это	1	3
109	зависимости от	1	3
110	и на	3	3
111	не входит	1	3
112	если в	1	3
113	чем же	2	3
114	материалом для	1	3
115	однако не	1	3
116	хотя и	3	3
117	и как	3	3
118	не приходится	1	3
119	что это	1	3
120	в целом	3	3
121	из этих	1	3
122	роль в	1	3
123	только на	1	3
124	время и	2	3
125	понятий и	1	3
126	значительной степени	1	3
127	главным образом	3	3
128	его в	3	3
129	это было	1	3
130	для них	2	3
131	такой же	2	3
132	следует что	1	3
133	место в	3	3
134	следует отметить	1	3
135	в области	2	3
136	но все	1	3
137	его с	1	3
138	того чтобы	1	3
139	так в	4	3
140	в годы	6	3
141	особенно в	1	3
142	и здесь	2	3
143	одного из	6	3
144	к действительности	1	3
145	в значительной	1	3
146	к нему	2	3
147	того что	1	3
148	именно на	2	3
149	то и	2	3
150	большинстве случаев	1	3
151	мы знаем	2	3
152	каждый из	3	3
153	для того	1	3
154	с другой	5	3
155	о соответствии	1	3
156	и прежде	1	3
157	и др	1	3
158	а наоборот	1	3
159	он становится	1	3
160	их к	3	3
161	все это	5	3
162	на самом	1	3
163	или в	2	3
164	и все	3	3
165	жизни и	1	3
166	формы и	1	2
167	можно говорить	1	2
168	идет о	3	2
169	между двумя	1	2
170	едва ли	7	2
171	было и	1	2
172	по аналогии	1	2
173	не была	1	2
174	совпадает с	1	2
175	это время	2	2
176	от всей	1	2
177	он был	2	2
178	в последних	3	2
179	столь же	2	2
180	совсем не	2	2
181	но не	2	2
182	а только	1	2
183	очевидно что	1	2
184	отношение к	3	2
185	отличие от	2	2
186	к сожалению	2	2
187	что именно	1	2
188	для создания	1	2
189	все остальные	3	2
190	перед нами	1	2
191	то в	1	2
192	со своей	2	2
193	в которой	6	2
194	уже в	5	2
195	он в	1	2
196	очень существенное	1	2
197	ее как	1	2
198	в поэтике	1	2
199	состоит в	1	2
200	не к	2	2
201	и более	1	2
202	или вовсе	3	2
203	из него	1	2
204	и по	6	2
205	на этом	2	2
206	то ни	2	2
207	они должны	1	2
208	говорить не	1	2
209	должен был	1	2
210	и тем	2	2
211	ни в	6	2
212	от него	1	2
213	лучше всего	1	2
214	том что	12	2
215	в этих	1	2
216	не так	1	2
217	во второй	3	2
218	представление о	1	2
219	в отличие	1	2
220	должны были	8	2
221	включая сюда	3	2
222	не могли	1	2
223	для этого	2	2
224	даже в	3	2
225	тому что	1	2
226	и другое	1	2
227	самого начала	1	2
228	не по	1	2
229	находится в	2	2
230	правда в	2	2
231	один шаг	1	2
232	всего в	3	2
233	что на	1	2
234	и это	1	2
235	литературного творчества	1	2
236	и о	3	2
237	на нем	2	2
238	в в	4	2
239	и этим	1	2
240	с самого	1	2
241	приводит к	1	2
242	времени и	2	2
243	подойти к	1	2
244	с ним	1	2
245	в применении	1	2
246	между тем	5	2
247	отметить что	1	2
248	быть даже	2	2
249	если это	1	2
250	в самый	1	2
251	этих элементов	1	2
252	один из	5	2
253	наиболее радикальные	1	2
254	потому что	5	2
255	в качестве	4	2
256	и других	7	2
257	в котором	4	2
258	в конце	6	2
259	со стороны	2	2
260	даже не	2	2
261	в предисловии	1	2
262	его из	1	2
263	превращается в	1	2
264	до конца	2	2
265	конце концов	4	2
266	его как	1	2
