N	3gram	Propp_Isto_3	Tvorches
1	в том что	5	6
2	о том что	2	5
3	в соответствии с	1	3
4	с самого начала	1	3
5	том что в	2	2
6	на самом деле	1	2
7	точно так же	2	2
8	в данном случае	3	2
9	не только в	1	2
10	можно сказать что	1	2
11	тем не менее	5	2
12	что иное как	3	1
13	хотя и не	1	1
14	равно как и	1	1
15	и к этому	1	1
16	выясняется что он	1	1
17	по отношению к	2	1
18	то это означало	1	1
19	до сих пор	5	1
20	и в других	2	1
21	сами по себе	1	1
22	на самом же	1	1
23	только то что	1	1
24	это вовсе не	1	1
25	вместе с тем	1	1
26	перед тем как	1	1
27	а в этом	1	1
28	с одной стороны	2	1
29	в чистоте и	1	1
30	в связи с	3	1
31	мы уже говорили	1	1
32	самом же деле	1	1
33	жизни и с	1	1
34	это означало бы	1	1
35	означало бы что	1	1
36	заключается в том	1	1
37	не означает что	1	1
38	в свою очередь	1	1
39	мы имеем в	2	1
40	с другой стороны	7	1
41	таким образом и	2	1
42	и придал ей	1	1
43	не что иное	3	1
44	в согласии с	1	1
45	как и в	2	1
46	к тому же	2	1
47	и т д	15	1
