N	2gram	Tiupa_Lite_3	StatiiOP
1	и в	16	29
2	том что	8	27
3	в том	12	27
4	в этом	14	21
5	не только	14	19
6	но и	14	19
7	что в	2	19
8	о том	6	17
9	в его	6	13
10	что он	5	13
11	то что	12	11
12	все это	1	11
13	к тому	6	10
14	и т	1	9
15	в своем	1	9
16	он не	1	9
17	потому что	3	9
18	так и	9	9
19	этом отношении	5	9
20	и не	22	9
21	как на	3	9
22	но в	3	8
23	как раз	2	8
24	я не	2	7
25	в ней	1	7
26	в самом	3	7
27	в г	3	7
28	в своей	7	7
29	в котором	1	7
30	не столько	1	7
31	тому что	1	7
32	для того	2	7
33	в виду	1	7
34	с тем	1	7
35	вместе с	5	7
36	одним из	4	6
37	вопрос о	2	6
38	и на	2	6
39	все же	2	6
40	вовсе не	1	6
41	того чтобы	2	6
42	и его	6	6
43	в одном	4	6
44	было бы	2	5
45	точки зрения	7	5
46	в русской	1	5
47	была бы	1	5
48	того что	9	5
49	между тем	3	5
50	в качестве	5	5
51	своего рода	10	5
52	прежде всего	3	5
53	а не	12	5
54	о чем	3	5
55	в той	1	5
56	как бы	8	5
57	хотя и	4	4
58	и к	3	4
59	по словам	1	4
60	в нем	2	4
61	что у	2	4
62	в другом	6	4
63	и с	2	4
64	не в	10	4
65	и о	1	4
66	времени и	1	4
67	внимание на	2	4
68	но с	2	4
69	связи с	2	4
70	в значении	1	4
71	пушкина от	1	4
72	для него	2	4
73	с другой	6	4
74	именно в	5	4
75	в частности	11	4
76	еще более	1	4
77	того времени	1	4
78	в романе	3	4
79	к этому	2	4
80	например в	3	3
81	самом деле	3	3
82	на самом	1	3
83	идет о	1	3
84	в году	5	3
85	в их	1	3
86	по его	1	3
87	его не	1	3
88	хотя бы	1	3
89	и он	1	3
90	но не	4	3
91	в общем	1	3
92	как в	5	3
93	с этим	1	3
94	в полном	2	3
95	не было	1	3
96	тому же	5	3
97	вообще не	1	3
98	в начале	4	3
99	в россии	1	3
100	за свою	1	3
101	из них	4	3
102	в этих	1	3
103	одном из	2	3
104	но он	1	3
105	по себе	2	3
106	пять лет	1	3
107	не менее	2	3
108	что ему	2	3
109	одной из	1	3
110	никогда не	4	3
111	нельзя не	1	3
112	на себя	2	3
113	тем что	2	3
114	у нас	2	3
115	у меня	1	3
116	оно не	2	3
117	материала для	1	3
118	на нее	1	3
119	он писал	1	3
120	на вопрос	1	3
121	как у	4	3
122	материал для	1	3
123	наконец в	3	3
124	но это	1	3
125	к пушкину	1	3
126	ср у	2	3
127	так что	1	3
128	кажется что	1	3
129	т п	1	3
130	и даже	2	3
131	еще и	2	3
132	а с	1	3
133	до конца	4	3
134	так же	2	3
135	xix века	2	3
136	другой стороны	2	3
137	отношении к	1	3
138	как известно	1	2
139	того же	2	2
140	из его	1	2
141	где я	1	2
142	то же	9	2
143	поэзии и	2	2
144	и была	1	2
145	для своего	2	2
146	в сочетании	1	2
147	бы то	2	2
148	с его	6	2
149	и который	1	2
150	тогда как	17	2
151	отличие от	5	2
152	нет и	1	2
153	что они	1	2
154	на то	2	2
155	к сожалению	1	2
156	и я	1	2
157	там где	3	2
158	в истории	1	2
159	и как	3	2
160	более или	1	2
161	в этой	8	2
162	в себе	6	2
163	как он	1	2
164	на его	3	2
165	больше всего	1	2
166	при этом	15	2
167	если бы	2	2
168	тем не	1	2
169	не к	1	2
170	и более	1	2
171	значительной степени	1	2
172	то ни	2	2
173	а затем	3	2
174	его в	2	2
175	к власти	2	2
176	о которых	1	2
177	как и	5	2
178	несмотря на	2	2
179	в москве	1	2
180	или менее	1	2
