N	2gram	Propp_Isto_4	Hudozhes
1	в качестве	7	19
2	и не	9	16
3	не только	15	15
4	и в	26	15
5	в том	3	15
6	тогда как	4	13
7	может быть	14	13
8	в частности	2	13
9	при этом	3	12
10	и его	10	12
11	а в	8	12
12	но не	5	11
13	в этом	7	11
14	в себе	2	11
15	то же	8	10
16	представляет собой	2	10
17	как бы	3	10
18	так и	10	10
19	а не	6	10
20	но и	12	10
21	такого рода	2	9
22	точки зрения	1	9
23	в его	5	9
24	своего рода	1	8
25	себя в	2	8
26	но в	5	7
27	в то	1	7
28	с другой	4	7
29	отношение к	2	6
30	том что	3	6
31	не в	5	6
32	в основе	1	6
33	по своей	2	6
34	приводит к	1	6
35	в тексте	2	6
36	не может	6	6
37	что в	14	6
38	то что	16	5
39	ни в	2	5
40	тем самым	1	5
41	могут быть	6	5
42	с ее	1	5
43	можно сказать	1	5
44	а также	3	5
45	того что	2	5
46	только в	3	5
47	уже не	5	5
48	между ними	3	5
49	другой стороны	4	5
50	в нем	2	5
51	и то	6	4
52	мы имеем	7	4
53	еще не	6	4
54	а только	1	4
55	как к	1	4
56	хотя и	2	4
57	и как	5	4
58	он не	7	4
59	в другом	5	4
60	и тем	2	4
61	в этих	7	4
62	в своей	4	4
63	в форме	2	4
64	со стороны	1	4
65	к которому	1	4
66	прежде всего	1	4
67	а на	4	4
68	не знает	1	4
69	как это	3	4
70	например в	3	4
71	к тому	1	4
72	сказать что	2	4
73	в целом	2	3
74	в виду	1	3
75	как правило	1	3
76	как говорит	1	3
77	и к	1	3
78	не следует	1	3
79	он должен	3	3
80	одно и	1	3
81	лишь в	2	3
82	его в	9	3
83	это не	5	3
84	как и	7	3
85	иначе говоря	1	3
86	но он	4	3
87	тем не	2	3
88	их в	7	3
89	однако в	2	3
90	не менее	2	3
91	в русской	3	3
92	как раз	1	3
93	потому что	6	3
94	говорит и	1	3
95	в пределах	1	3
96	так в	4	3
97	мог бы	1	3
98	к его	1	3
99	если бы	2	3
100	и что	5	3
101	что он	10	3
102	к нему	6	3
103	данного текста	1	3
104	человека с	3	3
105	не случайно	2	3
106	в области	2	3
107	не на	3	3
108	человеческой жизни	1	3
109	о чем	3	3
110	в данном	3	3
111	таким образом	10	3
112	в роли	2	3
113	и это	1	2
114	это и	5	2
115	между двумя	12	2
116	к другому	1	2
117	совпадает с	1	2
118	но она	1	2
119	принадлежит к	1	2
120	не вполне	1	2
121	на свою	1	2
122	и на	2	2
123	в чем	1	2
124	чем это	1	2
125	могло быть	1	2
126	но как	1	2
127	не все	1	2
128	еще один	2	2
129	в своем	2	2
130	говорит что	2	2
131	образом и	1	2
132	все эти	3	2
133	всей своей	1	2
134	право на	2	2
135	в этой	2	2
136	но на	1	2
137	не как	1	2
138	в силу	5	2
139	уже говорилось	1	2
140	на этом	2	2
141	об этом	7	2
