N	4gram	Bakhtin_Pr_2	Formalny
1	в то же время	5	5
2	и не может быть	1	2
3	была бы совершенно иной	1	2
4	но тем не менее	1	1
5	и т п в	1	1
6	в том или ином	1	1
7	что он не есть	1	1
8	и до сих пор	1	1
9	иметь в виду что	1	1
10	то что он не	1	1
11	то же время не	1	1
12	как мы знаем в	1	1
13	прежде всего возникает вопрос	1	1
14	и до настоящего времени	1	1
15	остановимся прежде всего на	1	1
16	всего возникает вопрос о	1	1
17	в большей или меньшей	1	1
18	в связи с теми	1	1
19	но в то же	3	1
20	и так или иначе	1	1
21	большей или меньшей степени	1	1
22	занимает очень важное место	1	1
