N	3gram	Bakhtin_sl_2	Problema
1	о том что	1	14
2	тем не менее	1	12
3	во всяком случае	2	10
4	в этом случае	6	7
5	и т д	2	6
6	с одной стороны	5	5
7	в связи с	2	5
8	того или иного	1	5
9	с другой стороны	1	5
10	более или менее	2	4
11	до сих пор	2	4
12	на то что	1	4
13	в то же	4	4
14	сама по себе	3	4
15	в том что	4	4
16	то есть не	1	3
17	одной стороны и	3	3
18	на первый план	1	3
19	хотя бы и	2	3
20	но и в	1	3
21	не может быть	15	3
22	те или иные	1	3
23	пространстве и времени	1	2
24	том что в	1	2
25	всяком случае не	1	2
26	в том числе	1	2
27	с самого начала	1	2
28	сами по себе	1	2
29	точном смысле слова	1	2
30	том числе и	1	2
31	может быть только	1	2
32	по самому своему	1	2
33	может быть и	2	2
34	даже и не	1	2
35	для того чтобы	2	2
36	не только в	2	2
37	и представить себе	1	2
38	друг к другу	1	2
39	это возможно только	1	2
40	в частности в	1	2
41	и ни в	1	2
42	не только не	1	2
43	мы еще не	1	2
44	отношение может быть	1	1
45	несколько слов о	2	1
46	не может не	1	1
47	в той или	3	1
48	прямо сказать что	2	1
49	в какой мере	1	1
50	иметь в виду	1	1
51	ни при каких	1	1
52	а вовсе не	2	1
53	далеко не все	1	1
54	имеющая своей целью	1	1
55	требует от нас	2	1
56	всегда в той	1	1
57	также и в	1	1
58	а в том	1	1
59	и не только	1	1
60	и не может	1	1
61	мы говорили в	1	1
62	в зависимости от	4	1
63	и соответствующего ему	1	1
64	то есть вне	1	1
65	между тем как	1	1
66	в этом отношении	3	1
67	в собственном смысле	3	1
68	как мы уже	2	1
69	более глубокое и	1	1
70	утверждать что в	1	1
71	своими корнями в	2	1
72	при каких условиях	1	1
73	что язык не	1	1
74	и в то	1	1
75	мы не знаем	1	1
76	и особенно в	1	1
77	произносимых им слов	1	1
78	как один из	1	1
79	в пространстве и	1	1
80	говорить здесь о	1	1
81	в нашем случае	1	1
82	тогда когда это	1	1
83	как раз это	1	1
84	все более и	1	1
85	в точном смысле	2	1
86	можно прямо сказать	3	1
87	уходит своими корнями	2	1
88	то есть чисто	1	1
89	так и от	1	1
90	и должны были	1	1
91	для нас в	1	1
92	мы не можем	1	1
93	так и в	3	1
94	его так сказать	2	1
95	более и более	1	1
96	можно говорить только	1	1
97	языка как такового	1	1
98	той или иной	5	1
99	не менее в	1	1
100	но все же	4	1
101	и без всякого	1	1
102	в этих случаях	1	1
103	в другом случае	1	1
104	никак не могут	1	1
105	в узком смысле	4	1
106	это то есть	1	1
107	связанного с ним	1	1
108	одна из самых	1	1
109	и с другой	1	1
