N	2gram	Bakhtin_Pr_1	StatiiOP
1	и в	38	44
2	в том	8	36
3	и т	14	30
4	что в	7	30
5	том что	3	29
6	в этом	15	21
7	т д	1	21
8	вовсе не	2	19
9	не только	9	18
10	то что	8	18
11	было бы	8	17
12	о том	4	17
13	а в	6	17
14	а не	5	16
15	и не	42	16
16	может быть	26	15
17	в области	11	14
18	в данном	4	14
19	как в	4	13
20	можно было	4	13
21	не в	7	12
22	самом деле	6	11
23	в этой	1	11
24	того чтобы	2	11
25	у нас	2	11
26	точки зрения	8	11
27	но в	4	10
28	ясно что	3	10
29	для того	2	10
30	что он	2	10
31	только в	13	10
32	но и	9	10
33	также и	3	9
34	как и	7	9
35	в то	4	9
36	так и	5	9
37	если бы	3	9
38	того что	2	9
39	в его	43	9
40	т п	13	9
41	с другой	7	9
42	например в	3	8
43	во всех	11	8
44	все же	6	8
45	но ведь	1	8
46	это не	5	8
47	из них	1	8
48	с точки	6	8
49	и его	16	8
50	не может	27	8
51	я не	2	7
52	в самом	7	7
53	так например	1	7
54	таким образом	10	7
55	другой стороны	4	7
56	для нас	1	7
57	этом отношении	2	7
58	до сих	1	7
59	прежде всего	13	7
60	сих пор	1	7
61	сказать что	4	7
62	по поводу	2	7
63	на самом	4	6
64	в своей	7	6
65	данном случае	4	6
66	что и	2	6
67	для него	1	6
68	именно в	1	6
69	дело в	2	6
70	пушкина как	1	6
71	в той	1	6
72	но это	3	6
73	хотя бы	4	6
74	то же	5	5
75	уже о	1	5
76	в целом	3	5
77	все эти	5	5
78	в нем	15	5
79	в слове	3	5
80	в котором	2	5
81	в которых	1	5
82	этой области	2	5
83	не менее	4	5
84	вплоть до	1	5
85	никогда не	5	5
86	могут быть	5	5
87	тем что	2	5
88	и даже	3	5
89	несколько примеров	1	5
90	нужно сказать	1	5
91	там где	6	5
92	что мы	1	5
93	все это	3	5
94	была бы	2	5
95	совершенно не	7	5
96	жизни и	1	5
97	того времени	1	5
98	так же	1	5
99	как это	2	4
100	это и	1	4
101	в которой	1	4
102	вопрос о	1	4
103	столь же	2	4
104	в новом	1	4
105	бы и	1	4
106	что это	2	4
107	на то	2	4
108	в россии	2	4
109	но я	1	4
110	но если	1	4
111	том как	2	4
112	можно ли	1	4
113	не имеет	9	4
114	же время	3	4
115	в ее	4	4
116	языка и	1	4
117	что у	1	4
118	и что	2	4
119	во втором	1	4
120	этот вопрос	1	4
121	не было	2	4
122	к которому	4	4
123	на эту	1	4
124	в частности	2	4
125	как бы	22	4
126	еще более	1	4
127	или иного	2	4
128	того или	2	4
129	это в	1	4
130	и без	1	3
131	должна быть	4	3
132	и за	1	3
133	конечно и	4	3
134	в ней	4	3
135	еще не	7	3
136	в чем	2	3
137	но не	12	3
138	не все	2	3
139	по отношению	21	3
140	или иное	2	3
141	и я	1	3
142	в истории	2	3
143	как к	2	3
144	то в	1	3
145	это можно	1	3
146	что так	1	3
147	в каждом	2	3
148	в другом	2	3
149	и с	17	3
150	лишь в	2	3
151	и тем	3	3
152	ни в	11	3
153	чем в	2	3
154	что не	4	3
155	тому что	1	3
156	о значении	4	3
157	а на	1	3
158	в основе	5	3
159	этих двух	1	3
160	очень мало	1	3
161	очень часто	1	3
162	здесь совершенно	3	3
163	должны быть	4	3
164	что оно	2	3
165	в применении	3	3
166	должен быть	2	3
167	то или	2	3
168	поэтому в	2	3
169	и вообще	2	3
170	тем или	1	3
171	между тем	7	3
172	и только	4	3
173	но с	3	3
174	в двух	2	3
175	в какой	2	3
176	с одной	3	3
177	вопроса о	3	3
178	в виде	2	3
179	в начале	2	3
180	ни с	2	3
181	бы все	1	3
182	без всякой	2	3
183	на этот	1	3
184	этой главы	1	3
185	применении к	3	3
186	в тех	3	3
187	да и	3	3
188	не является	3	3
189	и для	11	3
190	не существует	1	3
191	в результате	1	3
192	или иным	1	3
193	отношению к	19	3
194	в таком	3	3
195	отношения к	6	2
196	мере в	1	2
197	в первом	1	2
198	его же	1	2
199	а как	3	2
200	мы имеем	2	2
201	бы что	1	2
202	или же	1	2
203	время как	1	2
204	совпадает с	2	2
205	подчеркнуть что	1	2
206	иных случаях	3	2
207	таком положении	2	2
208	отношение к	10	2
209	иногда и	3	2
210	большое значение	1	2
211	за пределы	12	2
212	идет о	1	2
213	в м	6	2
214	на которое	1	2
215	в своем	5	2
216	есть в	1	2
217	смысле этого	1	2
218	целый ряд	1	2
219	вот несколько	1	2
220	в литературном	1	2
221	ни один	1	2
222	бы не	2	2
223	в себе	4	2
224	но он	1	2
225	и те	2	2
226	работ по	3	2
227	не могла	1	2
228	в наших	1	2
229	вообще не	7	2
230	при этом	5	2
231	но именно	1	2
232	он не	3	2
233	всех этих	1	2
234	он должен	2	2
235	этого вопроса	1	2
236	и более	2	2
237	ни были	1	2
238	свое время	1	2
239	что все	2	2
240	его в	9	2
241	в свой	1	2
242	для научного	1	2
243	ни одной	1	2
244	не всегда	6	2
245	и уже	1	2
246	нисколько не	1	2
247	только тем	1	2
248	места в	1	2
249	можно найти	1	2
250	равной мере	1	2
251	бы мы	1	2
252	которые в	1	2
253	произведения в	5	2
254	уже выше	1	2
255	тем самым	4	2
256	а иногда	2	2
257	как можно	1	2
258	что эта	2	2
259	она не	2	2
260	что с	1	2
261	как о	1	2
262	на него	3	2
263	говорить о	3	2
264	случае не	2	2
265	не имели	1	2
266	ничего не	6	2
267	имеем дело	3	2
268	к концу	1	2
269	тем не	3	2
270	в сознании	1	2
271	только с	1	2
272	есть только	2	2
273	области изучения	2	2
274	и это	3	2
275	без всякого	1	2
276	то время	1	2
277	и иные	1	2
278	то есть	46	2
279	материала и	2	2
280	а также	1	2
281	и все	3	2
282	и во	2	2
283	отметить что	7	2
284	к нему	10	2
285	что здесь	1	2
286	быть и	1	2
287	на которой	1	2
288	со всеми	3	2
289	конечно не	5	2
290	и у	2	2
291	если в	1	2
292	который как	1	2
293	не для	1	2
294	в других	4	2
295	даже и	1	2
296	или иначе	1	2
297	одной стороны	3	2
298	так называемой	1	2
299	стороны в	1	2
300	и потому	4	2
301	в иных	3	2
302	по существу	2	2
303	том смысле	1	2
304	этого слова	1	2
305	в свое	1	2
306	но для	1	2
307	которой можно	1	2
308	о котором	2	2
309	в этих	2	2
310	хотя в	1	2
311	в равной	2	2
312	несмотря на	3	2
313	дело с	6	2
314	не знает	3	2
315	занимает в	1	2
316	в своих	2	2
317	а между	1	1
318	можно говорить	2	1
319	художественного произведения	11	1
320	в рассмотрение	2	1
321	художественных произведений	2	1
322	по изучению	1	1
323	и есть	2	1
324	чего не	1	1
325	из его	1	1
326	исходит из	1	1
327	от которых	1	1
328	едва ли	3	1
329	том какое	1	1
330	культуры она	1	1
331	и могут	1	1
332	мы называем	1	1
333	его не	2	1
334	их и	2	1
335	им самим	1	1
336	в лучшем	2	1
337	правильного понимания	2	1
338	конечно все	1	1
339	и язык	1	1
340	который был	1	1
341	так чтобы	1	1
342	и самого	1	1
343	на нем	1	1
344	научная литература	1	1
345	и на	3	1
346	на них	3	1
347	время в	1	1
348	бы то	3	1
349	с его	2	1
350	вполне и	1	1
351	отказ от	1	1
