N	3gram	Tiupa_Hudo_1	Psycholo
1	на то что	2	16
2	в том что	6	14
3	с одной стороны	1	12
4	о том что	9	6
5	к тому что	4	6
6	в самом деле	4	5
7	до сих пор	2	5
8	заключает в себе	1	4
9	не только не	1	4
10	то же самое	1	3
11	с тем что	1	3
12	и что в	1	3
13	с самого начала	1	3
14	и т п	8	3
15	можно было бы	4	3
16	друг с другом	1	3
17	и т д	3	3
18	в этом отношении	3	3
19	состоит в том	1	2
20	с точки зрения	3	2
21	в отличие от	1	2
22	потому что он	1	2
23	в данном случае	1	2
24	сами по себе	1	2
25	не только в	2	2
26	в конце концов	1	2
27	в том и	1	2
28	то что мы	1	2
29	характеры действующих лиц	2	2
30	не может быть	2	2
31	и в самом	3	2
32	друг от друга	1	2
33	как бы в	1	2
34	это действительно так	1	2
35	на самом деле	1	2
36	говорится о том	1	2
37	том что в	2	1
38	как мы помним	1	1
39	по его словам	1	1
40	на том что	1	1
41	и т.д однако	1	1
42	в чем не	1	1
43	только потому что	2	1
44	что она в	1	1
45	прежде всего на	1	1
46	по отношению к	8	1
47	более или менее	1	1
48	в этом смысле	1	1
49	том что он	1	1
50	и ему не	1	1
51	а в том	1	1
52	что на этом	1	1
53	одной стороны и	1	1
54	же как и	1	1
55	и в этом	1	1
56	в одной из	1	1
57	это могло бы	1	1
58	до известной степени	1	1
59	что он не	2	1
60	жизни и смерти	3	1
61	в первой главе	3	1
62	к тому чтобы	1	1
63	и герой и	1	1
64	несмотря на то	1	1
65	с этой точки	1	1
66	в том случае	1	1
67	свою судьбу в	1	1
68	к себе и	1	1
69	в литературном произведении	1	1
70	в противоречие с	1	1
71	в себя и	1	1
72	потому что оно	1	1
73	как будто бы	1	1
74	с той же	1	1
75	приводит к тому	1	1
76	все же не	1	1
77	произведение не в	1	1
78	именно в этом	1	1
79	что у него	2	1
80	тем что когда	1	1
81	этой точки зрения	1	1
82	которое никак не	1	1
83	того что у	1	1
84	того или иного	2	1
85	ни в чем	1	1
86	в свою очередь	1	1
87	ничего общего с	1	1
88	речь в данном	1	1
89	в конечном счете	2	1
90	и поэтому не	1	1
91	во времени и	1	1
92	между романом и	1	1
93	следует отличать от	1	1
94	речь идет о	2	1
95	в том смысле	1	1
96	каждого из нас	2	1
97	тому что он	2	1
98	в ответ на	1	1
99	вместо того чтобы	2	1
100	в письме к	1	1
101	формы и содержания	1	1
102	героя и это	1	1
103	герой и героиня	1	1
104	в русской литературе	3	1
