N	3gram	Voloshinov_1	Narrotol
1	в данном случае	2	8
2	в том что	2	5
3	то же время	1	4
4	в то же	1	4
5	не может быть	4	4
6	по отношению к	3	3
7	подобно тому как	1	3
8	в этом отношении	1	3
9	для того чтобы	1	3
10	тем не менее	1	3
11	состоит в том	1	2
12	в самом деле	2	2
13	то же самое	1	2
14	в отличие от	1	2
15	чем иным как	2	2
16	и т.п и	3	2
17	в зависимости от	2	2
18	одно и то	3	2
19	может быть не	1	2
20	и то же	2	2
21	в связи с	1	2
22	не только на	1	2
23	на то что	1	2
24	что иное как	2	1
25	только потому что	1	1
26	в хх веке	1	1
27	более или менее	1	1
28	один и тот	1	1
29	с другой стороны	2	1
30	с точки зрения	5	1
31	и не может	1	1
32	они сводятся к	1	1
33	языка как системы	2	1
34	и не мог	1	1
35	он и не	1	1
36	только то что	1	1
37	значения как в	1	1
38	может быть и	1	1
39	в особенности в	1	1
40	как и в	1	1
41	с одной стороны	2	1
42	и тот же	1	1
43	один из наиболее	1	1
44	говорить не приходится	1	1
45	и как бы	1	1
46	средств в их	1	1
47	в эстетике и	1	1
48	в области поэтики	1	1
49	то же слово	2	1
50	не мог бы	1	1
51	мы не можем	1	1
52	само по себе	1	1
53	в конечном счете	1	1
54	объект и не	1	1
55	собственно говоря и	1	1
56	к тому что	1	1
57	на самом деле	1	1
58	в их исторической	1	1
59	по себе а	1	1
60	не входит в	1	1
