N	3gram	Voloshinov_1	Marksizm
1	с точки зрения	5	20
2	не может быть	4	13
3	в самом деле	2	9
4	и не может	1	9
5	в связи с	1	7
6	в отличие от	1	5
7	языка как системы	2	5
8	с другой стороны	2	5
9	с самого начала	2	4
10	вполне понятно что	3	3
11	в нашу задачу	1	3
12	то же самое	1	3
13	в этом отношении	1	3
14	абстрактного объективизма в	1	3
15	может быть и	1	3
16	в науке о	1	3
17	и тот же	1	3
18	социального общения и	2	3
19	один и тот	1	3
20	то же время	1	3
21	в то же	1	3
22	науке о языке	1	3
23	для того чтобы	1	3
24	в том что	2	3
25	фосслера и его	1	2
26	нет и не	1	2
27	тех пор пока	3	2
28	в чем же	1	2
29	представители абстрактного объективизма	1	2
30	что же является	1	2
31	можно было бы	1	2
32	в узком смысле	1	2
33	так же как	1	2
34	но в то	1	2
35	тесно связана с	1	2
36	лишь с точки	1	2
37	по отношению к	3	2
38	до тех пор	4	2
39	быть и речи	1	2
40	быть сведены к	1	2
41	тем не менее	1	2
42	ничего общего с	2	2
43	неразрывно связаны между	1	1
44	тот же самый	1	1
45	между тем мы	1	1
46	только с помощью	1	1
47	и более или	1	1
48	и его учеников	1	1
49	чуть ли не	1	1
50	представителей этой школы	1	1
51	прежде всего в	1	1
52	взаимодействия теперь мы	1	1
53	равно как и	1	1
54	должны быть сведены	1	1
55	подобно тому как	1	1
56	есть прежде всего	3	1
57	ни о какой	1	1
58	соссюр и его	1	1
59	в процессе взаимодействия	1	1
60	побочно и более	1	1
61	направления абстрактного объективизма	1	1
62	от него не	1	1
63	в достаточной мере	1	1
64	существует лишь в	1	1
65	не было бы	1	1
66	что побочно и	1	1
67	в самой лингвистике	1	1
68	в системе языка	1	1
69	лишь в процессе	1	1
70	чем иным как	2	1
71	с этой точки	1	1
72	является не чем	1	1
73	ту или иную	1	1
74	в двух разных	2	1
75	которым можно было	1	1
76	иметь не может	1	1
77	мы полагаем что	1	1
78	не чем иным	2	1
79	с одной стороны	2	1
80	ничего общего не	1	1
81	точки зрения и	1	1
82	в школе фосслера	1	1
83	и как бы	1	1
84	и других представителей	1	1
85	то что социально	1	1
86	в последнее время	1	1
87	как и всякого	1	1
88	существует только в	1	1
89	в предшествующей главе	1	1
90	может быть понята	1	1
91	мы дали в	1	1
92	сознания с другой	1	1
93	другой стороны оно	1	1
94	философия языка и	1	1
95	абстрактного объективизма индивидуальный	1	1
96	слове в каждом	1	1
97	языковой формы напр	1	1
98	данной социальной группы	1	1
99	на почву языка	1	1
100	и наконец его	1	1
101	более или менее	1	1
102	при таком подходе	1	1
103	само по себе	1	1
104	как неизменная и	1	1
105	или менее случайно	1	1
106	этой точки зрения	1	1
107	выходит за пределы	1	1
108	и его школа	1	1
109	существует как бы	1	1
110	к тому что	1	1
111	и здесь и	1	1
112	и системой языка	1	1
113	языка что же	1	1
114	о языке и	1	1
115	на самом деле	1	1
116	в последнем счете	1	1
117	тождественность языковой формы	1	1
118	его за норму	1	1
119	является уже идеологическим	1	1
